Weight(Pounds),Height(Inches)
112.0671,64.09729
135.2963,66.90908
127.1409,69.27580999999999
128.3855,67.68973000000001
137.1545,70.49701
120.3264,66.10458
123.0205,68.43529000000001
130.8168,66.85611
114.2059,66.08010999999999
123.0369,66.13305
129.5612,64.65561
120.5016,66.10191999999999
116.5172,65.29862
122.7182,65.86277
131.9365,67.75161999999999
124.3636,67.43888000000001
133.1644,67.07916999999999
128.2196,67.28745
110.5975,67.7369
128.6835,71.49304000000001
133.3353,70.70527
114.4349,66.25043000000001
123.2681,65.65821
136.9352,67.00659
132.9952,68.54596
117.4122,64.85413
124.5827,67.27049
144.4917,66.89939
133.9261,69.01892
111.1971,65.89079
131.7719,70.45835
113.2767,64.74463
133.8862,65.96557
126.8695,67.84607
134.8804,70.14756
126.2502,64.1332
143.142,69.93226
137.02,67.95293000000001
118.1307,68.13839
134.5754,70.18743
121.494,67.48764
114.2821,64.62935999999999
130.6425,71.01751
136.7459,68.51642
116.7877,68.51555
116.5061,67.89972
108.706,68.54869000000001
128.0712,66.32562
135.0273,68.92044
122.6572,70.59467
141.9264,70.21021
114.2571,66.43765
120.5673,66.56784
103.921,65.59186
102.4448,67.27659
134.6471,68.26653
147.4461,71.50856
118.3683,69.13348
125.0511,67.44922
135.8275,69.04101
133.7709,70.14804000000001
117.4571,67.58057
115.6746,62.73218000000001
119.4901,68.50904
131.7347,67.64249000000001
126.6898,68.98708
137.2246,67.97735
119.7951,68.91360999999999
134.1926,68.20132
109.4324,64.5266
95.18466,65.0276
130.9438,66.24616
140.2789,68.81975
120.3014,65.88513
132.5054,65.79611
137.5206,67.49387
128.9596,67.32069
121.5969,65.33723
129.0318,69.12208000000001
147.9296,73.32701
121.8685,69.08508
129.3152,68.4405
125.3253,66.65476
145.95600000000002,68.84083000000001
131.4638,68.25391
120.2693,66.62465
122.6836,69.48187
133.6935,68.05725
132.4516,70.12489000000001
121.5905,66.80328
137.8933,67.65074
115.1458,68.71273000000001
108.3041,66.40595
122.9376,65.73548000000001
132.4266,67.12274000000001
111.3263,67.73545
127.1338,65.43768
135.3549,68.48264
124.7162,67.81863
155.4037,69.53489
121.0028,66.18523
114.2885,67.57593
121.4194,67.80728
124.6467,67.79093
116.5383,70.65236999999999
136.6633,66.82989
137.0278,70.81716
131.0829,70.9585
132.9732,68.30787
143.444,70.54919
129.6357,66.20366
125.4738,69.57859
105.9897,66.85651
141.19299999999998,68.6245
135.8348,69.9746
158.0299,71.66938
115.0103,70.35925999999999
107.027,64.88248
121.1964,65.83291
130.9561,66.50314
114.3322,71.84956
118.1344,68.09845
123.9061,67.29625
140.626,68.68431
143.4439,69.73059
131.0053,70.61721999999999
134.5452,68.92201999999999
124.2893,67.06735
126.8851,67.02309
129.3491,67.35413
107.7067,65.57359
134.7177,68.30094
154.6002,71.10526999999999
133.959,65.20379
120.7329,66.7501
118.1787,67.63969
113.5576,66.92357
133.2865,72.4977
119.6325,65.27229
111.789,66.28898000000001
107.5648,67.83322
142.3712,71.35258
122.6844,65.17519
126.5004,67.36378
130.4189,70.79414
144.6755,67.15146999999999
127.7646,69.85664
130.892,68.88486999999999
125.3254,67.70371999999999
105.7686,66.90518
123.4119,66.27691999999999
135.2564,72.96339
106.8189,67.08059
144.1403,67.6665
136.4277,66.47251
139.0572,70.58024
125.0725,68.10823
123.1664,68.80458
143.1496,66.7402
113.4298,66.10454
122.4198,68.75415
140.52100000000002,68.52627
132.9662,69.65288000000001
133.7579,69.49526
111.2517,65.81299
129.3706,66.96466
134.1521,68.23976
121.1432,65.16729000000001
135.4454,70.29803000000001
138.4704,70.0906
146.482,69.6475
122.0688,67.02086
129.9965,68.09340999999999
117.985,65.18388
139.112,69.96385
134.9325,69.08816999999999
130.4737,68.01205999999999
124.4946,65.28618
123.661,66.68039
124.6074,64.22298
106.2064,66.22051
129.8956,69.68146
161.0239,72.13193000000001
123.9785,66.7314
128.857,64.90630999999999
127.6126,66.98566
118.4685,64.94199
120.4772,70.22726999999999
132.2101,68.56426
126.1659,67.60582
150.9736,73.19268000000001
117.4971,67.07195
100.6123,64.6891
120.4415,68.13165
106.8616,68.90985
129.7591,68.15528
120.4721,69.62487
134.2724,72.09703
117.8609,69.19585
139.0505,66.85163
139.8538,68.28891999999999
110.7134,66.2989
136.2018,67.41874
127.67,66.5631
130.421,68.09232
138.8309,67.88387
117.3124,65.69791
131.7184,66.39209
129.7989,70.75069
125.792,68.91150999999999
123.2939,65.62505999999999
124.7943,68.00225
141.614,70.05894
126.7619,67.54965
119.6547,67.06235
133.0021,69.35826
118.6402,69.36148
116.1786,65.23306
120.7322,66.60135
124.6148,67.74181
126.8208,70.98789000000001
117.5478,69.32483
143.5666,72.11328
155.3046,69.93715
126.7884,66.31697
129.8436,68.92743
127.3143,66.51127
116.7527,66.56991
122.039,70.007
117.3088,68.0763
151.8397,71.87029
105.1839,67.32521
122.7048,66.77503
148.3076,68.57876
127.7623,68.93483
117.09,67.89328
122.3126,66.37335999999999
145.3706,69.24096999999999
129.0887,68.42556
118.027,68.34907
139.8376,69.80506
108.54,68.05530999999999
115.9968,62.59583000000001
136.6454,68.71162
120.8264,71.64134
94.80076,66.38974
135.3072,68.6965
138.9202,71.08797
113.9275,68.86803
136.6546,70.46406999999999
129.9792,66.04124
128.27700000000002,68.78572
131.1233,70.80376
131.24200000000002,69.99675
133.934,69.37774
118.3389,67.09138
138.815,66.50206
106.2307,69.49077
138.739,69.19971
118.7286,68.99586
125.7243,68.19362
127.4945,67.34174
125.1913,65.39464
125.9352,68.70316
120.9022,68.88
146.4337,68.99134000000001
140.3705,71.04477
111.6015,68.08728
123.7323,67.04849
106.1254,66.58173000000001
135.7065,65.22726
131.3101,67.75641999999999
127.9037,67.42308
134.5848,68.13409
110.2776,69.43228
144.446,71.71529
119.0578,68.96333
132.2773,68.59532
126.9035,72.00386
149.5795,70.74414
131.2031,68.46759
141.4947,69.80204
134.4462,68.54471
128.3837,67.34451
131.4263,71.61247
113.0211,65.52145
141.0306,72.21583000000001
130.92,66.89260999999999
125.7628,70.13299
143.0093,70.59535
113.8338,65.89922
106.7968,66.04283000000001
124.7247,66.22373
78.56785,61.90725
148.768,70.03963
140.6602,68.25694
131.8696,70.8271
128.2468,66.07655
128.6703,69.19937
125.4599,64.69495
126.8198,69.5217
116.3492,69.24385
110.5685,66.3712
137.8045,66.81174
141.4402,66.55492
118.7096,67.29233
142.0097,70.00114
125.91799999999999,67.79335999999999
137.2303,68.16448000000001
129.4889,67.63802
118.2248,68.61336
113.4002,68.59913
125.5137,65.35569
122.7829,66.16295
124.1658,70.50910999999999
133.9888,67.18403
134.172,70.57015
120.9546,68.07186
117.5554,66.24529
127.7576,67.47421
130.3198,67.20458
135.6921,66.81548000000001
131.8088,68.81489
138.5825,70.17575
128.2415,67.64801999999999
114.4104,66.71029
122.2827,67.91991
122.8633,66.25028
121.0705,66.36966
119.0553,69.8081
112.875,64.15953
124.8061,64.87945
124.7657,66.61554
122.17299999999999,66.87574000000001
148.7933,69.07808
132.0704,69.74899
109.135,64.85023000000001
124.9106,67.53116
110.9255,68.55332
128.9248,67.38153
137.8311,67.3919
127.3763,67.32751999999999
115.5961,71.01527
124.2707,67.40515
133.0832,69.77774000000001
128.69899999999998,72.16204
118.6372,68.23821
144.32299999999998,68.79997
119.446,70.74389000000001
105.8265,67.28088000000001
129.9065,67.68823
129.6789,68.00765
135.6468,69.29711
112.0242,65.22365
97.85054000000001,68.48985
148.7264,68.34192
146.7596,69.68744000000001
143.1516,69.57731
122.88600000000001,70.3378
128.2739,68.26178
124.1454,70.23583
120.2086,65.99750999999999
130.3713,67.91383
140.0347,69.80115
121.8995,67.53817
129.3433,69.98652
128.7526,68.84075
136.4103,71.45949
142.336,71.21951999999999
132.7411,70.44638
120.9485,66.19304
135.6318,69.84443
154.2702,71.24771
112.5281,65.22176999999999
124.9826,66.25442
140.6289,65.75905
125.3109,69.81996
136.5388,71.02595
115.9033,70.38735
117.5157,67.61775
115.4612,65.01169
116.7778,68.46766
118.6681,68.78041999999999
123.2446,66.19147
155.8943,69.75903000000001
131.2951,68.56317
139.1029,69.49172
113.1176,64.61603000000001
112.5545,64.87885
118.6681,65.33431999999999
143.9751,70.11496
121.5553,68.21149
121.76799999999999,66.2833
148.6195,68.60777
129.3841,71.46543
136.4844,70.7672
120.7703,67.34987
118.1685,68.98262
119.6817,67.50559
130.4536,69.60495999999999
120.4789,68.87184
129.1092,68.92916
135.8657,68.33636
135.7574,69.27545
135.1449,70.61549000000001
147.535,69.95585
136.2053,71.02956
131.7587,69.88409
113.7093,64.63101999999999
120.9908,65.68889
107.7319,68.75178000000001
129.8443,67.8251
139.4051,70.16075
117.3375,69.37941
126.4184,68.09923
143.0422,68.51115
119.8735,68.51504
126.63,66.99148000000001
126.2936,66.72703
145.0052,68.77435
135.3984,68.8942
154.0204,71.15080999999999
140.8147,68.76499
116.3494,66.36458
114.3176,67.05033
136.2149,68.89673
120.0788,66.36527
119.3141,65.94502
120.8849,67.45255
131.5604,65.71656999999999
132.4523,69.49559
132.9691,66.00545
134.2977,67.82376
130.4565,66.23749000000001
127.3552,65.15771
129.81799999999998,70.61033
120.1575,66.92866
118.773,68.84149000000001
126.6122,66.48966
132.68,67.37241999999999
135.5863,67.98858
133.6055,69.12266
144.838,69.74416
135.6449,69.26225
129.311,68.01261
135.1808,66.53305
134.564,68.57516
140.2394,69.20104
122.37299999999999,68.70597
116.5401,66.98337
122.4618,67.11655999999999
143.0982,68.71508
124.1597,65.32412
139.2716,68.00272
130.0623,68.65038
116.1292,67.37765999999999
152.4888,67.06764
132.0935,69.24298
117.7937,67.87654
123.4282,68.88989000000001
111.1681,65.30644000000001
139.6833,67.46209
142.3487,70.80693000000001
111.0406,66.03134
127.2047,67.59075
122.4877,67.98518
125.1114,66.46453000000001
127.7575,65.87903
124.1618,67.91088
118.9721,70.4306
129.7229,68.73895999999999
119.2815,66.64896999999999
138.6818,71.44829
120.8445,69.97684
124.9248,68.08155
139.7068,69.31893000000001
151.4865,69.86454
133.088,66.85358000000001
140.3001,68.69094
126.4289,67.18956999999999
132.7242,68.09801
124.3859,69.55268000000001
117.0118,67.91794
133.9877,70.77193
144.5579,73.19305
139.9054,71.80215
96.99228000000001,66.72955999999999
105.9051,65.72731
125.3757,67.86676
140.1522,68.14198
152.714,72.14741
128.9828,67.66946999999999
133.2323,67.96292
140.9194,69.75759000000001
120.9648,64.11049
122.5588,67.4598
136.0289,72.84591
126.0652,67.18007
142.6121,69.41269
120.3791,68.9963
136.656,69.02771
127.4324,70.62246
143.2106,67.76031
133.3944,67.83032
119.6444,67.35674
132.341,67.92004
143.309,68.20864
137.2504,71.24983
132.5571,69.23248000000001
119.6017,67.97504
126.6477,70.66957
107.6247,65.1243
142.7636,71.25126
136.4958,67.9941
111.9391,66.85504
115.6365,65.7372
115.9997,65.60691
134.3117,69.13282
135.7013,67.41038
129.2037,68.99493000000001
127.6045,67.60529
117.28,68.5423
105.015,66.60117
109.9157,67.48527
134.6639,68.30664
122.1341,65.63039
147.5064,67.85823
120.6637,67.82525
110.9724,68.44749
114.2463,66.07261
139.316,68.88508
107.4139,63.592319999999994
116.7421,66.34826
131.2609,69.02084
110.0601,67.11834
123.3779,68.50584
119.2335,67.63726
130.6229,66.74072
132.5515,68.54057
146.4631,71.03088000000001
137.4516,66.73025
131.326,68.02164
138.3905,67.3143
135.4124,69.36777
120.1518,67.91269
129.1676,66.73827
117.5422,71.55171
126.3228,68.24157
109.7068,66.49667
122.1892,69.74835999999999
138.9407,66.04233
112.1998,68.12778
127.1688,66.95634
139.1213,72.90519
140.8615,69.29292
148.7064,68.26456
97.5587,65.67921
106.7087,64.37656
121.1529,69.90864
107.355,66.0373
138.2564,69.51193
127.4892,69.66919
125.2298,69.89052
143.9699,69.10296
116.4588,68.26209
130.6206,66.8426
148.1093,68.95083000000001
111.5454,66.84264
146.1089,71.20184
138.2492,69.08046
116.8769,69.53635
126.5725,68.64678
143.4512,70.12075
123.5752,67.12563
137.1923,66.67824
127.1834,66.941
132.5488,65.36933
135.8262,66.21681
125.4082,69.92163000000001
112.9789,65.75386999999999
149.4745,70.65463000000001
135.4026,70.72068
124.8794,66.61845
118.6765,70.40373000000001
126.8115,66.49126
102.3792,67.47683
136.9789,67.96986
139.6097,69.84097
134.2516,70.75683000000001
128.0245,68.14749
124.7192,66.36506999999999
131.6348,67.65971
104.0078,66.07982
154.3987,73.95494000000001
135.7985,69.14398
115.82,66.12389
136.9425,65.97606999999999
116.0453,67.64678
111.6239,67.19022
128.5047,67.40366999999999
133.3801,71.3806
127.3686,67.08349
141.5493,69.59796
118.6697,67.58689
116.8366,69.493
132.5438,70.31634
124.6932,64.96602
127.3372,69.09455
98.05815,62.86795
127.9174,68.85426
124.0843,66.65826
136.9528,70.21228
110.8739,68.90486
126.3116,70.55327
123.9537,69.07258
106.6611,65.31594
126.8497,68.73146
136.8899,69.88332
146.9215,71.82375
124.5983,64.63998000000001
132.5025,65.30154
135.0239,67.11294000000001
135.3121,66.39846
130.8876,66.01043
114.318,69.05579
125.2406,68.75005
131.4688,69.64967
104.50299999999999,68.36694
122.1239,66.60701999999999
127.4536,70.17846999999999
115.2306,68.39468000000001
121.1303,67.2496
136.0144,70.61107
123.2162,67.13776999999999
132.9222,70.07335
128.2448,68.78832
115.6394,64.61373
141.6861,71.55699
112.7862,66.61972
146.7823,72.22326
124.2612,65.85562
134.2315,68.25089
110.9624,67.0616
107.7602,67.33598
138.3946,68.6028
130.4561,67.69444
132.5733,70.07833000000001
144.9316,72.3989
125.9649,67.158
132.1263,64.0731
128.5716,68.37931999999999
152.3574,69.84415
113.5618,69.04822
130.9781,70.06674
127.4918,68.01395
129.9016,69.65151999999999
117.7686,68.03944
122.9659,68.20718000000001
140.4052,67.92487
129.4162,66.26361
143.8519,67.65179
91.22631,66.9517
124.9942,68.67345999999999
104.7027,68.07738
123.4958,66.6929
135.2493,69.50341
120.7832,66.36915
109.9494,67.20711
145.1228,72.06156
122.6097,67.16699
115.8926,69.2274
132.1548,69.39191
127.9505,69.43651
123.1274,67.44686999999999
112.7742,66.13776
116.6818,67.67130999999999
114.7434,68.29244
124.1645,71.70178
122.1945,65.24423
142.79399999999998,68.85839
118.5557,65.77143000000001
149.9261,70.76063
129.9479,70.32643
105.48899999999999,64.96125
136.774,70.67229
117.0996,67.1325
131.7454,70.25476
136.4188,67.86413
124.5581,66.46042
137.8023,70.71477
136.3442,70.95476
100.4529,66.01804
131.1248,69.32643
126.0285,68.74723
116.7954,66.18595
108.7335,65.57366
133.0347,68.88401
106.6254,67.35446999999999
128.0026,69.37609
130.3361,68.96376
131.8419,65.6121
143.627,69.45504
121.3022,65.74455
126.9252,68.32806
123.5191,70.05513
126.2547,69.23325
114.7259,65.28886
137.4431,70.02356
120.3425,67.48252
108.6479,67.13790999999999
126.4871,68.22140999999999
121.4965,67.01055
130.8802,68.47973
123.9019,67.52133
136.4691,68.43285999999999
119.78,67.32745
134.7116,71.28888
131.7743,69.37684
112.01,65.72499
125.5533,69.72054
133.6979,68.24753
134.94899999999998,66.83270999999999
126.85799999999999,68.80968
122.2873,64.63475
113.5469,66.1141
112.7006,68.03631
149.722,71.0274
122.2679,69.06111999999999
123.0402,67.48449000000001
126.7836,67.92553000000001
113.2406,66.50098
142.8603,68.68205999999999
147.5384,72.89832
123.2354,67.68923000000001
123.2914,66.03128000000001
145.8844,69.01354
127.6754,68.72312
135.2526,69.64171
127.3655,66.68876999999999
117.5526,66.70349
132.7412,67.33179
138.3973,68.75021
137.6693,67.54297
125.177,69.53121999999999
120.7452,67.1694
151.1236,71.04741
122.6509,65.80458
115.7905,68.76061999999999
122.2091,69.66258
104.3528,66.34089
134.4014,69.28264
123.95299999999999,69.31458
132.9566,68.32146999999999
118.1031,68.37038000000001
149.2389,72.26598
134.0319,69.25932
110.4944,68.04481
151.933,72.41441
117.6781,68.84393
151.5938,69.67981
125.154,67.96185
140.2426,69.57228
127.8369,69.01341
129.5032,68.28835
129.305,66.96343
131.1598,67.83131999999999
107.0327,67.38888
140.2166,68.98848000000001
135.5263,69.19028
124.4252,68.01151999999999
145.5379,69.1245
121.4159,70.49324
129.8113,70.00883
122.9763,64.55855
128.1029,68.20571
136.1471,65.57785
120.2892,65.25283
135.7446,66.98456
137.4976,67.66684000000001
123.7812,67.21913
126.1286,67.27195999999999
134.9831,69.81239000000001
124.0488,67.26735
122.2484,66.53761
131.9593,69.05442
115.5782,64.05944000000001
126.0584,69.67868
145.9888,67.38494
143.9183,70.38110999999999
131.6976,67.37433
127.8534,66.88941
123.4043,65.37241999999999
119.6649,65.7718
126.0878,67.34775
130.1774,66.44019
120.04299999999999,67.2151
116.2041,69.33638
139.03,67.3171
129.9806,67.68634
145.09,66.60304000000001
119.0967,71.12176
120.1771,68.97437
125.9502,67.57048
100.2388,65.76724
123.9797,66.61374
136.1352,68.62434
128.0368,67.99466
137.0769,66.84629
140.5165,66.56877
138.1283,67.77816999999999
130.1311,68.84729
148.0053,71.78468000000001
132.7759,68.32817
142.9877,70.08201
133.0156,67.69032
115.3375,68.67631999999999
133.9841,70.241
134.5996,69.44113
136.2942,66.18712
147.8495,67.81685
120.6693,68.59823
126.3728,69.05266999999999
122.5218,65.93944
119.2702,66.17409
117.2339,68.65665
110.1988,63.259980000000006
104.1238,65.10069
120.8223,70.25934000000001
116.0348,67.94376
110.4841,68.16821
122.0759,68.23074
128.8479,68.97089
109.6107,65.63064
123.6958,68.65998
148.7831,68.72661
155.3163,71.20265
130.1885,67.88765
132.4324,70.44551
135.7521,66.51621999999999
129.4347,67.33036
130.3663,68.35621
135.0597,69.88968
137.7634,71.3765
125.4961,68.08451
117.9294,67.75649
148.4155,69.57316999999999
123.7168,66.46421
125.2627,69.71522
106.3343,68.59984
130.9255,64.8839
125.2816,66.14059
135.5159,69.54295
131.0869,70.29342
128.4637,69.07966
122.0094,68.42439
148.0151,70.71251
108.6926,67.25904
130.9274,69.64372
126.3476,64.75449
139.7195,67.94824
138.7668,68.47663
137.6653,68.54207
130.0066,68.7694
128.34799999999998,68.9559
139.5681,67.11564
143.9747,68.22285
121.7761,67.90312
130.7489,69.10443000000001
134.0701,68.34852
118.1483,67.50325
124.7274,67.22238
137.1303,69.60134000000001
141.9068,70.76388
126.7573,68.75229
136.8925,69.26026999999999
124.4893,69.8655
117.3999,65.96714
140.0702,67.81513000000001
142.1348,67.54356
141.9638,70.49459
136.4262,69.35342
136.178,72.16883
121.5395,65.74584
125.0381,67.51664
119.1125,66.86238
132.2138,69.55188000000001
117.16,67.76231999999999
124.3686,66.85727
126.9703,68.69826
142.8088,66.99191
136.1768,71.46600000000001
128.1304,67.48863
120.9216,67.47838
129.4843,71.88538
126.5379,68.5983
152.3325,70.69335
130.2543,68.98829
137.2161,69.43243000000001
120.6642,66.73451
107.2308,67.15358
123.0744,68.74408000000001
111.1973,65.5528
125.902,68.29677
123.5727,66.40722
116.2368,69.46929
112.13600000000001,64.87568
114.2272,66.46406999999999
116.9994,64.90942
122.6684,66.23591
129.3922,67.2037
127.7865,69.39895
127.1722,68.93245
113.9708,66.67735
135.8515,71.18966999999999
143.3004,71.09755
132.342,68.44693000000001
118.0476,65.84858
120.0319,69.03432
110.3234,67.70295
148.7167,68.9177
137.4299,67.79709
129.1215,68.95576
128.5777,66.90763000000001
132.5776,68.86833
117.7252,66.21749
126.7609,69.47413
139.2973,69.51066999999999
132.6966,69.28772
116.8635,63.90073
128.4133,69.01521
113.9223,67.61981
129.9448,67.85186
142.6929,67.37579000000001
126.9589,67.18934
139.3706,72.83169000000001
130.1006,68.5623
124.0618,66.76693
147.6741,71.45121
116.3873,65.9028
123.7734,68.58454
134.5582,70.25943000000001
128.889,67.19538
119.8366,63.23903000000001
113.5736,64.66379
125.1086,67.45006
134.6091,71.45383000000001
120.8645,67.14141
137.2555,68.59318
130.1143,67.83242
155.2615,67.40773
119.0381,69.79289
119.3005,68.51756999999999
120.0364,66.32293
130.2875,66.25934000000001
107.3133,65.78148
129.5826,66.48308
125.2683,67.84366
126.7129,68.34214
126.5705,68.56043000000001
137.857,70.71918000000001
110.6282,66.98198000000001
135.4663,70.22735
114.9541,66.0971
125.29700000000001,66.82297
119.4879,68.75846
137.3837,69.64577
135.85299999999998,68.30668
114.3121,68.36811
134.8338,68.85974
116.66,66.43905
103.7879,65.16747
119.9805,67.8682
104.816,67.20196999999999
117.7307,65.84023
114.3961,66.39979
117.5062,66.83193
121.2378,68.68925
117.9845,66.93905
142.0399,70.92362
135.5266,67.35628
122.1749,67.09215999999999
136.2952,71.75528
126.1534,66.58363
111.1484,64.9549
102.3152,66.24954
125.4353,69.96713000000001
119.8404,68.72643000000001
126.3926,64.62019000000001
141.8512,71.33619
140.903,68.22454
123.509,65.86641
125.3221,66.18755999999999
143.1527,71.86593
141.8795,69.81498
114.2178,67.31381999999999
129.7618,68.08386
118.1487,67.73715
127.3249,69.95674
125.0247,67.49976
129.5077,66.65525
118.9779,66.54757
113.2789,64.52474000000001
146.3625,69.27942
115.8225,64.55693000000001
83.33859,65.47213
137.5629,69.36734
120.7632,66.96921
126.3504,67.92363
123.4288,69.86703
139.7633,68.2984
147.8683,70.78851
125.7706,67.38242
148.5763,69.86725
128.2978,66.88095
129.4393,70.00498
117.444,67.77688
94.7257,65.96306
120.7738,66.75233
121.4645,68.5617
134.6567,70.60391
134.4043,69.27011999999999
128.0642,67.3241
122.2388,66.64194
136.4673,70.32186
110.6977,67.83753
125.1006,72.86535
131.2838,68.69898
108.2565,65.48047
137.5208,68.76641
132.1247,69.19395
134.4433,67.55311
129.1334,71.68363000000001
139.5667,70.10254
132.5807,68.75275
117.12,64.1655
125.1795,68.57638
155.5583,68.73448
106.1532,70.10753000000001
132.7812,67.14891
118.7652,67.63646999999999
133.1303,65.10293
136.3855,69.86922
139.5633,67.7491
146.9161,71.30744
139.5722,66.333
108.8491,67.15994
116.3223,68.19135
108.9817,66.75984
116.4401,67.87561
139.3889,70.44049
142.2989,70.83864
130.5095,69.7905
133.13,68.32988
111.3135,65.91471
106.3999,68.22274
119.2532,68.18813
144.5438,70.45353
108.0741,64.2599
119.6399,68.00799
118.2134,66.46531
133.4515,68.06749
115.6001,64.79043
166.2812,70.75604
112.0012,65.3603
119.0362,66.43672
132.6278,69.83182
128.1884,68.26044
105.5537,65.42299
130.1897,68.51105
121.0296,68.71642
138.4671,67.28529
137.515,69.10457
135.5679,67.56819
123.4866,70.75638000000001
126.8724,69.77163
123.0627,69.8409
127.4552,65.56691
125.197,68.60497
136.7907,68.98151
101.8629,63.456959999999995
131.4778,68.76916999999999
143.2179,68.55081
128.8991,67.27717
143.9173,68.13431
124.5422,69.93101999999999
114.8805,68.93324
128.57299999999998,67.65907
142.7584,68.937
131.714,66.73401
136.0244,72.42506
135.7149,66.02221999999999
123.7655,69.80123
129.8871,66.72634000000001
122.4432,68.55598
115.8479,68.11247
124.4079,68.94539
143.184,67.95809
121.85799999999999,67.93484000000001
154.0956,71.313
120.5844,67.90225
123.7421,64.70156999999999
126.0984,69.49131
134.6972,67.91875
130.6484,66.13051
143.136,67.47175
135.5098,66.7604
141.4209,71.4794
122.4194,68.87993
126.4922,66.99909
132.7455,67.26281
109.462,68.93021999999999
117.3799,63.85395
129.5162,68.88093
124.4998,68.83336
124.1671,65.77199
149.2238,68.12163000000001
139.53799999999998,72.46054000000001
139.9387,68.12064000000001
133.0311,66.4542
114.2066,67.08638
117.0799,68.32284
123.5243,67.00111
130.7553,67.86941999999999
132.7942,69.56663
109.5126,65.74819000000001
125.6517,68.67805
146.8498,70.38311
132.1034,67.46005
124.3154,69.52348
126.9632,67.33792
151.3173,69.35713
133.8196,70.91393000000001
130.5315,68.0989
133.6584,70.49134000000001
126.3073,68.01568
114.2668,67.65154
137.4036,70.98201999999999
155.5237,69.55086
130.7772,70.74718
143.7332,69.48945
129.0973,67.14685
126.1983,65.29888000000001
146.9206,68.43099000000001
110.5741,65.40895
140.9856,69.42116999999999
127.9516,68.98353
119.046,66.56312
123.55799999999999,69.67914
113.9716,65.76268
132.5996,68.83483000000001
143.2226,68.77416
130.1342,68.69462
123.512,65.77613000000001
111.8873,70.62429
137.4995,66.50511
129.9973,69.26369
135.9558,67.04259
127.4271,68.43251
127.215,71.7836
124.199,68.61527
118.5625,67.01056
130.1191,68.20021
131.487,66.59713
127.3532,67.8023
111.5398,64.65699000000001
141.2478,68.91805
157.2961,69.42723000000001
121.1209,66.69776999999999
129.3366,66.33083
139.4575,72.47870999999999
122.7495,68.01671
113.5292,68.29255
125.1501,70.73043
109.2955,64.6203
130.3693,66.17371999999999
120.368,67.52318000000001
112.0223,66.2469
136.3245,69.03761999999999
126.2885,67.23945
132.3003,67.1013
115.1943,66.2086
114.7128,67.98753
130.0032,67.97567
123.1347,68.23481
121.9527,66.6972
120.6623,65.98877
130.2703,70.59725999999999
132.0641,67.91161
129.637,66.21851
134.2212,68.47919
136.3548,66.28774
124.8396,69.30013000000001
124.0211,68.26431
121.2351,65.5543
133.0619,69.47433000000001
118.1347,63.99289
151.2393,69.3377
136.3075,66.59921999999999
121.0001,67.96698
138.5468,69.06121
109.0839,65.82729
127.6957,68.93639
148.1624,70.11119000000001
132.1593,66.87923
129.6722,67.64605999999999
126.1296,69.55436
78.01476,61.926390000000005
121.9201,68.13211
126.4284,66.69938
122.6852,66.35824000000001
123.3591,68.28599
107.2944,66.54695
124.1318,70.41311999999999
136.3316,66.79608
131.7296,71.84403
114.67,65.02648
120.8874,65.97446
129.2601,70.76624
122.0686,65.67775999999999
129.2747,71.93986
101.1071,65.21117
123.0907,65.93701999999999
147.0394,70.31894
139.8643,68.0485
106.6605,72.70475
120.0304,70.31846999999999
108.0995,65.45000999999999
110.7893,64.0635
126.1872,69.25871
120.26700000000001,66.31984
94.05081,63.755069999999996
125.1862,68.18755999999999
117.1931,68.01929
120.2156,65.52829
126.4911,66.43387
110.4729,66.80841
96.76496,66.64738
147.7541,70.31106
140.1451,68.51895
137.4336,68.5542
128.9603,71.39143
120.5915,64.991
125.2607,65.41192
128.7639,68.67249
136.8568,67.53166999999999
120.9807,66.18945
130.0474,66.98431
136.7318,68.18784000000001
139.8746,68.00244
113.9729,67.56651
151.6467,69.96526
115.1087,68.55513
138.8232,68.7643
121.1499,65.6772
132.731,67.83063
155.3236,70.42079
126.9627,67.51576
113.6921,66.90354
117.2512,66.22333
119.1681,67.54866
134.2731,70.37423000000001
107.072,66.19921
126.3285,67.33182
123.2538,67.1432
111.26700000000001,66.65138
126.3532,69.73257
95.74545,61.8934
132.1259,65.96844
121.9226,66.29807
134.6915,67.58884
136.2537,67.43691
112.5733,66.34291999999999
111.5291,64.13542
119.4805,70.69776999999999
137.5401,68.30781999999999
116.2507,65.81808000000001
137.4822,70.31989
111.6073,65.34451999999999
129.9887,66.84427
126.6086,68.12125999999999
125.7864,69.51547
134.7624,66.0667
149.9238,71.75246
114.2835,67.51086
131.4434,67.96822
117.0815,67.51451999999999
132.4789,65.39763
125.1122,66.69573000000001
119.7705,67.08514
126.7958,68.62776
137.2144,68.83017
124.8204,67.90715
125.2769,68.67206999999999
137.1397,69.23593000000001
136.8494,69.19175
135.951,70.4336
144.3527,68.33511
107.3327,68.43739000000001
132.50799999999998,68.94294000000001
134.9223,67.72994
128.172,70.91224
115.7813,66.10558
135.0288,69.92045999999999
113.1916,66.51321999999999
122.1707,67.82515
150.9046,70.28813000000001
118.5771,67.77202
132.5313,70.31235
119.8219,67.27892
130.0755,65.953
142.5118,68.50865
112.1475,62.84458000000001
124.3254,66.40241999999999
141.2293,68.55442
118.4584,68.78851
120.6235,67.37558
145.8469,72.61998
149.3131,67.99779000000001
131.4859,68.75828
