Height(Inches),Weight(Pounds)
67.1095,137.4821
68.89135999999999,138.7052
67.93528,125.7438
66.79527,121.806
68.82445,111.7483
67.23391,113.361
69.42469,137.1312
67.59821,124.802
67.41008000000001,122.7409
65.44081,115.6159
68.52886,129.8267
68.40425,110.1585
64.09729,112.0671
66.90908,135.2963
69.27580999999999,127.1409
67.68973000000001,128.3855
70.49701,137.1545
66.10458,120.3264
68.43529000000001,123.0205
66.85611,130.8168
66.08010999999999,114.2059
66.13305,123.0369
64.65561,129.5612
66.10191999999999,120.5016
65.29862,116.5172
65.86277,122.7182
67.75161999999999,131.9365
67.43888000000001,124.3636
67.07916999999999,133.1644
67.28745,128.2196
67.7369,110.5975
71.49304000000001,128.6835
70.70527,133.3353
66.25043000000001,114.4349
65.65821,123.2681
67.00659,136.9352
68.54596,132.9952
64.85413,117.4122
67.27049,124.5827
66.89939,144.4917
69.01892,133.9261
65.89079,111.1971
70.45835,131.7719
64.74463,113.2767
65.96557,133.8862
67.84607,126.8695
70.14756,134.8804
64.1332,126.2502
69.93226,143.142
67.95293000000001,137.02
68.13839,118.1307
70.18743,134.5754
67.48764,121.494
64.62935999999999,114.2821
71.01751,130.6425
68.51642,136.7459
68.51555,116.7877
67.89972,116.5061
68.54869000000001,108.706
66.32562,128.0712
68.92044,135.0273
70.59467,122.6572
70.21021,141.9264
66.43765,114.2571
66.56784,120.5673
65.59186,103.921
67.27659,102.4448
68.26653,134.6471
71.50856,147.4461
69.13348,118.3683
67.44922,125.0511
69.04101,135.8275
70.14804000000001,133.7709
67.58057,117.4571
62.73218000000001,115.6746
68.50904,119.4901
67.64249000000001,131.7347
68.98708,126.6898
67.97735,137.2246
68.91360999999999,119.7951
68.20132,134.1926
64.5266,109.4324
65.0276,95.18466
66.24616,130.9438
68.81975,140.2789
65.88513,120.3014
65.79611,132.5054
67.49387,137.5206
67.32069,128.9596
65.33723,121.5969
69.12208000000001,129.0318
73.32701,147.9296
69.08508,121.8685
68.4405,129.3152
66.65476,125.3253
68.84083000000001,145.95600000000002
68.25391,131.4638
66.62465,120.2693
69.48187,122.6836
68.05725,133.6935
70.12489000000001,132.4516
66.80328,121.5905
67.65074,137.8933
68.71273000000001,115.1458
66.40595,108.3041
65.73548000000001,122.9376
67.12274000000001,132.4266
67.73545,111.3263
65.43768,127.1338
68.48264,135.3549
67.81863,124.7162
69.53489,155.4037
66.18523,121.0028
67.57593,114.2885
67.80728,121.4194
67.79093,124.6467
70.65236999999999,116.5383
66.82989,136.6633
70.81716,137.0278
70.9585,131.0829
68.30787,132.9732
70.54919,143.444
66.20366,129.6357
69.57859,125.4738
66.85651,105.9897
68.6245,141.19299999999998
69.9746,135.8348
71.66938,158.0299
70.35925999999999,115.0103
64.88248,107.027
65.83291,121.1964
66.50314,130.9561
71.84956,114.3322
68.09845,118.1344
67.29625,123.9061
68.68431,140.626
69.73059,143.4439
70.61721999999999,131.0053
68.92201999999999,134.5452
67.06735,124.2893
67.02309,126.8851
67.35413,129.3491
65.57359,107.7067
68.30094,134.7177
71.10526999999999,154.6002
65.20379,133.959
66.7501,120.7329
67.63969,118.1787
66.92357,113.5576
72.4977,133.2865
65.27229,119.6325
66.28898000000001,111.789
67.83322,107.5648
71.35258,142.3712
65.17519,122.6844
67.36378,126.5004
70.79414,130.4189
67.15146999999999,144.6755
69.85664,127.7646
68.88486999999999,130.892
67.70371999999999,125.3254
66.90518,105.7686
66.27691999999999,123.4119
72.96339,135.2564
67.08059,106.8189
67.6665,144.1403
66.47251,136.4277
70.58024,139.0572
68.10823,125.0725
68.80458,123.1664
66.7402,143.1496
66.10454,113.4298
68.75415,122.4198
68.52627,140.52100000000002
69.65288000000001,132.9662
69.49526,133.7579
65.81299,111.2517
66.96466,129.3706
68.23976,134.1521
65.16729000000001,121.1432
70.29803000000001,135.4454
70.0906,138.4704
69.6475,146.482
67.02086,122.0688
68.09340999999999,129.9965
65.18388,117.985
69.96385,139.112
69.08816999999999,134.9325
68.01205999999999,130.4737
65.28618,124.4946
66.68039,123.661
64.22298,124.6074
66.22051,106.2064
69.68146,129.8956
72.13193000000001,161.0239
66.7314,123.9785
64.90630999999999,128.857
66.98566,127.6126
64.94199,118.4685
70.22726999999999,120.4772
68.56426,132.2101
67.60582,126.1659
73.19268000000001,150.9736
67.07195,117.4971
64.6891,100.6123
68.13165,120.4415
68.90985,106.8616
68.15528,129.7591
69.62487,120.4721
72.09703,134.2724
69.19585,117.8609
66.85163,139.0505
68.28891999999999,139.8538
66.2989,110.7134
67.41874,136.2018
66.5631,127.67
68.09232,130.421
67.88387,138.8309
65.69791,117.3124
66.39209,131.7184
70.75069,129.7989
68.91150999999999,125.792
65.62505999999999,123.2939
68.00225,124.7943
70.05894,141.614
67.54965,126.7619
67.06235,119.6547
69.35826,133.0021
69.36148,118.6402
65.23306,116.1786
66.60135,120.7322
67.74181,124.6148
70.98789000000001,126.8208
69.32483,117.5478
72.11328,143.5666
69.93715,155.3046
66.31697,126.7884
68.92743,129.8436
66.51127,127.3143
66.56991,116.7527
70.007,122.039
68.0763,117.3088
71.87029,151.8397
67.32521,105.1839
66.77503,122.7048
68.57876,148.3076
68.93483,127.7623
67.89328,117.09
66.37335999999999,122.3126
69.24096999999999,145.3706
68.42556,129.0887
68.34907,118.027
69.80506,139.8376
68.05530999999999,108.54
62.59583000000001,115.9968
68.71162,136.6454
71.64134,120.8264
66.38974,94.80076
68.6965,135.3072
71.08797,138.9202
68.86803,113.9275
70.46406999999999,136.6546
66.04124,129.9792
68.78572,128.27700000000002
70.80376,131.1233
69.99675,131.24200000000002
69.37774,133.934
67.09138,118.3389
66.50206,138.815
69.49077,106.2307
69.19971,138.739
68.99586,118.7286
68.19362,125.7243
67.34174,127.4945
65.39464,125.1913
68.70316,125.9352
68.88,120.9022
68.99134000000001,146.4337
71.04477,140.3705
68.08728,111.6015
67.04849,123.7323
66.58173000000001,106.1254
65.22726,135.7065
67.75641999999999,131.3101
67.42308,127.9037
68.13409,134.5848
69.43228,110.2776
71.71529,144.446
68.96333,119.0578
68.59532,132.2773
72.00386,126.9035
70.74414,149.5795
68.46759,131.2031
69.80204,141.4947
68.54471,134.4462
67.34451,128.3837
71.61247,131.4263
65.52145,113.0211
72.21583000000001,141.0306
66.89260999999999,130.92
70.13299,125.7628
70.59535,143.0093
65.89922,113.8338
66.04283000000001,106.7968
66.22373,124.7247
61.90725,78.56785
70.03963,148.768
68.25694,140.6602
70.8271,131.8696
66.07655,128.2468
69.19937,128.6703
64.69495,125.4599
69.5217,126.8198
69.24385,116.3492
66.3712,110.5685
66.81174,137.8045
66.55492,141.4402
67.29233,118.7096
70.00114,142.0097
67.79335999999999,125.91799999999999
68.16448000000001,137.2303
67.63802,129.4889
68.61336,118.2248
68.59913,113.4002
65.35569,125.5137
66.16295,122.7829
70.50910999999999,124.1658
67.18403,133.9888
70.57015,134.172
68.07186,120.9546
66.24529,117.5554
67.47421,127.7576
67.20458,130.3198
66.81548000000001,135.6921
68.81489,131.8088
70.17575,138.5825
67.64801999999999,128.2415
66.71029,114.4104
67.91991,122.2827
66.25028,122.8633
66.36966,121.0705
69.8081,119.0553
64.15953,112.875
64.87945,124.8061
66.61554,124.7657
66.87574000000001,122.17299999999999
69.07808,148.7933
69.74899,132.0704
64.85023000000001,109.135
67.53116,124.9106
68.55332,110.9255
67.38153,128.9248
67.3919,137.8311
67.32751999999999,127.3763
71.01527,115.5961
67.40515,124.2707
69.77774000000001,133.0832
72.16204,128.69899999999998
68.23821,118.6372
68.79997,144.32299999999998
70.74389000000001,119.446
67.28088000000001,105.8265
67.68823,129.9065
68.00765,129.6789
69.29711,135.6468
65.22365,112.0242
68.48985,97.85054000000001
68.34192,148.7264
69.68744000000001,146.7596
69.57731,143.1516
70.3378,122.88600000000001
68.26178,128.2739
70.23583,124.1454
65.99750999999999,120.2086
67.91383,130.3713
69.80115,140.0347
67.53817,121.8995
69.98652,129.3433
68.84075,128.7526
71.45949,136.4103
71.21951999999999,142.336
70.44638,132.7411
66.19304,120.9485
69.84443,135.6318
71.24771,154.2702
65.22176999999999,112.5281
66.25442,124.9826
65.75905,140.6289
69.81996,125.3109
71.02595,136.5388
70.38735,115.9033
67.61775,117.5157
65.01169,115.4612
68.46766,116.7778
68.78041999999999,118.6681
66.19147,123.2446
69.75903000000001,155.8943
68.56317,131.2951
69.49172,139.1029
64.61603000000001,113.1176
64.87885,112.5545
65.33431999999999,118.6681
70.11496,143.9751
68.21149,121.5553
66.2833,121.76799999999999
68.60777,148.6195
71.46543,129.3841
70.7672,136.4844
67.34987,120.7703
68.98262,118.1685
67.50559,119.6817
69.60495999999999,130.4536
68.87184,120.4789
68.92916,129.1092
68.33636,135.8657
69.27545,135.7574
70.61549000000001,135.1449
69.95585,147.535
71.02956,136.2053
69.88409,131.7587
64.63101999999999,113.7093
65.68889,120.9908
68.75178000000001,107.7319
67.8251,129.8443
70.16075,139.4051
69.37941,117.3375
68.09923,126.4184
68.51115,143.0422
68.51504,119.8735
66.99148000000001,126.63
66.72703,126.2936
68.77435,145.0052
68.8942,135.3984
71.15080999999999,154.0204
68.76499,140.8147
66.36458,116.3494
67.05033,114.3176
68.89673,136.2149
66.36527,120.0788
65.94502,119.3141
67.45255,120.8849
65.71656999999999,131.5604
69.49559,132.4523
66.00545,132.9691
67.82376,134.2977
66.23749000000001,130.4565
65.15771,127.3552
70.61033,129.81799999999998
66.92866,120.1575
68.84149000000001,118.773
66.48966,126.6122
67.37241999999999,132.68
67.98858,135.5863
69.12266,133.6055
69.74416,144.838
69.26225,135.6449
68.01261,129.311
66.53305,135.1808
68.57516,134.564
69.20104,140.2394
68.70597,122.37299999999999
66.98337,116.5401
67.11655999999999,122.4618
68.71508,143.0982
65.32412,124.1597
68.00272,139.2716
68.65038,130.0623
67.37765999999999,116.1292
67.06764,152.4888
69.24298,132.0935
67.87654,117.7937
68.88989000000001,123.4282
65.30644000000001,111.1681
67.46209,139.6833
70.80693000000001,142.3487
66.03134,111.0406
67.59075,127.2047
67.98518,122.4877
66.46453000000001,125.1114
65.87903,127.7575
67.91088,124.1618
70.4306,118.9721
68.73895999999999,129.7229
66.64896999999999,119.2815
71.44829,138.6818
69.97684,120.8445
68.08155,124.9248
69.31893000000001,139.7068
69.86454,151.4865
66.85358000000001,133.088
68.69094,140.3001
67.18956999999999,126.4289
68.09801,132.7242
69.55268000000001,124.3859
67.91794,117.0118
70.77193,133.9877
73.19305,144.5579
71.80215,139.9054
66.72955999999999,96.99228000000001
65.72731,105.9051
67.86676,125.3757
68.14198,140.1522
72.14741,152.714
67.66946999999999,128.9828
67.96292,133.2323
69.75759000000001,140.9194
64.11049,120.9648
67.4598,122.5588
72.84591,136.0289
67.18007,126.0652
69.41269,142.6121
68.9963,120.3791
69.02771,136.656
70.62246,127.4324
67.76031,143.2106
67.83032,133.3944
67.35674,119.6444
67.92004,132.341
68.20864,143.309
71.24983,137.2504
69.23248000000001,132.5571
67.97504,119.6017
70.66957,126.6477
65.1243,107.6247
71.25126,142.7636
67.9941,136.4958
66.85504,111.9391
65.7372,115.6365
65.60691,115.9997
69.13282,134.3117
67.41038,135.7013
68.99493000000001,129.2037
67.60529,127.6045
68.5423,117.28
66.60117,105.015
67.48527,109.9157
68.30664,134.6639
65.63039,122.1341
67.85823,147.5064
67.82525,120.6637
68.44749,110.9724
66.07261,114.2463
68.88508,139.316
63.592319999999994,107.4139
66.34826,116.7421
69.02084,131.2609
67.11834,110.0601
68.50584,123.3779
67.63726,119.2335
66.74072,130.6229
68.54057,132.5515
71.03088000000001,146.4631
66.73025,137.4516
68.02164,131.326
67.3143,138.3905
69.36777,135.4124
67.91269,120.1518
66.73827,129.1676
71.55171,117.5422
68.24157,126.3228
66.49667,109.7068
69.74835999999999,122.1892
66.04233,138.9407
68.12778,112.1998
66.95634,127.1688
72.90519,139.1213
69.29292,140.8615
68.26456,148.7064
65.67921,97.5587
64.37656,106.7087
69.90864,121.1529
66.0373,107.355
69.51193,138.2564
69.66919,127.4892
69.89052,125.2298
69.10296,143.9699
68.26209,116.4588
66.8426,130.6206
68.95083000000001,148.1093
66.84264,111.5454
71.20184,146.1089
69.08046,138.2492
69.53635,116.8769
68.64678,126.5725
70.12075,143.4512
67.12563,123.5752
66.67824,137.1923
66.941,127.1834
65.36933,132.5488
66.21681,135.8262
69.92163000000001,125.4082
65.75386999999999,112.9789
70.65463000000001,149.4745
70.72068,135.4026
66.61845,124.8794
70.40373000000001,118.6765
66.49126,126.8115
67.47683,102.3792
67.96986,136.9789
69.84097,139.6097
70.75683000000001,134.2516
68.14749,128.0245
66.36506999999999,124.7192
67.65971,131.6348
66.07982,104.0078
73.95494000000001,154.3987
69.14398,135.7985
66.12389,115.82
65.97606999999999,136.9425
67.64678,116.0453
67.19022,111.6239
67.40366999999999,128.5047
71.3806,133.3801
67.08349,127.3686
69.59796,141.5493
67.58689,118.6697
69.493,116.8366
70.31634,132.5438
64.96602,124.6932
69.09455,127.3372
62.86795,98.05815
68.85426,127.9174
66.65826,124.0843
70.21228,136.9528
68.90486,110.8739
70.55327,126.3116
69.07258,123.9537
65.31594,106.6611
68.73146,126.8497
69.88332,136.8899
71.82375,146.9215
64.63998000000001,124.5983
65.30154,132.5025
67.11294000000001,135.0239
66.39846,135.3121
66.01043,130.8876
69.05579,114.318
68.75005,125.2406
69.64967,131.4688
68.36694,104.50299999999999
66.60701999999999,122.1239
70.17846999999999,127.4536
68.39468000000001,115.2306
67.2496,121.1303
70.61107,136.0144
67.13776999999999,123.2162
70.07335,132.9222
68.78832,128.2448
64.61373,115.6394
71.55699,141.6861
66.61972,112.7862
72.22326,146.7823
65.85562,124.2612
68.25089,134.2315
67.0616,110.9624
67.33598,107.7602
68.6028,138.3946
67.69444,130.4561
70.07833000000001,132.5733
72.3989,144.9316
67.158,125.9649
64.0731,132.1263
68.37931999999999,128.5716
69.84415,152.3574
69.04822,113.5618
70.06674,130.9781
68.01395,127.4918
69.65151999999999,129.9016
68.03944,117.7686
68.20718000000001,122.9659
67.92487,140.4052
66.26361,129.4162
67.65179,143.8519
66.9517,91.22631
68.67345999999999,124.9942
68.07738,104.7027
66.6929,123.4958
69.50341,135.2493
66.36915,120.7832
67.20711,109.9494
72.06156,145.1228
67.16699,122.6097
69.2274,115.8926
69.39191,132.1548
69.43651,127.9505
67.44686999999999,123.1274
66.13776,112.7742
67.67130999999999,116.6818
68.29244,114.7434
71.70178,124.1645
65.24423,122.1945
68.85839,142.79399999999998
65.77143000000001,118.5557
70.76063,149.9261
70.32643,129.9479
64.96125,105.48899999999999
70.67229,136.774
67.1325,117.0996
70.25476,131.7454
67.86413,136.4188
66.46042,124.5581
70.71477,137.8023
70.95476,136.3442
66.01804,100.4529
69.32643,131.1248
68.74723,126.0285
66.18595,116.7954
65.57366,108.7335
68.88401,133.0347
67.35446999999999,106.6254
69.37609,128.0026
68.96376,130.3361
65.6121,131.8419
69.45504,143.627
65.74455,121.3022
68.32806,126.9252
70.05513,123.5191
69.23325,126.2547
65.28886,114.7259
70.02356,137.4431
67.48252,120.3425
67.13790999999999,108.6479
68.22140999999999,126.4871
67.01055,121.4965
68.47973,130.8802
67.52133,123.9019
68.43285999999999,136.4691
67.32745,119.78
71.28888,134.7116
69.37684,131.7743
65.72499,112.01
69.72054,125.5533
68.24753,133.6979
66.83270999999999,134.94899999999998
68.80968,126.85799999999999
64.63475,122.2873
66.1141,113.5469
68.03631,112.7006
71.0274,149.722
69.06111999999999,122.2679
67.48449000000001,123.0402
67.92553000000001,126.7836
66.50098,113.2406
68.68205999999999,142.8603
72.89832,147.5384
67.68923000000001,123.2354
66.03128000000001,123.2914
69.01354,145.8844
68.72312,127.6754
69.64171,135.2526
66.68876999999999,127.3655
66.70349,117.5526
67.33179,132.7412
68.75021,138.3973
67.54297,137.6693
69.53121999999999,125.177
67.1694,120.7452
71.04741,151.1236
65.80458,122.6509
68.76061999999999,115.7905
69.66258,122.2091
66.34089,104.3528
69.28264,134.4014
69.31458,123.95299999999999
68.32146999999999,132.9566
68.37038000000001,118.1031
72.26598,149.2389
69.25932,134.0319
68.04481,110.4944
72.41441,151.933
68.84393,117.6781
69.67981,151.5938
67.96185,125.154
69.57228,140.2426
69.01341,127.8369
68.28835,129.5032
66.96343,129.305
67.83131999999999,131.1598
67.38888,107.0327
68.98848000000001,140.2166
69.19028,135.5263
68.01151999999999,124.4252
69.1245,145.5379
70.49324,121.4159
70.00883,129.8113
64.55855,122.9763
68.20571,128.1029
65.57785,136.1471
65.25283,120.2892
66.98456,135.7446
67.66684000000001,137.4976
67.21913,123.7812
67.27195999999999,126.1286
69.81239000000001,134.9831
67.26735,124.0488
66.53761,122.2484
69.05442,131.9593
64.05944000000001,115.5782
69.67868,126.0584
67.38494,145.9888
70.38110999999999,143.9183
67.37433,131.6976
66.88941,127.8534
65.37241999999999,123.4043
65.7718,119.6649
67.34775,126.0878
66.44019,130.1774
67.2151,120.04299999999999
69.33638,116.2041
67.3171,139.03
67.68634,129.9806
66.60304000000001,145.09
71.12176,119.0967
68.97437,120.1771
67.57048,125.9502
65.76724,100.2388
66.61374,123.9797
68.62434,136.1352
67.99466,128.0368
66.84629,137.0769
66.56877,140.5165
67.77816999999999,138.1283
68.84729,130.1311
71.78468000000001,148.0053
68.32817,132.7759
70.08201,142.9877
67.69032,133.0156
68.67631999999999,115.3375
70.241,133.9841
69.44113,134.5996
66.18712,136.2942
67.81685,147.8495
68.59823,120.6693
69.05266999999999,126.3728
65.93944,122.5218
66.17409,119.2702
68.65665,117.2339
63.259980000000006,110.1988
65.10069,104.1238
70.25934000000001,120.8223
67.94376,116.0348
68.16821,110.4841
68.23074,122.0759
68.97089,128.8479
65.63064,109.6107
68.65998,123.6958
68.72661,148.7831
71.20265,155.3163
67.88765,130.1885
70.44551,132.4324
66.51621999999999,135.7521
67.33036,129.4347
68.35621,130.3663
69.88968,135.0597
71.3765,137.7634
68.08451,125.4961
67.75649,117.9294
69.57316999999999,148.4155
66.46421,123.7168
69.71522,125.2627
68.59984,106.3343
64.8839,130.9255
66.14059,125.2816
69.54295,135.5159
70.29342,131.0869
69.07966,128.4637
68.42439,122.0094
70.71251,148.0151
67.25904,108.6926
69.64372,130.9274
64.75449,126.3476
67.94824,139.7195
68.47663,138.7668
68.54207,137.6653
68.7694,130.0066
68.9559,128.34799999999998
67.11564,139.5681
68.22285,143.9747
67.90312,121.7761
69.10443000000001,130.7489
68.34852,134.0701
67.50325,118.1483
67.22238,124.7274
69.60134000000001,137.1303
70.76388,141.9068
68.75229,126.7573
69.26026999999999,136.8925
69.8655,124.4893
65.96714,117.3999
67.81513000000001,140.0702
67.54356,142.1348
70.49459,141.9638
69.35342,136.4262
72.16883,136.178
65.74584,121.5395
67.51664,125.0381
66.86238,119.1125
69.55188000000001,132.2138
67.76231999999999,117.16
66.85727,124.3686
68.69826,126.9703
66.99191,142.8088
71.46600000000001,136.1768
67.48863,128.1304
67.47838,120.9216
71.88538,129.4843
68.5983,126.5379
70.69335,152.3325
68.98829,130.2543
69.43243000000001,137.2161
66.73451,120.6642
67.15358,107.2308
68.74408000000001,123.0744
65.5528,111.1973
68.29677,125.902
66.40722,123.5727
69.46929,116.2368
64.87568,112.13600000000001
66.46406999999999,114.2272
64.90942,116.9994
66.23591,122.6684
67.2037,129.3922
69.39895,127.7865
68.93245,127.1722
66.67735,113.9708
71.18966999999999,135.8515
71.09755,143.3004
68.44693000000001,132.342
65.84858,118.0476
69.03432,120.0319
67.70295,110.3234
68.9177,148.7167
67.79709,137.4299
68.95576,129.1215
66.90763000000001,128.5777
68.86833,132.5776
66.21749,117.7252
69.47413,126.7609
69.51066999999999,139.2973
69.28772,132.6966
63.90073,116.8635
69.01521,128.4133
67.61981,113.9223
67.85186,129.9448
67.37579000000001,142.6929
67.18934,126.9589
72.83169000000001,139.3706
68.5623,130.1006
66.76693,124.0618
71.45121,147.6741
65.9028,116.3873
68.58454,123.7734
70.25943000000001,134.5582
67.19538,128.889
63.23903000000001,119.8366
64.66379,113.5736
67.45006,125.1086
71.45383000000001,134.6091
67.14141,120.8645
68.59318,137.2555
67.83242,130.1143
67.40773,155.2615
69.79289,119.0381
68.51756999999999,119.3005
66.32293,120.0364
66.25934000000001,130.2875
65.78148,107.3133
66.48308,129.5826
67.84366,125.2683
68.34214,126.7129
68.56043000000001,126.5705
70.71918000000001,137.857
66.98198000000001,110.6282
70.22735,135.4663
66.0971,114.9541
66.82297,125.29700000000001
68.75846,119.4879
69.64577,137.3837
68.30668,135.85299999999998
68.36811,114.3121
68.85974,134.8338
66.43905,116.66
65.16747,103.7879
67.8682,119.9805
67.20196999999999,104.816
65.84023,117.7307
66.39979,114.3961
66.83193,117.5062
68.68925,121.2378
66.93905,117.9845
70.92362,142.0399
67.35628,135.5266
67.09215999999999,122.1749
71.75528,136.2952
66.58363,126.1534
64.9549,111.1484
66.24954,102.3152
69.96713000000001,125.4353
68.72643000000001,119.8404
64.62019000000001,126.3926
71.33619,141.8512
68.22454,140.903
65.86641,123.509
66.18755999999999,125.3221
71.86593,143.1527
69.81498,141.8795
67.31381999999999,114.2178
68.08386,129.7618
67.73715,118.1487
69.95674,127.3249
67.49976,125.0247
66.65525,129.5077
66.54757,118.9779
64.52474000000001,113.2789
69.27942,146.3625
64.55693000000001,115.8225
65.47213,83.33859
69.36734,137.5629
66.96921,120.7632
67.92363,126.3504
69.86703,123.4288
68.2984,139.7633
70.78851,147.8683
67.38242,125.7706
69.86725,148.5763
66.88095,128.2978
70.00498,129.4393
67.77688,117.444
65.96306,94.7257
66.75233,120.7738
68.5617,121.4645
70.60391,134.6567
69.27011999999999,134.4043
67.3241,128.0642
66.64194,122.2388
70.32186,136.4673
67.83753,110.6977
72.86535,125.1006
68.69898,131.2838
65.48047,108.2565
68.76641,137.5208
69.19395,132.1247
67.55311,134.4433
71.68363000000001,129.1334
70.10254,139.5667
68.75275,132.5807
64.1655,117.12
68.57638,125.1795
68.73448,155.5583
70.10753000000001,106.1532
67.14891,132.7812
67.63646999999999,118.7652
65.10293,133.1303
69.86922,136.3855
67.7491,139.5633
71.30744,146.9161
66.333,139.5722
67.15994,108.8491
68.19135,116.3223
66.75984,108.9817
67.87561,116.4401
70.44049,139.3889
70.83864,142.2989
69.7905,130.5095
68.32988,133.13
65.91471,111.3135
68.22274,106.3999
68.18813,119.2532
70.45353,144.5438
64.2599,108.0741
68.00799,119.6399
66.46531,118.2134
68.06749,133.4515
64.79043,115.6001
70.75604,166.2812
65.3603,112.0012
66.43672,119.0362
69.83182,132.6278
68.26044,128.1884
65.42299,105.5537
68.51105,130.1897
68.71642,121.0296
67.28529,138.4671
69.10457,137.515
67.56819,135.5679
70.75638000000001,123.4866
69.77163,126.8724
69.8409,123.0627
65.56691,127.4552
68.60497,125.197
68.98151,136.7907
63.456959999999995,101.8629
68.76916999999999,131.4778
68.55081,143.2179
67.27717,128.8991
68.13431,143.9173
69.93101999999999,124.5422
68.93324,114.8805
67.65907,128.57299999999998
68.937,142.7584
66.73401,131.714
72.42506,136.0244
66.02221999999999,135.7149
69.80123,123.7655
66.72634000000001,129.8871
68.55598,122.4432
68.11247,115.8479
68.94539,124.4079
67.95809,143.184
67.93484000000001,121.85799999999999
71.313,154.0956
67.90225,120.5844
64.70156999999999,123.7421
69.49131,126.0984
67.91875,134.6972
66.13051,130.6484
67.47175,143.136
66.7604,135.5098
71.4794,141.4209
68.87993,122.4194
66.99909,126.4922
67.26281,132.7455
68.93021999999999,109.462
63.85395,117.3799
68.88093,129.5162
68.83336,124.4998
65.77199,124.1671
68.12163000000001,149.2238
72.46054000000001,139.53799999999998
68.12064000000001,139.9387
66.4542,133.0311
67.08638,114.2066
68.32284,117.0799
67.00111,123.5243
67.86941999999999,130.7553
69.56663,132.7942
65.74819000000001,109.5126
68.67805,125.6517
70.38311,146.8498
67.46005,132.1034
69.52348,124.3154
67.33792,126.9632
69.35713,151.3173
70.91393000000001,133.8196
68.0989,130.5315
70.49134000000001,133.6584
68.01568,126.3073
67.65154,114.2668
70.98201999999999,137.4036
69.55086,155.5237
70.74718,130.7772
69.48945,143.7332
67.14685,129.0973
65.29888000000001,126.1983
68.43099000000001,146.9206
65.40895,110.5741
69.42116999999999,140.9856
68.98353,127.9516
66.56312,119.046
69.67914,123.55799999999999
65.76268,113.9716
68.83483000000001,132.5996
68.77416,143.2226
68.69462,130.1342
65.77613000000001,123.512
70.62429,111.8873
66.50511,137.4995
69.26369,129.9973
67.04259,135.9558
68.43251,127.4271
71.7836,127.215
68.61527,124.199
67.01056,118.5625
68.20021,130.1191
66.59713,131.487
67.8023,127.3532
64.65699000000001,111.5398
68.91805,141.2478
69.42723000000001,157.2961
66.69776999999999,121.1209
66.33083,129.3366
72.47870999999999,139.4575
68.01671,122.7495
68.29255,113.5292
70.73043,125.1501
64.6203,109.2955
66.17371999999999,130.3693
67.52318000000001,120.368
66.2469,112.0223
69.03761999999999,136.3245
67.23945,126.2885
67.1013,132.3003
66.2086,115.1943
67.98753,114.7128
67.97567,130.0032
68.23481,123.1347
66.6972,121.9527
65.98877,120.6623
70.59725999999999,130.2703
67.91161,132.0641
66.21851,129.637
68.47919,134.2212
66.28774,136.3548
69.30013000000001,124.8396
68.26431,124.0211
65.5543,121.2351
69.47433000000001,133.0619
63.99289,118.1347
69.3377,151.2393
66.59921999999999,136.3075
67.96698,121.0001
69.06121,138.5468
65.82729,109.0839
68.93639,127.6957
70.11119000000001,148.1624
66.87923,132.1593
67.64605999999999,129.6722
69.55436,126.1296
61.926390000000005,78.01476
68.13211,121.9201
66.69938,126.4284
66.35824000000001,122.6852
68.28599,123.3591
66.54695,107.2944
70.41311999999999,124.1318
66.79608,136.3316
71.84403,131.7296
65.02648,114.67
65.97446,120.8874
70.76624,129.2601
65.67775999999999,122.0686
71.93986,129.2747
65.21117,101.1071
65.93701999999999,123.0907
70.31894,147.0394
68.0485,139.8643
72.70475,106.6605
70.31846999999999,120.0304
65.45000999999999,108.0995
64.0635,110.7893
69.25871,126.1872
66.31984,120.26700000000001
63.755069999999996,94.05081
68.18755999999999,125.1862
68.01929,117.1931
65.52829,120.2156
66.43387,126.4911
66.80841,110.4729
66.64738,96.76496
70.31106,147.7541
68.51895,140.1451
68.5542,137.4336
71.39143,128.9603
64.991,120.5915
65.41192,125.2607
68.67249,128.7639
67.53166999999999,136.8568
66.18945,120.9807
66.98431,130.0474
68.18784000000001,136.7318
68.00244,139.8746
67.56651,113.9729
69.96526,151.6467
68.55513,115.1087
68.7643,138.8232
65.6772,121.1499
67.83063,132.731
70.42079,155.3236
67.51576,126.9627
66.90354,113.6921
66.22333,117.2512
67.54866,119.1681
70.37423000000001,134.2731
66.19921,107.072
67.33182,126.3285
67.1432,123.2538
66.65138,111.26700000000001
69.73257,126.3532
61.8934,95.74545
65.96844,132.1259
66.29807,121.9226
67.58884,134.6915
67.43691,136.2537
66.34291999999999,112.5733
64.13542,111.5291
70.69776999999999,119.4805
68.30781999999999,137.5401
65.81808000000001,116.2507
70.31989,137.4822
65.34451999999999,111.6073
66.84427,129.9887
68.12125999999999,126.6086
69.51547,125.7864
66.0667,134.7624
71.75246,149.9238
67.51086,114.2835
67.96822,131.4434
67.51451999999999,117.0815
65.39763,132.4789
66.69573000000001,125.1122
67.08514,119.7705
68.62776,126.7958
68.83017,137.2144
67.90715,124.8204
68.67206999999999,125.2769
69.23593000000001,137.1397
69.19175,136.8494
70.4336,135.951
68.33511,144.3527
68.43739000000001,107.3327
68.94294000000001,132.50799999999998
67.72994,134.9223
70.91224,128.172
66.10558,115.7813
69.92045999999999,135.0288
66.51321999999999,113.1916
67.82515,122.1707
70.28813000000001,150.9046
67.77202,118.5771
