ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,Salary
1100767,f,1993-08-01,81.0,state board,2010,87.9,state board,9812,2,B.Tech/B.E.,information technology,72.3,9812,1,Telangana,2014,430,445,345,0.356536487724475,415,-1,346,-1,-1,-1,-1,1.1336,0.3789,-0.4511,0.0192,0.6721,300000
1211729,m,1992-10-05,84.0,state board,2011,66.0,state board,15513,2,B.Tech/B.E.,mechanical engineering,57.0,15513,1,Maharashtra,2015,360,300,190,0.125690182237981,-1,-1,-1,284,-1,-1,-1,1.2772,1.2114,2.1617,2.5546,1.247,110000
307910,m,1990-05-22,85.0,cbse,2007,64.0,cbse,350,2,B.Tech/B.E.,mechanical engineering,65.0,350,0,Uttar Pradesh,2012,465,505,515,0.535862819499896,-1,-1,-1,393,-1,-1,-1,0.2009,0.8128,1.2525,-0.4078,0.9763,435000
577659,m,1991-11-05,81.0,cbse,2009,90.0,ipe,499,2,B.Tech/B.E.,electronics and communication engineering,78.0,499,1,Telangana,2013,675,605,765,0.985461394326131,495,500,-1,-1,-1,-1,-1,0.7027,-0.1206,0.6248,0.3995,-0.4776,300000
801323,m,1992-02-17,78.6,cbse,2009,74.8,cbse,8762,2,B.Tech/B.E.,computer science & engineering,73.8,8762,0,Punjab,2014,520,525,485,0.842248322257836,505,-1,469,-1,-1,-1,-1,-0.0154,0.8784,0.9322,0.3995,1.247,350000
653055,m,1991-10-20,67.0,state board,2008,59.4,state board,83,2,B.Tech/B.E.,electronics and communication engineering,67.46,83,0,Uttar Pradesh,2013,275,315,445,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.2718,-1.1196,-0.6048,-1.3753,-1.6273,255000
1051982,m,1992-10-10,88.6,state board,2010,74.16,state board,7919,2,B.Tech/B.E.,information technology,73.1,7919,0,Tamil Nadu,2014,420,445,415,0.744758354008939,415,-1,438,-1,-1,-1,-1,0.99,0.3789,0.4711,-1.5021,0.8637,210000
1249671,m,1992-06-18,79.2,cbse,2010,67.2,cbse,11507,2,B.Tech/B.E.,electronics and electrical engineering,66.85,11507,1,Karnataka,2014,510,590,585,0.423951396376433,-1,388,-1,-1,388,-1,-1,0.7027,0.8784,0.6248,-0.6147,1.0554,155000
423053,m,1991-01-13,69.0,icse,2008,66.0,isc,184,2,B.Tech/B.E.,electronics and communication engineering,64.0,184,0,Uttar Pradesh,2012,515,595,575,0.824666400671332,-1,400,-1,-1,-1,286,-1,-0.5719,-0.5913,-0.344,-1.3478,-0.5245,400000
371808,m,1989-10-20,53.06,secondary state certificate,2007,60.33,higher secondary state certificate,11629,2,B.Tech/B.E.,electronics and communication engineering,71.3,11629,0,Maharashtra,2012,475,505,475,0.229481754911755,305,266,-1,-1,286,366,-1,-1.5765,-2.1513,-1.3599,0.0035,-0.4455,60000
543624,m,1992-04-26,85.72,matriculation,2009,91.58,state board,8011,2,B.Tech/B.E.,electronics and communication engineering,78.5,8011,0,Tamil Nadu,2013,475,485,455,0.376059586651545,-1,300,-1,-1,-1,393,-1,-0.880999999999999,0.3838,-0.7068,-0.8778,-0.9194,105000
690405,m,1990-05-14,72.0,state board,2009,65.0,state board,439,2,B.Tech/B.E.,computer science & engineering,65.3,439,1,Tamil Nadu,2013,405,485,430,0.413838255788123,385,-1,-1,-1,-1,-1,-1,0.7027,0.0459,0.1637,-0.995,1.4386,185000
53931,f,1987-06-12,68.0,icse,2005,60.0,jaswant modern school,6874,2,B.Tech/B.E.,computer engineering,69.0,6874,0,Uttarakhand,2010,505,415,495,0.525922584252055,415,-1,-1,-1,-1,-1,-1,0.0464,1.2808,-0.0537,-0.4078,0.9763,200000
810342,m,1992-05-10,89.6,cbse,2009,84.4,cbse,64,2,B.Tech/B.E.,computer science & engineering,71.18,64,0,Uttar Pradesh,2014,500,610,500,0.144789889482462,515,-1,284,-1,-1,-1,-1,-0.5899,0.7119,0.4711,-0.3612,0.2889,315000
102065,f,1988-09-06,59.0,secondary school of education,2006,55.0,board of intermediate,6345,2,B.Tech/B.E.,information technology,63.47,6345,0,Andhra Pradesh,2010,335,285,335,0.413838255788123,385,-1,-1,-1,-1,-1,-1,-0.5719,1.4368,1.1074,0.6498,0.1864,105000
275185,m,1989-07-21,78.88,kseb,2007,67.67,pu board,1083,2,B.Tech/B.E.,information technology,67.75,1083,0,Karnataka,2011,465,525,405,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.4208,0.8784,0.4711,-0.4879,-0.8608,425000
841251,m,1990-12-10,77.33,cbse,2008,62.6,cbse,1003,2,B.Tech/B.E.,information technology,62.81,1003,1,Rajasthan,2012,465,670,795,0.486747008438193,435,-1,376,-1,-1,-1,-1,0.99,1.0449,1.2396,-1.3753,1.6302,220000
982384,m,1993-02-05,87.0,state board,2010,70.0,cbse,184,2,B.Tech/B.E.,computer science & engineering,69.9,184,0,Uttar Pradesh,2014,420,495,400,0.23780283983757,505,-1,315,-1,-1,-1,-1,-1.0208,0.7119,-1.0659,0.5262,0.4805,115000
800561,m,1991-08-15,59.0,cbse,2008,60.0,cbse,4501,2,B.Tech/B.E.,computer science & engineering,67.0,4501,0,Uttar Pradesh,2013,485,645,515,0.765673581234011,485,-1,-1,-1,-1,-1,-1,-1.1644,-0.6201,-1.527,-0.8682,-2.5853,300000
359247,m,1991-01-28,84.8,cbse,2008,83.0,cbse,1275,2,B.Tech/B.E.,electronics and communication engineering,66.4,1275,0,Kerala,2012,645,645,605,0.694479327708463,495,366,-1,-1,-1,-1,-1,0.6646,1.4368,1.0348,-1.2303,0.5024,260000
842506,f,1992-03-22,91.21,state board,2010,79.9,state board,473,2,B.Tech/B.E.,information technology,61.89,473,1,Maharashtra,2014,525,520,595,0.486747008438193,415,-1,376,-1,-1,-1,-1,-0.4463,-2.1186,0.1637,0.5262,-2.3937,105000
513149,m,1990-10-24,70.0,mpboard,2008,56.6,mp board,11637,2,B.Tech/B.E.,information technology,71.18,11637,0,Madhya Pradesh,2012,205,555,470,0.635978756456794,445,-1,-1,-1,-1,-1,-1,-1.5765,0.3448,-0.6343,-0.2609,-0.2875,150000
439787,f,1990-01-16,86.7,cbse board,2008,80.6,cbse,83,2,B.Tech/B.E.,electronics and communication engineering,74.3,83,0,Uttar Pradesh,2012,425,555,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,-1.4992,-1.8393,-0.7794,1.4724,-2.3017,280000
1089390,m,1993-01-08,78.3,state board,2010,81.0,state board,1759,2,B.Tech/B.E.,computer science & engineering,78.0,1759,0,Punjab,2014,665,520,740,0.744758354008939,555,-1,438,-1,-1,-1,-1,-0.0154,-0.7866,-0.7585,-1.2486,-0.4776,300000
212167,m,1989-07-07,54.83,up bourd,2006,61.23,up bourd,5690,2,B.Tech/B.E.,electrical engineering,66.66,5690,0,Uttar Pradesh,2011,495,435,515,0.0233121682429863,235,166,-1,-1,-1,-1,-1,-0.7264,1.1248,1.1074,1.2374,0.9763,150000
906332,m,1988-03-17,55.3,state board,2004,72.0,state board,67,2,B.Tech/B.E.,computer science & engineering,71.0,67,0,Uttar Pradesh,2014,520,545,705,0.911395278391328,485,-1,500,-1,-1,-1,-1,0.4155,-0.6201,-0.4511,-0.995,-1.0524,135000
252464,f,1989-08-05,61.2,0,2007,68.3,0,1019,2,B.Tech/B.E.,information technology,74.2,1019,1,Tamil Nadu,2011,405,305,185,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.8192,-0.4353,-0.9245,1.1199,-0.2875,200000
1010625,m,1993-03-23,78.6,state board,2010,76.7,state board,1422,2,B.Tech/B.E.,computer science & engineering,68.0,1422,0,Andhra Pradesh,2014,500,630,680,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.4711,-1.1218,-0.6692,120000
895614,m,1992-11-29,87.0,cbse,2010,84.0,cbse,119,1,B.Tech/B.E.,electronics and communication engineering,75.0,119,0,Uttar Pradesh,2014,545,485,545,0.338786347219528,-1,292,-1,-1,-1,366,-1,0.1282,0.2124,-1.527,1.0333,-0.0943,300000
238556,m,1987-12-25,67.36,kseeb,2008,74.96,department of technical education,8811,2,B.Tech/B.E.,computer engineering,72.6,8811,1,Karnataka,2011,355,315,445,0.793580614548506,495,333,-1,-1,-1,-1,-1,0.51,0.6568,1.1074,0.4148,0.8183,500000
639156,m,1992-03-03,88.0,state board,2009,94.0,state board,1141,2,B.Tech/B.E.,computer science & engineering,75.0,1141,0,Andhra Pradesh,2013,520,510,635,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.4155,0.2124,-1.9881,1.0333,0.8637,500000
336561,m,1988-03-18,61.75,wbbse,2007,61.0,wbchse,10930,2,B.Tech/B.E.,computer engineering,77.8,10930,1,West Bengal,2012,415,535,615,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.6646,0.8128,0.0914,-1.34787,-0.7615,375000
796833,m,1991-12-30,82.0,cbse,2009,92.2,cbse,13136,1,B.Tech/B.E.,computer science & engineering,77.6,13136,1,Rajasthan,2014,485,555,720,0.911395278391328,635,-1,500,-1,-1,-1,-1,-0.5899,0.5454,0.7785,-0.2344,-0.4776,450000
1059642,f,1991-02-26,80.8,state board,2008,60.5,state board,3717,2,B.Tech/B.E.,computer science & engineering,67.04,3717,1,Karnataka,2013,560,555,500,0.842248322257836,515,-1,469,-1,-1,-1,-1,1.1336,1.5444,1.3933,-2.3895,-0.2859,150000
746122,m,1991-11-15,87.2,state board,2009,71.0,state board,5158,2,B.Tech/B.E.,computer science & engineering,69.62,5158,0,Uttarakhand,2013,395,570,635,0.842248322257836,465,-1,469,-1,-1,-1,-1,0.2718,-0.1206,1.0859,-0.2344,0.8637,400000
1061906,f,1991-03-13,63.0,cbse,2009,64.0,state board,9809,2,B.Tech/B.E.,information technology,72.32,9809,1,Telangana,2013,290,370,270,0.143256541032196,295,-1,-1,-1,-1,-1,-1,-3.1752,-5.1156,-3.0639,-0.7415,-5.2679,120000
212076,m,1989-02-25,55.33,0,2006,62.4,0,5690,2,B.Tech/B.E.,electronics and communication engineering,67.0,5690,0,Uttar Pradesh,2011,415,415,425,0.229481754911755,295,266,-1,-1,-1,-1,-1,-0.2628,0.0328,0.8171,0.5323,-0.2875,160000
432511,f,1990-04-13,79.6,cbse,2007,64.4,cbse,7162,2,B.Tech/B.E.,electronics and communication engineering,71.34,7162,0,Uttar Pradesh,2012,464,415,395,0.376059586651545,-1,300,-1,-1,-1,313,-1,0.0464,0.3448,0.5269,1.2374,-0.7615,400000
651128,f,1992-04-20,91.1,state board,2009,90.0,state board,11656,2,B.Tech/B.E.,computer science & engineering,76.29,11656,0,Andhra Pradesh,2013,475,495,445,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-0.5899,0.6211,-1.6807,1.5404,-2.5853,300000
974769,f,1992-08-27,79.0,icse,2010,71.0,cbse,159,2,B.Tech/B.E.,computer science & engineering,79.0,159,0,Punjab,2014,580,580,575,0.486747008438193,565,-1,376,-1,-1,-1,-1,1.2772,1.5444,1.2396,-1.5021,-0.6692,300000
1245234,m,1992-05-01,56.0,cbse,2009,56.0,state board,51,2,MCA,computer application,62.0,51,0,Uttar Pradesh,2015,605,470,355,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.7027,0.8784,0.3174,-1.1218,0.4805,200000
640103,m,1991-04-16,75.52,state board,2009,70.0,state board,4569,2,B.Tech/B.E.,mechanical engineering,60.13,4569,0,Karnataka,2013,485,545,530,0.755375120895548,-1,-1,-1,446,-1,-1,-1,-0.5899,-0.6867,0.1357,-1.2486,-0.4601,220000
460251,m,1986-05-27,67.0,j&k state board of school education,2004,53.16,j&k state board of school education,272,2,MCA,computer application,72.0,272,0,Punjab,2012,565,475,475,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.51,0.8128,-0.344,-1.1128,1.0158,310000
345800,m,1989-07-22,82.4,cbse,2007,72.4,cbse,6659,2,B.Tech/B.E.,electronics and communication engineering,82.48,6659,1,Tamil Nadu,2012,535,505,615,0.694479327708463,385,366,-1,-1,-1,393,-1,0.3941,-0.5913,-0.4891,0.70853,-0.9194,400000
338130,m,1990-09-13,76.0,cbse,2008,78.0,cbse,569,2,B.Tech/B.E.,biotechnology,77.8,569,0,Tamil Nadu,2012,575,455,525,0.866139820406941,-1,-1,-1,-1,-1,-1,-1,-1.1901,-0.0842,-1.0334,-0.05527,-0.7615,325000
765370,m,1992-06-10,85.0,state board,2009,95.1,state board,13994,2,B.Tech/B.E.,mechanical engineering,80.91,13994,0,Andhra Pradesh,2013,615,555,620,0.903940782098604,385,-1,-1,500,-1,-1,-1,-1.4517,-1.4526,0.01,1.2869,-1.8189,345000
1212119,m,1993-06-14,80.0,cbse,2010,68.0,cbse,6969,2,B.Tech/B.E.,electronics and electrical engineering,63.69,6969,1,Karnataka,2014,475,565,500,0.875503907349337,425,-1,-1,-1,516,-1,-1,0.8463,0.3789,1.7007,-0.4879,-1.0524,160000
258677,m,1984-06-21,74.0,0,2002,40.0,0,2594,2,MCA,computer application,67.2,2594,0,Andhra Pradesh,2010,565,455,375,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.0328,-1.5051,-0.2902,-0.9194,300000
417713,m,1989-08-07,89.0,"board of secondary education,andhra pradesh",2006,94.1,board of intermediate education,8218,2,B.Tech/B.E.,electronics and communication engineering,66.02,8218,0,Telangana,2011,485,595,625,0.538386892985096,465,333,-1,-1,-1,-1,-1,-0.1082,-0.2793,-0.6343,-0.5253,0.4234,240000
1081371,m,1992-12-23,85.5,icse,2010,58.2,cbse,7814,2,B.Tech/B.E.,instrumentation and control engineering,63.2,7814,0,Orissa,2014,535,340,380,0.299597296248525,405,-1,-1,-1,-1,-1,-1,-0.159,0.3789,0.9322,-0.995,0.0973,305000
947847,m,1993-02-01,86.08,state board,2010,67.5,state board,314,2,B.Tech/B.E.,computer science & engineering,72.98,314,1,Karnataka,2014,590,435,380,0.356536487724475,405,-1,346,-1,-1,-1,-1,1.7081,-0.1054,-1.0379,-2.0092,-1.0872,300000
220634,m,1988-12-14,87.6,0,2006,81.4,0,285,1,B.Tech/B.E.,mechanical engineering,97.3,285,0,Punjab,2011,675,635,675,0.654107474545933,-1,-1,-1,420,-1,-1,-1,-1.6538,-0.5913,0.2366,-0.1727,0.5024,500000
954272,f,1990-07-29,87.0,state board,2008,91.0,state board,9074,2,B.Tech/B.E.,electronics and communication engineering,74.0,9074,1,Telangana,2012,625,605,555,0.649389714846691,385,356,-1,-1,-1,-1,-1,0.5591,1.0449,1.0859,-1.6289,0.6721,350000
1045685,m,1993-03-18,90.0,cbse,2010,89.4,cbse,13594,1,B.Tech/B.E.,computer science & engineering,83.7,13594,0,Uttar Pradesh,2014,560,555,585,0.842248322257836,505,-1,469,-1,-1,-1,-1,1.4208,1.7109,0.1637,-1.8824,-0.4776,2000000
1094242,m,1992-02-06,80.2,cbse,2009,64.2,cbse,13092,2,B.Tech/B.E.,electronics and electrical engineering,71.0,13092,0,Uttar Pradesh,2014,500,505,645,0.966006923498049,-1,548,-1,-1,580,-1,-1,1.4208,1.0449,-0.4511,0.0192,0.6721,220000
250762,f,1988-08-31,72.0,ssc,2005,80.0,board of intermediate,9836,2,MCA,computer application,78.0,9836,1,Telangana,2011,475,515,405,0.245455659999829,335,-1,-1,-1,-1,-1,-1,-1.1901,-0.2793,0.8171,-0.7603,0.5024,340000
512833,m,1989-03-04,65.26,cbse,2007,66.2,cbse,1199,2,B.Tech/B.E.,information technology,70.59,1199,0,Madhya Pradesh,2012,395,450,455,0.704090412131314,465,-1,-1,-1,-1,-1,-1,1.2828,0.8518,0.2729,0.7673,-0.6035,100000
946109,m,1992-10-10,79.2,state board,2010,73.2,state board,13388,2,B.Tech/B.E.,civil engineering,78.3,13388,0,Madhya Pradesh,2014,345,315,575,0.255778193719394,-1,-1,-1,-1,-1,-1,292,-0.5899,-2.4516,-1.2196,0.9066,-1.4356,180000
687992,m,1991-06-15,55.6,state board,2009,56.2,state board,1638,2,B.Tech/B.E.,electronics engineering,65.9,1638,0,Uttar Pradesh,2013,380,520,500,0.824666400671332,-1,400,-1,-1,-1,-1,-1,-1.8825,-3.4506,-2.1418,0.7798,-2.9686,180000
536500,m,1989-04-01,81.0,icse,2007,81.0,isc,4501,2,B.Tech/B.E.,computer engineering,67.3,4501,0,Uttar Pradesh,2012,730,655,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5332,0.3448,-0.4891,0.0917,-0.2875,475000
1243402,m,1992-04-26,81.0,state board,2009,66.0,state board,14407,2,B.Tech/B.E.,information science engineering,66.0,14407,1,Karnataka,2013,580,555,465,0.622642915849938,415,-1,407,-1,-1,-1,-1,1.2772,0.0459,1.2396,-1.5021,1.247,245000
1082543,m,1991-01-15,74.0,icse,2009,66.0,icse,6814,2,B.Tech/B.E.,electronics & instrumentation eng,62.0,6814,0,West Bengal,2014,720,400,405,0.600643959446608,-1,-1,-1,-1,-1,-1,-1,0.1282,0.7119,-0.9122,-1.1218,-0.8608,215000
230512,m,1988-10-05,70.1,wbbse,2006,68.6,cbse,64,2,B.Tech/B.E.,information technology,66.52,64,0,Uttar Pradesh,2011,695,505,605,0.930370607202691,565,-1,-1,-1,-1,-1,-1,0.2009,-0.4353,-0.1988,0.2973,0.8183,505000
509555,m,1991-11-03,86.0,cbse,2008,73.0,cbse,57,2,B.Tech/B.E.,information technology,65.0,57,0,Haryana,2013,520,520,400,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.0464,-0.6693,-1.7954,-0.5253,-1.8673,145000
729448,f,1991-01-29,85.2,cbse,2008,73.2,cbse,485,2,B.Tech/B.E.,computer science & engineering,76.36,485,0,Uttar Pradesh,2013,695,500,750,0.98374996654107,635,-1,-1,-1,-1,-1,-1,0.8463,0.2124,-0.1437,-0.6147,0.8637,350000
1251526,f,1993-11-23,49.0,cbse,2010,60.0,cbse,14852,2,B.Tech/B.E.,electronics and communication engineering,68.0,14852,0,Uttar Pradesh,2014,475,485,485,0.493596387301038,-1,324,-1,-1,-1,292,-1,-0.3027,1.2114,0.1637,0.3995,1.247,150000
42232,m,1989-09-08,80.0,cbse,2005,73.0,cbse,184,2,B.Tech/B.E.,electronics and communication engineering,71.5,184,0,Uttar Pradesh,2010,555,375,605,0.694479327708463,375,366,-1,-1,-1,-1,-1,-1.3447,-0.1232,-0.344,0.0623,-0.4455,420000
1104236,f,1992-10-08,71.0,cbse,2009,64.0,cbse,4889,2,B.Tech/B.E.,information technology,81.0,4889,1,Tamil Nadu,2013,615,455,355,0.486747008438193,335,-1,376,-1,-1,-1,-1,-3.8933,-5.6151,-3.9861,-0.8682,-6.6092,145000
1065846,m,1993-03-24,77.8,cbse,2010,69.0,cbse,12374,2,B.Tech/B.E.,electrical engineering,71.7,12374,0,Punjab,2014,475,510,475,0.193768441980019,-1,292,-1,-1,324,-1,-1,-0.4463,0.0459,0.7785,0.3995,0.2889,400000
754959,m,1991-07-27,87.6,icse,2009,92.5,icse,1906,2,B.Tech/B.E.,computer science & engineering,88.3,1906,1,West Bengal,2013,720,545,825,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.5953,0.0459,-0.2974,-0.6147,-0.4776,340000
774207,m,1991-02-26,76.0,state board,2008,70.0,state board,1375,2,B.Tech/B.E.,electrical engineering,76.0,1375,1,West Bengal,2012,575,554,375,0.298769128563994,345,-1,-1,-1,356,-1,-1,0.99,1.3779,0.4711,-0.8682,0.6721,115000
1218330,m,1993-08-29,80.0,state board,2010,80.0,state board,9198,2,B.Tech/B.E.,computer science & engineering,64.97,9198,1,Telangana,2014,455,540,450,0.744758354008939,475,-1,438,-1,-1,-1,-1,0.99,-0.1206,0.7785,-1.8824,-0.6692,200000
288761,m,1988-09-15,92.0,kerala state board,2007,80.0,kerala state board,1275,2,B.Tech/B.E.,mechanical engineering,64.16,1275,0,Kerala,2011,565,375,375,0.414337426422751,-1,-1,-1,366,-1,-1,-1,0.8192,-0.2793,-0.1988,-0.6428,0.0284,95000
791374,m,1992-01-14,74.3,state board,2008,75.6,state board,52,2,B.Tech/B.E.,computer science & engineering,65.3,52,0,Uttar Pradesh,2012,520,560,485,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5899,1.0449,0.7785,0.653,0.0973,280000
1204743,m,1993-12-25,68.2,state board,2010,67.4,state board,12833,2,B.Tech/B.E.,computer science & engineering,66.0,12833,0,Rajasthan,2015,440,400,355,0.356536487724475,295,-1,346,-1,-1,-1,-1,0.7027,0.0459,0.7785,1.6672,-0.0943,300000
1037564,m,1991-07-20,87.62,state board,2009,86.0,state board,6953,2,B.Tech/B.E.,electronics & instrumentation eng,71.7,6953,0,West Bengal,2013,440,480,465,-1.0,-1,-1,-1,-1,-1,-1,-1,0.8463,0.0459,0.4711,-0.1076,0.2889,110000
1279815,m,1992-11-12,92.48,state board,2010,72.66,state board,16816,2,B.Tech/B.E.,computer science & engineering,64.8,16816,0,Karnataka,2014,510,510,575,0.990008756723898,655,-1,-1,-1,-1,-1,-1,-1.0208,-1.1196,-1.527,-0.1076,-2.0105,320000
103165,m,1988-12-09,76.7,matriculation,2006,80.0,state board,1263,2,B.Tech/B.E.,computer engineering,77.4,1263,1,Tamil Nadu,2010,415,465,565,0.308400582860308,355,-1,-1,-1,-1,-1,-1,1.1283,-0.7473,0.0914,-1.2303,0.5024,300000
731258,m,1990-08-29,81.0,state board,2008,71.0,state board,2921,2,B.Tech/B.E.,computer science & engineering,74.0,2921,0,West Bengal,2013,500,500,545,0.670743151433127,455,-1,-1,-1,-1,-1,-1,-0.3027,0.5454,1.3933,-1.3753,-0.0943,95000
385232,f,1990-11-12,89.2,cbse,2008,68.8,cbse,100,2,B.Tech/B.E.,computer engineering,69.0,100,0,Haryana,2012,375,385,394,0.144789889482462,395,-1,284,-1,-1,-1,-1,-1.0355,0.8128,-0.4891,0.6498,0.3049,180000
53264,f,1988-02-29,66.66,hsc,2007,61.0,hsc,4056,2,B.Tech/B.E.,information technology,57.83,4056,1,Maharashtra,2010,325,485,375,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-1.6538,0.3448,-0.0537,-1.3478,0.5024,300000
938182,m,1992-09-19,80.0,cbse,2010,66.66,cbse,10859,2,B.Tech/B.E.,computer science & engineering,64.06,10859,0,Uttarakhand,2014,535,425,320,0.356536487724475,515,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-1.527,-0.3612,0.2889,180000
1006872,f,1991-09-08,81.0,state board,2009,70.0,state board,1202,2,B.Tech/B.E.,computer science & engineering,71.0,1202,1,Tamil Nadu,2013,405,395,260,0.622642915849938,405,-1,407,-1,-1,-1,-1,0.4155,-0.2871,0.4711,0.5262,-0.0943,210000
795959,m,1991-09-15,93.4,cbse,2009,89.4,cbse,222,2,B.Tech/B.E.,electronics and electrical engineering,75.4,222,0,Jharkhand,2014,605,645,720,0.557389505646088,555,-1,-1,-1,420,-1,-1,-1.5953,0.5454,-0.4511,0.3995,-0.0943,325000
1111630,m,1993-04-27,82.28,icse,2010,87.2,cbse,8840,2,B.Tech/B.E.,computer and communication engineering,77.26,8840,0,Uttar Pradesh,2014,560,540,475,-1.0,655,-1,500,-1,-1,-1,-1,0.2718,0.7119,1.3933,-2.2627,0.2889,120000
1218326,m,1991-02-16,75.0,state board,2009,78.5,state board,11016,2,B.Tech/B.E.,electronics and communication engineering,67.0,11016,1,Telangana,2013,395,420,210,0.112139438207403,305,228,-1,-1,-1,-1,-1,-0.0154,0.2124,0.01,1.5404,-0.0943,120000
612253,m,1992-06-12,64.56,cbse,2008,66.66,cbse,64,2,B.Tech/B.E.,electrical engineering,65.02,64,0,Uttar Pradesh,2013,545,475,485,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.1282,0.0459,0.1637,0.2727,-0.2859,385000
453953,m,1985-09-24,69.33,0,2004,56.0,0,5086,2,B.Tech/B.E.,industrial & production engineering,68.56,5086,0,Karnataka,2010,485,485,285,-1.0,-1,-1,-1,-1,-1,-1,-1,-0.3014,-1.0593,-1.2148,-0.7015,-0.9194,480000
294767,f,1990-02-16,91.4,cbse,2007,93.0,ap board,1027,2,B.Tech/B.E.,computer engineering,70.8,1027,1,Telangana,2011,475,665,605,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.1232,-1.3599,0.4148,-0.1295,495000
823489,m,1992-04-15,81.0,state board,2009,81.0,state board,272,2,B.Tech/B.E.,electronics and communication engineering,78.0,272,0,Punjab,2014,360,545,635,0.943272157866555,-1,452,-1,-1,-1,-1,-1,-0.0154,0.7119,1.547,-0.995,-0.8608,300000
1232793,m,1988-04-20,74.0,icse,2008,63.0,state board,11943,2,B.Tech/B.E.,computer science & engineering,63.2,11943,0,Uttar Pradesh,2012,560,445,485,0.953899775079926,495,-1,530,-1,-1,-1,-1,-0.3027,-0.4536,-1.3733,-0.3612,-0.2859,300000
1266407,m,1993-08-29,65.0,state board,2010,81.2,state board,11870,2,B.Tech/B.E.,information technology,67.0,11870,0,Andhra Pradesh,2014,265,485,430,0.744758354008939,495,-1,438,-1,-1,-1,-1,0.99,1.2114,1.0859,-1.6289,0.0973,205000
1194740,f,1993-01-27,91.04,state board,2010,95.08,state board,883,2,B.Tech/B.E.,electronics and communication engineering,87.1,883,0,Tamil Nadu,2014,455,480,545,0.338786347219528,465,292,-1,-1,-1,-1,-1,-0.3027,0.0459,0.3174,-0.2344,-0.0943,100000
797192,f,1990-11-09,66.0,rajasthan board,2009,64.0,rajasthan board,13038,2,B.Tech/B.E.,computer science & engineering,65.0,13038,0,Rajasthan,2013,370,355,385,0.294295423383813,-1,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.7007,-1.3753,0.6721,300000
306404,m,1988-02-17,75.12,0,2004,60.0,0,1281,2,B.Tech/B.E.,electronics & telecommunications,58.67,1281,1,Maharashtra,2011,405,425,505,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-1.8083,-0.9033,0.0914,-0.0552,-0.1295,275000
78868,f,1988-04-19,69.4,cbse,2006,60.0,cbse,137,2,B.Tech/B.E.,electronics & instrumentation eng,65.6,137,0,Uttar Pradesh,2010,355,415,555,0.229481754911755,-1,266,-1,-1,-1,-1,-1,0.3555,0.3448,-0.0537,0.0623,0.0284,425000
1037131,m,1990-05-12,77.6,state board,2007,89.6,state board,11958,2,B.Tech/B.E.,information technology,65.15,11958,0,Andhra Pradesh,2013,545,495,450,0.911395278391328,445,-1,500,-1,-1,-1,-1,0.1282,1.2114,0.7785,-2.2627,0.6721,180000
660813,m,1990-12-26,84.4,cbse,2008,75.6,cbse,7557,2,B.Tech/B.E.,electronics and communication engineering,79.0,7557,1,Delhi,2013,535,610,735,0.960603251997053,-1,466,-1,-1,-1,-1,-1,1.2772,0.3789,-0.1437,0.2727,-0.0943,330000
765181,m,1991-09-11,78.4,cbse,2009,82.0,state board,9122,2,B.Tech/B.E.,computer science & engineering,70.0,9122,1,Telangana,2013,615,605,545,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.1282,-0.6201,-1.0659,-0.7415,-1.6273,360000
1068919,m,1991-03-30,64.5,state board,2008,85.5,state board,11633,2,B.Tech/B.E.,electronics and communication engineering,65.21,11633,0,Andhra Pradesh,2012,265,360,525,0.112139438207403,375,228,-1,-1,-1,-1,-1,-1.1644,-0.6201,0.01,-0.2344,-0.2859,250000
