id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price
978852,Lovely Room in nice apartment,3879155,Sjoukje,,De Baarsjes - Oud-West,52.373979999999996,4.86296,Private room,3,254,08-03-2020,2.94,1,0,76
29302172,Wheelchair-Friendly Apt Eastern Docklands (4pax),220711664,Short Stay Group Eastern Docklands,,Oostelijk Havengebied - Indische Buurt,52.36793,4.93242,Hotel room,1,12,13-03-2020,0.7,4,297,225
10601344,Romantic apartment @ great location,54611195,Rob,,De Pijp - Rivierenbuurt,52.357479999999995,4.8993,Entire home/apt,2,7,25-08-2017,0.13,1,0,90
9993723,Comfortable apartment next to Museum Square,51340216,Wp,,Zuid,52.35139,4.87097,Entire home/apt,2,6,30-10-2019,0.67,1,0,200
13964252,Spacious bright room at top location!,25140333,Marloes,,De Pijp - Rivierenbuurt,52.35717,4.88961,Private room,1,5,03-08-2016,0.11,1,0,70
24765203,Begaande grond met tuin,8156336,Isabelle,,De Baarsjes - Oud-West,52.36477,4.85681,Entire home/apt,3,2,22-07-2018,0.08,1,0,125
41855326,Spacious & Welcoming Apartment In Lovely East,77643514,Odette,,Oud-Oost,52.36436,4.92681,Entire home/apt,4,0,,,1,0,125
8645335,Private bed- and bathroom in house with river view,45445988,Tim,,Oud-Oost,52.3587,4.9074800000000005,Private room,2,89,16-02-2020,1.56,1,234,126
23606967,Beautiful renovated apartment for 2 persons,15881772,Jody,,De Pijp - Rivierenbuurt,52.34382,4.91,Entire home/apt,3,4,09-09-2019,0.16,1,0,150
8148191,Light and luxurious apartment,43018085,Dennis,,De Baarsjes - Oud-West,52.36694,4.86308,Entire home/apt,3,39,13-08-2019,0.69,1,0,135
1044448,"Center, 2 storey cornerhouse, 4 BR, Canalview!",5750100,Saskia,,Centrum-Oost,52.363279999999996,4.91834,Entire home/apt,2,35,16-08-2019,0.41,1,344,525
3497636,SALE! Loft apartment & Garden :),17340417,Bruno,,Centrum-West,52.36892,4.878369999999999,Entire home/apt,2,12,22-07-2016,0.17,2,0,175
12574611,Renovated Private Canal View 3p Ap.,68189899,Patricia,,Centrum-Oost,52.358740000000004,4.89392,Entire home/apt,2,7,21-11-2016,0.14,1,0,320
33979691,Modern apt. with huge garden in the Rivierenbuurt,1464510,Wendy And Bram,,De Pijp - Rivierenbuurt,52.341809999999995,4.9079,Entire home/apt,2,0,,,78,0,150
42507015,Spacious family apartment with roof terrace,338510871,Mees,,De Pijp - Rivierenbuurt,52.35207,4.89268,Entire home/apt,2,0,,,1,20,199
35439835,Rembrandtplein House A,163789665,Adam,,Centrum-Oost,52.3655,4.894340000000001,Private room,7,2,08-08-2019,0.17,6,66,127
22171109,Cozy bright Double/Twin room in Amsterdam,161954393,Ghassan,,Bos en Lommer,52.37758,4.83945,Private room,1,2,06-01-2018,0.07,1,0,39
18263878,Amsterdam De Pijp Grand Luxury Designer Home,4802574,Frank,,De Pijp - Rivierenbuurt,52.35767,4.90172,Entire home/apt,5,0,,,1,0,350
12617512,Ace,68497139,Rogier,,Watergraafsmeer,52.3425,4.92428,Entire home/apt,2,55,01-01-2020,1.1,1,362,129
33291641,Beautiful newsuite,3694517,Marijke,,Noord-West,52.41182,4.89735,Private room,2,28,27-10-2019,2.01,2,178,150
15256155,New: Sunny top floor 100m2 apartment @ Oosterpark,533509,"Harry, Ivana",,Oud-Oost,52.35673,4.91889,Entire home/apt,20,12,31-07-2019,0.27,1,0,99
22556490,Central & cosy ground floor Vondelpark 3,165633227,Anisha,,De Baarsjes - Oud-West,52.359140000000004,4.85729,Private room,2,39,02-01-2020,1.44,4,365,82
15787566,Modern APT | Garden | Close to the Amstel river!,47391551,Sandra,,Oud-Oost,52.34913,4.9134199999999995,Entire home/apt,2,14,17-09-2018,0.36,1,0,175
14884273,Wonderful apartment in the rising Rivierenbuurt,93339733,Tom,,De Pijp - Rivierenbuurt,52.347840000000005,4.904319999999999,Entire home/apt,2,7,01-01-2017,0.15,1,0,150
3577411,APRIL IN THE JORDAAN/AMSTERDAM!,12965030,Carla,,Centrum-West,52.37603,4.87861,Entire home/apt,4,2,29-12-2017,0.03,1,0,225
40136952,New Years Eve in Luxurious Apartment in the Centre,24449945,Tom,,Centrum-Oost,52.36391,4.88729,Entire home/apt,4,0,,,2,0,395
39665762,Bright&Sunny Rooftop Penthouse @ Jordaan & Center,11934536,Saskia,,Westerpark,52.38013,4.8775900000000005,Entire home/apt,3,4,27-12-2019,0.65,1,180,300
27954169,Luxury Retreat Centre Amsterdam,211146777,George,,Centrum-West,52.3704,4.88052,Entire home/apt,3,2,14-04-2019,0.1,1,0,225
18748664,Bright and spacious apt with balcony in Old West!,17009817,Dennis,,De Baarsjes - Oud-West,52.3724,4.87175,Entire home/apt,2,16,26-12-2019,0.44,1,0,195
19306103,Great apartment in city center Amsterdam,40573607,Laura,,Centrum-Oost,52.3585,4.9001,Private room,1,1,10-09-2017,0.03,1,0,85
23431802,Bohemian apartment in de Baarsjes area,11177242,Melle,,De Baarsjes - Oud-West,52.36703,4.85264,Entire home/apt,2,3,08-05-2018,0.11,1,69,125
29901220,"The Old Canal House: suite, right in center!",224019594,Mark,,Centrum-West,52.37206,4.8972,Private room,1,84,06-06-2020,4.41,2,158,139
36628264,"Bed & Breakfast Zunderdorp, Family studio 4",140775798,Wilco,,Noord-Oost,52.41254,4.952780000000001,Private room,2,33,24-02-2020,3.05,6,353,105
7838274,Comfortable Apartment Amsterdam,10655272,Kayleigh,,Oud-Oost,52.35045,4.91407,Entire home/apt,3,11,30-12-2019,0.19,1,0,90
13708308,Light and spacious apartment at great location,80023469,Maya,,Oud-Oost,52.3629,4.93131,Entire home/apt,5,21,29-07-2019,0.45,1,0,110
2090727,"Cozy app. in Amsterdam, de Pijp",10670531,Wouter,,De Pijp - Rivierenbuurt,52.3534,4.891769999999999,Entire home/apt,3,41,02-02-2020,0.55,1,0,110
20053407,Great apartment to discover Amsterdam!,57304601,Ezzie,,Bos en Lommer,52.379129999999996,4.85693,Entire home/apt,2,2,25-11-2018,0.06,1,0,120
11347289,Houseboat Amstel river city centre,22023969,Noortje,,De Pijp - Rivierenbuurt,52.35147,4.9099900000000005,Entire home/apt,2,5,29-05-2016,0.1,1,0,179
13798274,Angeli's Studio,81119584,Giulio,,Slotervaart,52.3523,4.84011,Entire home/apt,4,0,,,1,0,90
38887993,Private studio's next Westerpark!,56997633,Kees Vd Vooren,,Westerpark,52.38915,4.88075,Private room,1,3,23-02-2020,0.54,3,330,135
6542786,Canal view (2p/1 bedroom),34215035,Simon & Javier,,Watergraafsmeer,52.35221,4.92317,Entire home/apt,4,12,31-05-2017,0.2,1,0,160
29047332,Sunny house with garden close to V. Park & Center,218720519,Thijn,,De Baarsjes - Oud-West,52.3626,4.85755,Entire home/apt,2,12,31-10-2019,0.62,1,0,140
14879942,Lovely studio in centre Amsterdam!,62364453,Nicole,,Centrum-West,52.37765,4.89433,Entire home/apt,3,11,21-05-2017,0.24,1,0,115
551495,Cosy Campervan Amsterdam,711896,La Bella,,Gaasperdam - Driemond,52.30676,4.97829,Shared room,2,67,20-10-2019,0.82,4,178,60
1959229,ARTtractive and central apARTment! ,7293906,Sabrina,,Oud-Oost,52.35739,4.91978,Entire home/apt,5,20,18-10-2014,0.25,1,90,127
40815993,Charming apartment in the center of Amsterdam,317405636,Jordi,,De Baarsjes - Oud-West,52.36643,4.87514,Entire home/apt,3,5,09-03-2020,0.94,1,0,100
38205846,Cosy boektiek B&B mid-town Amsterdam (Sunflower),290301236,Barbara,,Centrum-Oost,52.360890000000005,4.90646,Hotel room,2,6,01-12-2019,0.67,1,179,150
13797880,Tussenwoning nabij Amstel station met 4 kippen!,43662018,Bastijn,,Watergraafsmeer,52.34492,4.92243,Entire home/apt,1,1,01-01-2017,0.02,1,0,100
14624429,Charming apartment in lively neighborhood,90782236,Roland,,Westerpark,52.387409999999996,4.88171,Entire home/apt,2,6,13-11-2016,0.13,1,0,89
6668354,Unique studio on cutter 'Rosita',11319500,Friedrich,,Centrum-West,52.3842,4.88983,Private room,3,317,09-03-2020,5.4,1,308,110
15275947,Spacious studio apartment in Amsterdam West,97204992,Luna,,Westerpark,52.38335,4.87545,Entire home/apt,2,9,14-12-2016,0.2,1,0,80
29794920,Modern apartment in the heart of Amsterdam,151780539,Carmen,,Centrum-West,52.3815,4.88088,Entire home/apt,3,10,04-05-2019,0.53,1,0,108
4012629,"Clean, Affordable, Close 2 Metro",20804709,Richard,,Watergraafsmeer,52.34779,4.91723,Private room,20,59,06-06-2019,0.84,1,313,59
14580491,Stylish apartment + garden & terrace A’dam-West!,7799444,Job & Fay,,Bos en Lommer,52.375370000000004,4.85885,Entire home/apt,8,41,18-09-2019,0.89,1,56,150
23760266,The Lux at Leidse Square 3rd floor,178187873,Marcel And Pauline,,Centrum-Oost,52.364779999999996,4.880330000000001,Entire home/apt,7,39,08-04-2020,1.57,15,188,184
23447107,Double Bedroom Apartment Center Amsterdam,19960721,Emma,,Centrum-Oost,52.361470000000004,4.89286,Entire home/apt,2,6,07-10-2018,0.23,1,0,300
12032558,Luxe&Cosy in the Heart of Amsterdam,5696237,Pookie,,Centrum-West,52.37105,4.89354,Entire home/apt,3,32,27-02-2020,0.63,1,72,300
21735807,"Bright, new studio 9 minutes from city centre!",158299935,Lianne,,Watergraafsmeer,52.33876,4.92011,Entire home/apt,6,6,20-07-2018,0.25,1,0,139
41174667,"Entire apartment, Cosy bedroom, bathroom, balcony",127239110,Sen,,Bos en Lommer,52.384840000000004,4.84968,Entire home/apt,2,2,02-02-2020,0.45,1,159,78
5743282,"Quite, well located private room",22161843,Eelke,,De Baarsjes - Oud-West,52.36169,4.86078,Private room,2,6,08-02-2016,0.1,1,0,85
5062713,Nice large appartment with a great roofterrace,26144331,Nelleke,,De Baarsjes - Oud-West,52.37175,4.84944,Entire home/apt,3,18,10-06-2019,0.28,1,0,250
11288652,Bright Studio with Great View.,58980240,Marthe,,Bos en Lommer,52.37614,4.84518,Entire home/apt,7,10,13-08-2019,0.21,1,191,100
16882033,Classic House Boat in Center,104518399,Tijmen,,Centrum-Oost,52.36137,4.90538,Entire home/apt,3,41,08-03-2020,1.09,1,116,295
8843219,Nice family home in de baarsjes,10054580,Lieke,,De Baarsjes - Oud-West,52.3698,4.85893,Entire home/apt,2,3,02-11-2015,0.05,1,0,99
13522872,Luxurious spacious family home with sunny garden!,77689783,Maarten,,Watergraafsmeer,52.35048,4.93663,Entire home/apt,2,2,02-01-2017,0.05,1,0,110
23164954,All Inclusive Apartment @ Westerpark,172175616,Jur,,Westerpark,52.38409,4.87539,Entire home/apt,3,8,15-07-2018,0.31,1,0,120
7324925,Great location + rooftop terrace,38359285,Jeroen,,De Pijp - Rivierenbuurt,52.35393,4.88968,Entire home/apt,3,12,27-10-2019,0.21,1,161,300
3934811,Sleeping at the canals in West,4127029,Jaap,,Bos en Lommer,52.376909999999995,4.861280000000001,Entire home/apt,5,12,18-03-2019,0.17,1,4,125
18574837,"Modern, Spacious, family-friendly in great area!",4627701,Jillian,,Slotervaart,52.36828,4.83713,Entire home/apt,2,6,10-06-2018,0.16,1,0,175
8334881,Bright apt. live like a local!,13630652,Ilonka,,De Baarsjes - Oud-West,52.361670000000004,4.86414,Entire home/apt,2,6,20-02-2017,0.1,1,0,85
27412213,Cozy1 bedroom apartment with a sunny roof terrace,18720963,Anirudh,,Watergraafsmeer,52.34268,4.92558,Entire home/apt,3,5,11-08-2019,0.29,1,0,100
40424114,Cosy Room in Floating-Villa,39009584,Yara,,IJburg - Zeeburgereiland,52.363009999999996,4.98614,Private room,1,1,02-01-2020,0.19,3,234,88
16787521,"Live Like a Local, Comfortable and Affordable",111539131,Stefan,,Oostelijk Havengebied - Indische Buurt,52.3657,4.93435,Private room,1,31,31-01-2020,0.75,1,0,95
12088645,Brand New Studio in the Pijp!,14887920,Sophie,,De Pijp - Rivierenbuurt,52.35705,4.89271,Entire home/apt,2,61,09-02-2020,1.2,1,80,120
1426799,TRENDY COZY APTARTMENT IN AMSTERDAM,14183886,Luis,,Centrum-Oost,52.36937,4.92675,Entire home/apt,3,82,28-04-2016,0.99,10,0,105
25913021,Family house (115m2) with garden near Vondelpark,134190795,Lysan,,Zuid,52.354659999999996,4.85431,Entire home/apt,4,0,,,1,0,350
14190815,Cool authentic home in Amsterdam East.,9202473,Reinier,,Oostelijk Havengebied - Indische Buurt,52.3678,4.94479,Entire home/apt,2,35,14-02-2020,0.75,1,89,149
36463296,Quiet and green in hip & desirable Amsterdam East!,1250413,Heidi,,Watergraafsmeer,52.35309,4.94142,Entire home/apt,2,1,02-01-2020,0.19,1,36,119
8179101,Spacious apartment - free parking,43159697,Ivy,,Oud-Oost,52.35815,4.93165,Entire home/apt,1,1,24-10-2015,0.02,1,0,100
37736738,Boutique Hotel Feeling in the heart of Amsterdam,251105270,Sara,,De Baarsjes - Oud-West,52.36421,4.8743300000000005,Entire home/apt,3,7,05-01-2020,0.76,1,2,150
35632344,Generator - Private 4 bed Room,251479377,Generator,,Oud-Oost,52.3614,4.91856,Hotel room,1,411,19-03-2020,35.13,6,360,500
25801590,"Beautiful, spacious and light parkside apartment",3678527,Lidewij,,De Baarsjes - Oud-West,52.366479999999996,4.84996,Entire home/apt,2,3,24-11-2019,0.13,1,0,125
4771262,Cozy apartment in East,7263387,Pim,,Oostelijk Havengebied - Indische Buurt,52.36227,4.9337,Entire home/apt,2,8,22-03-2016,0.12,1,0,100
3322840,Romantic and comfortable near cultural highlights,16776262,Godelieve,,Zuid,52.35673,4.87207,Entire home/apt,2,32,08-02-2020,0.45,1,19,295
22460923,Lovely room with balcony in Amsterdam ZO,115115435,Matous,,Bijlmer-Oost,52.31515,4.9692,Private room,3,52,15-03-2020,1.75,2,155,55
1057494,Lovely bright room with balcony and beatiful view!,1899420,Rosie,,Zuid,52.34746,4.87559,Private room,1,455,02-01-2020,5.28,2,126,69
7355015,"Sunny, luxury and cosy in centre",38532414,Jelmer,,De Pijp - Rivierenbuurt,52.35426,4.88889,Entire home/apt,4,11,26-12-2019,0.19,1,0,195
6431180,"Light, cozy and near to Jordaan",33567018,Levi,,Westerpark,52.37511,4.87478,Entire home/apt,2,25,04-11-2017,0.42,1,0,126
21931133,Gorgeous home in central Amsterdam,122558827,Alessandra,,De Baarsjes - Oud-West,52.36158,4.85292,Entire home/apt,4,9,16-09-2019,0.3,1,0,250
16851262,"Cozy, modern apartment in a very nice area",20314354,Martijn,,De Baarsjes - Oud-West,52.37475,4.864380000000001,Entire home/apt,5,3,05-07-2017,0.08,1,0,75
19683510,High end luxury appartment at famous Vondelpark!,5904511,Rik,,Zuid,52.353359999999995,4.855580000000001,Entire home/apt,2,1,18-02-2018,0.04,1,0,150
20188400,"Lovely, cosy apartment, Amsterdam",86698167,Nina,,De Baarsjes - Oud-West,52.37003,4.84971,Entire home/apt,2,23,02-01-2020,0.74,1,121,150
35991599,Nice apartment in 'Oud-West' near Food hallen,50095654,Marcel,,De Baarsjes - Oud-West,52.36296,4.86371,Entire home/apt,2,1,02-01-2020,0.19,1,0,175
31660162,Spacious apartment close to city centre,237377748,Ndedi,,Bos en Lommer,52.37903,4.84812,Entire home/apt,2,10,04-08-2019,0.61,1,0,160
18402145,Weesper Studio 1,44168250,Ruben,,Centrum-Oost,52.36125,4.909330000000001,Private room,2,23,15-03-2020,0.61,21,340,100
6057968,Big ground floor apt in park with parking,2282315,Maarten,,Centrum-Oost,52.36871,4.93228,Entire home/apt,7,21,29-04-2018,0.34,1,0,150
8584764,Authentic & charming  apartment,9657860,Paulina,,De Pijp - Rivierenbuurt,52.35365,4.8987,Entire home/apt,3,11,01-04-2020,0.2,1,0,160
3811001,lovely top floor loft,3953829,Joris,,De Pijp - Rivierenbuurt,52.35838,4.89002,Entire home/apt,4,37,19-10-2019,0.53,1,288,185
10379281,Moderne woonark in stad en natuur + twee fietsen,30781750,Saskia,,Noord-West,52.42102,4.89361,Entire home/apt,3,26,16-08-2019,0.51,1,266,160
7211066,app. in upcoming neigbourhood,24038989,Annemieke,,Bos en Lommer,52.37899,4.84764,Entire home/apt,3,16,07-08-2017,0.27,1,0,120
5821967,"Large garden, lovely for children",3855104,Gerbrand,,Watergraafsmeer,52.355309999999996,4.94383,Entire home/apt,10,7,01-01-2019,0.12,1,0,120
16139425,New: Great apartment in East Amsterdam,29255087,Hendrik,,Oostelijk Havengebied - Indische Buurt,52.36292,4.93545,Entire home/apt,2,18,08-03-2020,0.42,1,0,75
11834625,Minimalistic and light apartment,24891906,Karmen,,De Pijp - Rivierenbuurt,52.34473,4.90814,Entire home/apt,1,2,17-04-2016,0.04,1,0,120
29695341,Spacious and light home | hip location Amsterdam,2977696,Annebet,,Oud-Oost,52.35705,4.91918,Entire home/apt,2,5,30-09-2019,0.29,1,340,300
23376445,Sharing apartment with private parking spot,118703525,Regina,,Watergraafsmeer,52.35653,4.94559,Private room,2,26,23-09-2019,0.97,2,0,68
6312919,Spacious Appartment with garden,32761651,Daniela,,De Baarsjes - Oud-West,52.369609999999994,4.85965,Entire home/apt,2,44,25-10-2016,0.71,1,0,160
22605275,"Stylish, bright and spacious apartment with garden",8464136,Paola,,Noord-West,52.40982,4.9244900000000005,Entire home/apt,3,21,03-11-2019,0.77,1,243,280
26914484,"Bright, Colourful and Comfortable home",14161033,Jose,,Noord-West,52.41976,4.90665,Entire home/apt,3,5,23-04-2019,0.22,1,4,130
29003109,Unique Attic Studio at Yays Oostenburgergracht,218582446,Yays Oostenburgergracht,,Centrum-Oost,52.36911,4.92395,Hotel room,1,2,01-03-2019,0.13,6,364,145
17816285,Amsterdam Centre,121351044,Bahar,,Centrum-West,52.37925,4.88623,Private room,1,61,20-10-2019,1.56,1,365,170
8215422,"Green, quiet apt. with 2 bikes and 1 cat",2618733,Tim,,Bos en Lommer,52.3833,4.8533599999999995,Entire home/apt,3,12,06-01-2019,0.21,1,0,79
26143006,Private studio w/ jacuzzi - CENTRAL!,744499,Jordan & Sarah,,Centrum-West,52.38257,4.88598,Private room,2,10,03-01-2020,0.42,3,17,150
18129298,Sunny and spacious appartment in Oud-West,70097807,Iris,,De Baarsjes - Oud-West,52.358709999999995,4.85768,Entire home/apt,2,1,25-04-2017,0.03,1,0,124
5474594,Spacious Modern Apartment,8123017,Daryl,,Bos en Lommer,52.37782,4.8512699999999995,Entire home/apt,3,12,29-06-2017,0.19,1,0,110
42327785,A beautiful studio in the heart of jordaan,35181218,Idan,,Centrum-West,52.37647,4.8831,Entire home/apt,1,1,08-03-2020,0.32,1,97,86
10098550,Double room in luminous penthouse,8510828,Martin&Lauri,,Slotervaart,52.35495,4.8430800000000005,Private room,1,36,15-01-2018,0.69,2,0,55
25465959,Relax Room,192002178,Lipe,,De Baarsjes - Oud-West,52.36673,4.8636800000000004,Private room,2,16,01-10-2018,0.65,1,0,80
3526464,Lovely apartment with sunny balcony,14432602,Larissa,,Bos en Lommer,52.37818,4.8549,Entire home/apt,2,9,06-04-2015,0.13,1,0,60
28828044,Beautiful loft with wood and green and much sun!,217388016,David,,Oud-Noord,52.39591,4.9086,Entire home/apt,3,3,02-01-2019,0.15,1,0,295
20283047,Amsterdam spacious 3 story apartment,22323012,Bob,,Zuid,52.35168,4.8564,Entire home/apt,7,0,,,1,87,300
13035625,Apartment in Amsterdam with terrace,12875772,Jodie,,Oud-Oost,52.35672,4.91073,Entire home/apt,2,37,27-10-2019,0.79,1,365,199
9687750,Luxurious canal view apartment with whirlpool!,49623381,Mirte,,De Baarsjes - Oud-West,52.36067,4.85087,Entire home/apt,2,5,26-01-2017,0.09,1,0,120
38843863,Cosy & comfy apartment with balcony in Amsterdam,7259328,Stephanie,,De Baarsjes - Oud-West,52.370779999999996,4.84811,Entire home/apt,4,0,,,1,0,99
38869589,Cosy apartment close to nature and the city,1464510,Wendy And Bram,,Slotervaart,52.357240000000004,4.81986,Entire home/apt,2,0,,,78,0,150
12392592,Hotel in the heart of Amsterdam 2p,67005410,Feliciano,,Centrum-West,52.37525,4.90032,Private room,2,107,12-01-2020,2.14,16,360,115
6533303,Renovated Light city centre apt with terrace,34167670,Marcel,,Centrum-Oost,52.36913,4.91145,Entire home/apt,2,52,29-02-2020,0.87,1,0,210
22314715,Traditional Dutch house with fireplace,12288011,Willemijn,,Noord-West,52.41516,4.89187,Entire home/apt,10,0,,,1,0,90
13512259,Quiet home in the very heart of Amsterdam,75083038,Victoria&Pavel,,Centrum-Oost,52.36187,4.90172,Entire home/apt,5,9,10-10-2016,0.19,1,0,130
27107258,"Complete family house & garden, 15 min to center",91590623,Bas,,IJburg - Zeeburgereiland,52.3552,4.99362,Entire home/apt,2,8,02-01-2020,0.36,1,0,228
21658676,Middenweg,5873699,Alies,,Watergraafsmeer,52.354040000000005,4.92866,Entire home/apt,2,0,,,1,0,200
39268064,Cozy 2 room appt. just outside Amsterdam centre,141082645,Hidde,,De Baarsjes - Oud-West,52.37202,4.85268,Entire home/apt,2,2,25-11-2019,0.29,1,0,130
18148239,Modern 1 bedroom apartment w/ terrace near metro,15691794,Liam,,Oud-Oost,52.3583,4.91075,Entire home/apt,1,22,01-03-2020,0.57,1,0,82
16361896,Unique ground-floor apartment with garden in West,15440492,Goos & Arno,,De Baarsjes - Oud-West,52.36557,4.8512900000000005,Entire home/apt,3,0,,,1,0,149
18149087,Apartment 2pp in vibrant Oud West,57229175,Hans,,De Baarsjes - Oud-West,52.366409999999995,4.87142,Entire home/apt,2,20,22-01-2020,0.52,1,0,100
1149289,Light 74m2 apartment in the center ,2480643,Emma,,Centrum-Oost,52.36938,4.91983,Entire home/apt,3,96,22-02-2020,1.13,1,317,105
6533278,Roomy apt. in lively neighbourhood,6198842,Emiel,,Oostelijk Havengebied - Indische Buurt,52.36611,4.9445,Entire home/apt,3,4,09-09-2018,0.07,1,0,120
23446568,Something different and special,118838522,Robin,,Centrum-West,52.37603,4.88701,Private room,3,70,23-02-2020,2.51,1,322,240
10829979,Family house in child friendly area,17861290,Nienke,,Watergraafsmeer,52.34768,4.9372300000000005,Entire home/apt,7,0,,,1,0,150
18668202,Maisonette Apartment on Albert Cuyp Market,22268425,Florian,,De Pijp - Rivierenbuurt,52.35625,4.8990599999999995,Entire home/apt,3,3,15-07-2018,0.08,1,0,149
16922646,Vondel Park studio,7594884,"Ruben, Sarah & Lindy",,Zuid,52.3504,4.84685,Hotel room,3,79,02-03-2020,2.0,38,364,79
13785032,Spacious Apartment near City Center / Jordaan,43920730,Karin,,Westerpark,52.39005,4.879659999999999,Entire home/apt,2,2,16-10-2016,0.04,1,0,99
20929019,Comfortable apartment next to the Erasmuspark | 2P,150435994,Steven,,De Baarsjes - Oud-West,52.37287,4.85365,Entire home/apt,2,6,28-12-2017,0.18,1,0,80
13791697,Paradiso - monumental sleepover in rock temple,81048456,Paradiso,,Centrum-Oost,52.36187,4.88456,Entire home/apt,1,3,17-08-2016,0.06,1,0,100
18572594,Charming & cozy apartment close to RAI | 2P,128950672,Elsbeth,,De Pijp - Rivierenbuurt,52.34142,4.89414,Entire home/apt,2,2,06-06-2017,0.05,1,0,108
19150916,Light and spacious apartment in A'dam Oost,4216737,Fenja,,Oostelijk Havengebied - Indische Buurt,52.36339,4.93332,Entire home/apt,2,13,02-02-2020,0.38,2,6,265
31939350,"House at water w/ garden + 2 bikes, free parking",13910640,Wilma,,Noord-West,52.4069,4.90048,Entire home/apt,2,10,03-01-2020,0.64,1,3,200
27482691,Ruimtelijk app. op rustige en centrale toplocatie,207117971,Sanna,,De Pijp - Rivierenbuurt,52.342859999999995,4.91025,Entire home/apt,3,0,,,1,0,120
19342943,Modern 2-floor apartment in center - with rooftop,52734850,Adrien,,De Pijp - Rivierenbuurt,52.35667,4.89156,Entire home/apt,3,1,23-07-2017,0.03,2,0,475
30101911,Spacious canal apartment in city center,20202447,Damla,,Centrum-West,52.37664,4.87864,Entire home/apt,2,4,05-05-2019,0.23,1,0,199
11764965,Cozy central apartment,13384875,Sezi,,Westerpark,52.38199,4.87217,Entire home/apt,3,8,31-08-2019,0.16,1,0,83
17764159,Very Cozy Room near the center!,88350396,Yandsi,,De Pijp - Rivierenbuurt,52.35047,4.90294,Private room,2,63,05-11-2018,1.61,1,0,40
21184567,Cosy city house + garden,4593452,Evelien,,Oostelijk Havengebied - Indische Buurt,52.362109999999994,4.9455599999999995,Entire home/apt,2,18,24-06-2018,0.56,1,0,85
27690467,Amsterdam Appartment near Jordaan & Westerpark,21511958,Bernadette,,Westerpark,52.38293,4.87173,Entire home/apt,5,3,02-05-2019,0.15,1,0,73
15854242,Renovated & comfortable appartment in city center,41830207,Sabien,,Oud-Oost,52.357409999999994,4.90941,Entire home/apt,3,15,31-07-2019,0.34,1,0,150
40461718,One-Bedroom Grand at Yays Entrepothaven (4pax),289104253,Yays Entrepothaven,,Oostelijk Havengebied - Indische Buurt,52.36808,4.9468,Private room,1,0,,,6,365,818
1808774,Luxury Apartment in Amsterdam,9478790,Joris,,Watergraafsmeer,52.35644,4.94751,Private room,1,0,,,1,89,90
25984508,Authentic Amsterdam City Apartment,1522261,Emiel,,Centrum-West,52.37735,4.882619999999999,Entire home/apt,2,16,19-01-2020,0.68,1,0,200
35763671,Beautiful apartment(100m2) w/ view near citycentre,81834756,Christiaan & Josine,,Bos en Lommer,52.37757,4.83911,Entire home/apt,2,1,22-07-2019,0.09,1,162,220
21904971,Modern apartment next to the Vondelpark,5957086,Melanie,,De Baarsjes - Oud-West,52.3576,4.85577,Entire home/apt,4,3,18-12-2017,0.1,2,0,60
2398995,Lovely appartement near the Jordaan,10008303,Caroline,,Westerpark,52.37733,4.87668,Entire home/apt,2,25,21-07-2019,0.7,1,0,110
7126347,Nice house close to the center,15288818,Laura,,De Baarsjes - Oud-West,52.372279999999996,4.8598099999999995,Entire home/apt,4,0,,,1,0,135
21186088,Amstel City Apartment 10 min from downtown Ams,125033472,Joost,,Watergraafsmeer,52.34279,4.91982,Entire home/apt,2,2,14-01-2018,0.07,1,0,80
6580206,Cozy family appartment with garden,34165977,Janne,,Oud-Oost,52.353840000000005,4.9174,Entire home/apt,3,10,22-08-2019,0.17,1,0,150
18859865,Characteristic & Comfortable in old Amsterdam,5748254,Eva,,De Baarsjes - Oud-West,52.359359999999995,4.86177,Entire home/apt,3,6,03-06-2018,0.16,1,0,140
36192472,Architectural family home 180m2 w garden & parking,12853047,Marieke,,Oud-Noord,52.39902,4.9044099999999995,Entire home/apt,2,5,27-10-2019,0.43,1,21,126
2174398,Monumental Cozy Apartment + Garden,11091694,Mark,,Westerpark,52.39159,4.87204,Entire home/apt,2,9,08-09-2019,0.12,1,0,150
39662564,Beautiful duplex 2 bedrooms flat in Amsterdam,6384341,Gwen,,De Pijp - Rivierenbuurt,52.34534,4.9004,Entire home/apt,3,2,15-03-2020,0.36,1,0,250
6016788,"Charming Private Apartment, Nice Area",10958820,Marijke,,Oud-Noord,52.38609,4.91646,Private room,2,169,23-02-2020,2.75,1,38,120
20209731,COSY ONE BEDROOM APT in the PIJP...,50605149,Kim,,De Pijp - Rivierenbuurt,52.35429,4.90416,Entire home/apt,2,3,12-09-2017,0.09,1,0,100
1432499,Urban Living | Trees and Coffees! ,7699189,Robert,,Westerpark,52.37468,4.86526,Entire home/apt,3,32,17-08-2019,0.44,1,150,179
25174255,Private room in Amsterdam West (Bos & Lommer),60397782,Judith,,Bos en Lommer,52.38208,4.84852,Private room,2,7,24-02-2019,0.36,2,0,80
24496718,'De Barones' - House Boat in Amsterdam,185047879,Tjitte,,Oud-Noord,52.38385,4.90835,Entire home/apt,1,6,13-05-2019,0.23,1,0,385
