id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
20042159,Small room near the center,57725767,Anand,,Centrum-West,52.36786,4.89307,Private room,1,0,,,1,0
3017603,Cozy appartment with garden in Westerpark,6388063,Mark,,Westerpark,52.378820000000005,4.87479,Entire home/apt,6,8,09-08-2018,0.11,1,0
16868850,Bright double room on Wesperzijde,32730279,Susan,,Oud-Oost,52.350970000000004,4.91263,Private room,3,6,04-05-2017,0.15,1,0
14314114,Cozy studio in Eastern Amsterdam,5064519,Joeri,,Watergraafsmeer,52.33963,4.91979,Entire home/apt,2,26,04-08-2019,0.56,1,0
8491307,Appartment near center Amsterdam,44720337,Marinde,,Oud-Oost,52.35709,4.91319,Entire home/apt,4,2,01-11-2015,0.04,1,0
30783986,1-Bedroom w/ Twin Beds Apt in Jordaan Noordermarkt,230318574,Short Stay Group,,Centrum-West,52.37894,4.88587,Hotel room,1,0,,,6,315
21882460,The  Good Breath of the North - Home,63936618,Valerio,,Noord-Oost,52.4065,4.93124,Private room,15,0,,,2,0
8912201,Nice light appartement (100m2) - spec. family,7916220,Matthias,,Oostelijk Havengebied - Indische Buurt,52.36267,4.94339,Entire home/apt,5,5,17-08-2019,0.13,1,88
29723540,Modern and spacious apartment with roof terrace,223300195,Matthijs,,De Pijp - Rivierenbuurt,52.34601,4.91038,Entire home/apt,2,13,21-11-2019,0.67,1,0
18905360,Private Studio in Amsterdam-Zuid 15min from Center,131750368,Hassan,,Buitenveldert - Zuidas,52.33337,4.87389,Private room,2,8,12-08-2017,0.22,1,0
15653509,Cosy Apartment - Close to Vondelpark,33180205,Gerrit,,Zuid,52.35243,4.85475,Entire home/apt,2,7,07-05-2017,0.16,1,0
28244221,A secret escape in the middle of Town,213328357,Noa,,Centrum-West,52.38197,4.891719999999999,Private room,1,43,17-04-2019,2.01,1,0
34991281,Luxury stay close to the forest and city center,54144736,Alessandro,,Buitenveldert - Zuidas,52.32543,4.88353,Private room,3,0,,,1,0
20149767,Cosy small apartment in Amsterdam West,4868631,Marissa,,De Baarsjes - Oud-West,52.37173,4.86621,Entire home/apt,4,7,16-07-2018,0.21,1,0
15251558,Beautiful historic apartment with canal view,73401457,Ellen,,Centrum-West,52.371970000000005,4.8839999999999995,Entire home/apt,4,33,28-12-2019,0.75,1,360
9586960,Newyearseve Amsterdam (31dec-3jan),32510360,Nicole,,Zuid,52.3518,4.85575,Entire home/apt,1,1,03-01-2016,0.02,1,0
17900191,New: Stylish studio with private rooftop terrace,5065639,Wouter,,Zuid,52.34485,4.86037,Entire home/apt,2,118,08-03-2020,3.05,1,44
28975100,Cosy Apartment in Amsterdam South,9435259,Thierry,,Zuid,52.34357,4.86164,Entire home/apt,2,14,12-01-2020,0.74,9,202
1076673,Amsterdam Big Apartment near Centre,5357668,Frits,,De Pijp - Rivierenbuurt,52.34697,4.88934,Entire home/apt,2,18,20-09-2017,0.21,1,263
38594896,"Light waterfront house with view, 2 free bikes!",35228892,Carlos,,Oostelijk Havengebied - Indische Buurt,52.3706,4.9406300000000005,Private room,2,10,29-12-2019,1.18,1,0
23757197,Stylish design private room,2492723,Irene,,Zuid,52.35561,4.87544,Private room,3,1,13-04-2019,0.07,2,183
22919004,"Bright apartment in popular area, close to Centre!",5505945,Kwok-Wah (Kokkie),,De Baarsjes - Oud-West,52.368140000000004,4.8676699999999995,Entire home/apt,3,18,28-04-2019,0.65,1,0
13216056,Really nice room in a BIG flat,26073108,Maurane,,Centrum-West,52.36846,4.88284,Private room,1,0,,,3,0
26906887,Luxurious 3BR 100m2 apt near center of Amsterdam,199160098,Niels,,De Pijp - Rivierenbuurt,52.34353,4.89686,Entire home/apt,4,13,13-09-2019,0.57,2,13
20279173,Cozy house in a quiet street in a lively district,2923168,Merel,,De Pijp - Rivierenbuurt,52.35175,4.88896,Entire home/apt,1,5,21-04-2019,0.14,1,0
22448278,Light and luxurious city-view studio @ damsquare,26196506,Rosie,,Centrum-West,52.37699,4.8935900000000006,Entire home/apt,2,34,11-03-2020,1.17,2,157
10522903,"Canal LOFT, great LOCATION",1882741,Elena,,Centrum-West,52.37338,4.88799,Entire home/apt,7,78,16-03-2020,1.49,3,339
8875611,Historical tjalk in city center,5644597,Germaine,,Centrum-West,52.38431,4.89126,Entire home/apt,3,4,27-04-2016,0.07,2,0
29372226,"Bright, charming and new appartment",49787717,Imke,,Oostelijk Havengebied - Indische Buurt,52.36208,4.9411,Entire home/apt,3,4,02-12-2018,0.21,2,0
36621784,Residence 85 Amsterdam - Apartment A,271275338,Residence Eighty Five,,Centrum-Oost,52.36593,4.911490000000001,Entire home/apt,1,5,31-01-2020,0.46,8,189
34404767,Lovely ground floor apt with garden on a canal!,3678603,Fieke,,De Baarsjes - Oud-West,52.36837,4.8579300000000005,Entire home/apt,3,8,18-11-2019,0.61,1,0
20588015,"NEW: spacious, sunny & central + roof terrace!",661175,Merijn,,Oostelijk Havengebied - Indische Buurt,52.364509999999996,4.9381699999999995,Entire home/apt,3,0,,,1,0
15750247,"Water Warmth & Wifi, What else?",5113662,Stefan,,Geuzenveld - Slotermeer,52.37659,4.8192699999999995,Entire home/apt,5,1,02-04-2018,0.04,5,0
20115380,Lovely bright apt in hip & lively Amsterdam East,6908128,Betty,,Oud-Oost,52.35341,4.91812,Entire home/apt,2,5,19-09-2017,0.14,1,0
29043106,Cool apartment in Amsterdam,48131134,Rebekah,,De Baarsjes - Oud-West,52.35953,4.85755,Entire home/apt,4,3,25-02-2020,0.27,1,0
24073841,GREAT APPARTEMENT IN AMSTERDAM,49365416,Esra,,Oud-Oost,52.35753,4.91942,Entire home/apt,2,22,06-03-2020,0.83,1,34
38381341,Sunny Appartement 15 min. From Leidseplein,55863637,Vera,,Osdorp,52.35666,4.8121599999999995,Entire home/apt,1,2,16-02-2020,0.37,1,0
20146392,A&A @ Huygens,143295011,Archisman,,Watergraafsmeer,52.35021,4.94011,Private room,5,5,24-06-2018,0.14,1,0
21558686,Amsterdam Ijburg,156762155,Priscilla,,IJburg - Zeeburgereiland,52.35706,4.99139,Entire home/apt,2,2,26-11-2017,0.06,1,0
36193970,Luxurious 2-bedroom apartment centrally located!,62496974,Rik,,De Pijp - Rivierenbuurt,52.34045,4.90339,Entire home/apt,2,12,25-08-2019,1.07,1,66
13413379,Cozy apartment with garden (near Central Station),67067113,Rosanne,,Oud-Noord,52.387879999999996,4.923109999999999,Entire home/apt,4,9,17-09-2017,0.19,1,0
4114350,"Renovated, Bright Design Apartment",2113812,Daniel,,De Baarsjes - Oud-West,52.36949,4.85469,Entire home/apt,1,38,24-10-2019,0.74,1,124
6759073,Ground floor canal house,35385981,Joachim,,De Baarsjes - Oud-West,52.3591,4.85524,Entire home/apt,1,5,13-09-2016,0.08,1,0
2389008,Kidsproof huis naast cultuurpark   ,12203902,Judith,,Westerpark,52.38378,4.86908,Entire home/apt,2,53,19-02-2020,0.71,1,136
23482652,Two bedroom appartment,175305242,Matthijs,,Watergraafsmeer,52.34982,4.92125,Entire home/apt,4,3,19-03-2018,0.11,1,0
18367896,Spacious waterfront family home with sunny garden,82672450,Gaby,,IJburg - Zeeburgereiland,52.35088,5.0092099999999995,Entire home/apt,5,0,,,1,0
21458065,Private 'hotelroom' in canal house,155784925,Maarten,,Centrum-West,52.3685,4.88526,Private room,2,104,15-03-2020,3.42,1,121
22581281,Amazing luxurious sunny houseboat on Amstel river,166008693,Carmen,,Oud-Oost,52.35199,4.90984,Entire home/apt,3,1,03-01-2020,0.19,1,257
20636363,75m2 modern apartment in a good location,147541466,Masoud,,Watergraafsmeer,52.35698,4.94712,Entire home/apt,2,1,03-09-2017,0.03,1,0
10031824,Comfortable room near city centre,19759752,Minne,,Westerpark,52.37355,4.86766,Private room,2,96,08-03-2020,1.77,1,23
27396373,Nice room in stylish apartment with balcony,8571784,Enneke,,De Baarsjes - Oud-West,52.37059,4.85503,Private room,3,60,18-05-2020,2.71,2,45
15771567,Perfect spacious & bright apartment in city centre,101992039,Eva,,De Baarsjes - Oud-West,52.3666,4.87611,Entire home/apt,2,6,26-02-2017,0.14,1,0
36435632,Nice appartment in Amsterdam east with garden!,1930600,Liza,,Watergraafsmeer,52.35004,4.9196800000000005,Entire home/apt,2,1,04-09-2019,0.11,1,83
38841934,Luxury two-bedroom apartment (CENTRE AMS - PIJP),36333579,Patrick,,De Pijp - Rivierenbuurt,52.35585,4.90003,Entire home/apt,3,1,01-10-2019,0.12,1,0
21330883,Lovely&private studio  in the citycenter!,15996910,Eva & Matias,,Centrum-Oost,52.36915,4.90944,Entire home/apt,2,29,31-05-2020,0.9,5,17
1911182,Comfortable room - central + WIFI,7679262,Marijke,,Oostelijk Havengebied - Indische Buurt,52.36187,4.93374,Private room,2,306,12-03-2020,4.05,1,107
40582919,Amsterdam City Apartment,14583313,Niels,,Zuid,52.350840000000005,4.8489,Entire home/apt,2,0,,,1,10
22305089,Spacious apartment Amsterdam  museum/centre/vondel,9068179,Bob'S,,Zuid,52.3517,4.87932,Entire home/apt,2,5,11-08-2019,0.19,1,0
16401179,Exclusive canal apartment at a romantic Brouwersgracht,107448990,Malou,,Centrum-West,52.37893,4.89145,Private room,1,83,17-03-2020,1.98,2,182
28220320,Bright apartment in Amsterdam East,13228073,Olmo,,Oostelijk Havengebied - Indische Buurt,52.36405,4.93204,Entire home/apt,2,3,29-12-2019,0.15,1,0
18923991,Cozy Holiday Hideout in the heart of Amsterdam,34785772,Patrick,,De Baarsjes - Oud-West,52.36762,4.8651,Private room,2,2,18-07-2017,0.06,4,0
26558362,Private appartement center-walk  central station,146766943,Rony,,Centrum-West,52.378809999999994,4.89537,Entire home/apt,3,12,09-03-2020,0.53,6,52
6257253,Cute house with cat in the center!,32505099,Noa,,Centrum-West,52.37438,4.890219999999999,Entire home/apt,2,15,09-07-2018,0.24,1,0
38160039,Apartment 5 min walk form Vondelpark,45267217,Ornela,,Zuid,52.35518,4.85222,Entire home/apt,2,3,11-11-2019,0.34,1,0
5081851,perfect place to spend your holiday,26247171,Finist & Irene,,Bos en Lommer,52.37757,4.84938,Entire home/apt,2,11,04-04-2017,0.17,1,0
6266181,"Luxurious 142m2, 2 bedroom home",7807364,Ilse,,Buitenveldert - Zuidas,52.32435,4.857469999999999,Entire home/apt,4,1,09-09-2019,0.11,1,0
9498536,Lovely studio in,49104895,Steyn,,De Pijp - Rivierenbuurt,52.35448,4.90019,Entire home/apt,2,0,,,1,0
5707059,Ground floor apartment - Amsterdam,16820788,Priscilla,,De Baarsjes - Oud-West,52.36139,4.859430000000001,Entire home/apt,2,21,13-10-2019,0.42,1,0
22147378,"Cozy, modern apartment in Amsterdam with doublebed",161744703,Simone,,Bos en Lommer,52.38241,4.85364,Entire home/apt,2,1,17-12-2017,0.03,1,0
39575331,NEW Place near Museumplein,304024282,Mick,,Zuid,52.3538,4.86981,Entire home/apt,1,2,08-12-2019,0.32,1,0
12552433,Loft next to Red Light District!,21757223,Jesper,,Centrum-West,52.37681,4.89992,Entire home/apt,2,0,,,1,0
43065235,STUDIO OVERLOOKING ALBERT CUYP MARKET,276248209,Akul,,De Pijp - Rivierenbuurt,52.35515,4.896669999999999,Entire home/apt,7,0,,,19,364
29279400,Spacious 4p app next to red light disctrict,220588814,Lindsay,,Centrum-Oost,52.37084,4.90038,Entire home/apt,2,5,01-01-2019,0.25,1,0
10328570,17th century canal house,25008098,Roy And Jacob,,Centrum-Oost,52.36466,4.90035,Entire home/apt,3,5,02-01-2020,0.1,1,215
19958831,Lovely bright Amsterdam Apartment with garden!,139621449,Louise,,Bos en Lommer,52.3778,4.85102,Entire home/apt,2,0,,,1,0
25184524,spacious apartment overlooking rembrandtpark,20304784,Carlijn,,Slotervaart,52.36143,4.84443,Entire home/apt,1,16,01-01-2020,0.64,1,0
3306530,"Light,Spacious, Big Family house",10326227,Dominique,,De Pijp - Rivierenbuurt,52.34018,4.8974400000000005,Entire home/apt,4,14,06-08-2019,0.2,1,260
19753481,Perfect apartment for two!,128354726,Kim,,Oud-Oost,52.3552,4.92406,Entire home/apt,2,2,03-09-2017,0.06,2,0
38400670,Spacious industrial apartment in the city center,15422752,Pelle,,Centrum-Oost,52.36853,4.92392,Entire home/apt,2,6,02-01-2020,0.76,1,30
12788194,Beautiful apartment in de Pijp!,58965355,Tim,,De Pijp - Rivierenbuurt,52.353120000000004,4.88928,Entire home/apt,2,20,20-08-2017,0.45,1,0
12504637,modern apartment,67714402,Friso,,De Baarsjes - Oud-West,52.36834,4.8726400000000005,Entire home/apt,2,15,23-09-2017,0.32,1,0
13721713,Private studio in quiet up-and-coming neighborhood,63345467,Daan,,Bos en Lommer,52.3768,4.84957,Private room,2,162,17-03-2020,3.38,1,257
10891119,Luxurious studio apartment  30 m2,56440053,Taco And Marieke,,De Aker - Nieuw Sloten,52.3426,4.79925,Entire home/apt,1,217,13-03-2020,4.12,2,318
7299468,Light and relaxing home in the Pijp,977201,Charles,,De Pijp - Rivierenbuurt,52.35479,4.90191,Entire home/apt,5,1,09-08-2015,0.02,1,0
34999750,"Cozy room for couple in bright apt, ideal location",254337995,Franco,,Oud-Oost,52.35644,4.91742,Private room,2,28,28-09-2019,2.25,1,0
16585365,Centrally located Apartment in Amsterdam,33569028,Sarah,,Oostelijk Havengebied - Indische Buurt,52.36002,4.9356800000000005,Entire home/apt,4,17,16-04-2019,0.41,2,0
18836515,Studio in de Pijp,43566445,Anne,,De Pijp - Rivierenbuurt,52.35731,4.89518,Entire home/apt,3,5,02-10-2017,0.14,1,0
760599,Private guest apartment on a shared boat,4009374,Simon,,Centrum-Oost,52.3658,4.89911,Shared room,4,63,05-01-2020,0.77,1,0
16340282,Very spacious canal apt in centre with garden,68045080,Giesje,,Centrum-Oost,52.36946,4.9079,Entire home/apt,2,4,03-11-2019,0.1,1,0
15948451,Modern apartment,16426800,Gjalt,,Gaasperdam - Driemond,52.29295,4.96976,Entire home/apt,3,2,29-08-2018,0.06,1,0
7254698,Private room in center of Amsterdam,37984061,Evert,,Centrum-Oost,52.359609999999996,4.89424,Private room,4,15,23-02-2016,0.25,1,0
32949699,Eco Spring Room 2.2,5163484,Dave,,IJburg - Zeeburgereiland,52.36202,4.97778,Private room,2,44,22-02-2020,2.91,2,169
14802237,Elegant Modern Apartment in Historical Centre.,3664575,Martijn,,Centrum-Oost,52.370290000000004,4.89952,Entire home/apt,2,28,01-01-2020,0.62,1,6
7924622,Canal House Amsterdam City Center,41788459,Jill,,Centrum-Oost,52.36452,4.90792,Entire home/apt,2,21,06-03-2020,0.38,2,0
33977762,Amsterdam Apartments Second Floor,203460948,City,,Zuid,52.36037,4.88511,Hotel room,5,0,,,11,365
18349213,Wonderful apartment in Oost,18597360,Nana,,Oud-Oost,52.36132,4.92729,Entire home/apt,1,6,25-06-2017,0.16,1,0
7107279,Light garden room,2209127,Robbert,,De Baarsjes - Oud-West,52.36541,4.851780000000001,Private room,10,16,27-08-2017,0.27,3,0
1041309,Museum square - light apartment - rooftop terrace,5732915,Martine,,Zuid,52.352579999999996,4.8821,Entire home/apt,3,48,04-03-2020,0.56,1,14
39663317,"NEW! Luxury Apartment ""Morningstar""",198405490,Suzanne,,De Pijp - Rivierenbuurt,52.35625,4.88847,Entire home/apt,3,0,,,10,19
670828,Beautiful & Artistic APT | CITY CENTRE!,1609969,Inez,,Centrum-West,52.372479999999996,4.876119999999999,Entire home/apt,2,30,27-10-2019,0.32,1,0
17274651,Rustige kamers in Amsterdam Oost,116489828,Hector,,IJburg - Zeeburgereiland,52.37421,4.96514,Private room,1,12,20-08-2017,0.3,1,0
15387655,Beautiful city center apartment,38812056,Beau,,Centrum-Oost,52.36075,4.89449,Entire home/apt,2,4,01-01-2017,0.09,1,0
9008662,Stylish home with garden at trendy East + 2 bikes,47042354,Carlijn,,Oud-Oost,52.35229,4.91885,Entire home/apt,3,10,15-09-2019,0.2,1,0
15922851,Modern apartment with balcony in central De Pijp,72540522,Claire,,De Pijp - Rivierenbuurt,52.351890000000004,4.89525,Entire home/apt,2,28,02-01-2020,0.66,1,364
9440696,rooftop terrace apartment,3363026,M.R.P.,,De Pijp - Rivierenbuurt,52.35152,4.8918800000000005,Private room,1,0,,,1,0
552145,"Near city center, green area, WIFI",2460631,Lardy,,De Baarsjes - Oud-West,52.36694,4.8503300000000005,Entire home/apt,5,18,05-03-2018,0.19,1,0
21000245,Beautiful ground floor apartment in Amsterdam!,151189435,Maarten,,De Baarsjes - Oud-West,52.37177,4.84996,Entire home/apt,2,7,23-03-2019,0.22,1,0
8964889,4 BD on minor Amsterdam canal,12088138,Sjoerd,,Oud-Oost,52.355740000000004,4.92644,Entire home/apt,1,0,,,1,0
16187178,Great apartment in museum area with roof terrace,105701154,Leo,,Zuid,52.35313,4.88362,Entire home/apt,2,3,15-01-2017,0.07,1,0
27546826,"Welcome to my cosy, spacious, plant-filled home",2068431,Iris,,Bos en Lommer,52.38343,4.8499,Entire home/apt,2,14,25-08-2019,0.65,1,0
12641684,Light and Modern apt at the Beautiful Oosterpark:),13436838,Mirjam,,Oud-Oost,52.36235,4.9246099999999995,Entire home/apt,2,5,02-06-2018,0.1,1,0
7392028,Charming apartment in 'de pijp',38729730,Anouk,,De Pijp - Rivierenbuurt,52.35321,4.90229,Entire home/apt,3,20,22-09-2019,0.34,1,0
30200793,A Location Canal house,23376183,Arjen,,Centrum-West,52.36607,4.8816,Entire home/apt,4,12,28-04-2019,0.67,1,48
22153696,Cosy & Comfy apartment near City-Center,14240064,Mickael,,De Baarsjes - Oud-West,52.36063,4.86961,Private room,2,0,,,2,0
1835978,great apartment near the center,9598593,Destiny,,Westerpark,52.37826,4.87426,Entire home/apt,2,42,22-04-2019,0.54,1,0
6371723,Spacious Loft in the City Centre,19781649,Theo,,Centrum-Oost,52.37478,4.90394,Entire home/apt,2,15,02-06-2017,0.24,1,0
33683665,Luxurious and Cozy Home in 'De Jordaan',65329014,Anne-Floor,,Centrum-West,52.373459999999994,4.8800300000000005,Entire home/apt,4,4,24-06-2019,0.31,1,0
35062443,Private 2bedroom luxury apartment at old shipyard,264118460,Ben,,Noord-West,52.40883,4.89288,Entire home/apt,2,1,20-10-2019,0.13,1,0
1795894,Great apartment in the lovely south incl. bike,9419384,Bart,,De Pijp - Rivierenbuurt,52.34335,4.90118,Entire home/apt,5,4,15-02-2020,0.15,1,0
8835156,"Nice, cosy apartment in Adam East!",46272896,Joyce,,Oud-Oost,52.36156,4.92681,Entire home/apt,2,19,02-09-2019,0.34,1,0
27644379,Cosy & quiet 2 pers. apartment close to Canals <3,12147206,Pieter,,De Baarsjes - Oud-West,52.367940000000004,4.8764400000000006,Entire home/apt,2,14,21-07-2019,0.72,1,0
13340212,Cosy Apartment in Amsterdam West,30199426,Hanaa,,Westerpark,52.38458,4.8724099999999995,Entire home/apt,2,6,19-04-2017,0.14,1,0
39267402,Amazing Apartment Amsterdam RAI&Center (165m2),8851707,Arthur,,Buitenveldert - Zuidas,52.33173,4.88995,Entire home/apt,3,5,05-01-2020,0.65,3,35
15340320,Spacious and light apartment,4353843,Barbara,,Oud-Oost,52.36299,4.92865,Entire home/apt,5,7,16-03-2019,0.17,1,0
13618890,Houseboat in centre of Amsterdam,14034009,Sander,,Centrum-West,52.38743,4.89277,Entire home/apt,2,43,02-01-2020,0.94,1,23
5744391,Luxury apartment with roof terrace,19697873,Rutger,,De Pijp - Rivierenbuurt,52.35758,4.90315,Entire home/apt,5,6,09-06-2018,0.1,1,0
505650,Stylish Design Apartment,2492723,Irene,,Zuid,52.355,4.87611,Private room,3,127,23-02-2020,1.36,2,323
7525903,Big Bright Room on 2 Floors,37803185,Charlotte,,Bos en Lommer,52.38214,4.85109,Private room,1,6,26-08-2015,0.1,3,0
17716769,Modern Room close to the center,20767765,Oyku Su,,Oostelijk Havengebied - Indische Buurt,52.36079,4.9385900000000005,Private room,3,0,,,1,0
14588392,Lovely apartment near Vondelpark and restaurants,90451142,Wendy,,Zuid,52.35281,4.853940000000001,Entire home/apt,2,1,02-09-2016,0.02,1,0
16318081,"Charming, spacious and great location",18428254,Ianthe,,De Pijp - Rivierenbuurt,52.34898,4.89573,Entire home/apt,2,34,16-07-2019,0.81,1,0
41684150,AMSTERDAM Beautiful stay,2044534,Veronica,,Centrum-Oost,52.36914,4.90665,Entire home/apt,3,0,,,1,88
17519833,Stylish apartment in Pijp,50844021,Maham,,De Pijp - Rivierenbuurt,52.35167,4.90442,Entire home/apt,3,18,12-05-2019,0.45,1,0
13420179,Spacious (80m2) apartment & garden in De Pijp,73335052,Milou,,De Pijp - Rivierenbuurt,52.35204,4.88875,Entire home/apt,2,33,01-03-2020,0.69,1,0
16143042,Apartment with roof terrace in charming De Pijp,18409224,Maja,,De Pijp - Rivierenbuurt,52.351929999999996,4.8909400000000005,Entire home/apt,2,3,03-09-2017,0.09,1,0
17551251,Modern and Spacious Apartment,13791537,Alexandra,,Oud-Oost,52.35463,4.91061,Entire home/apt,2,2,23-04-2017,0.05,1,0
18670045,Beautiful sunny design apartment,17117154,Pinar,,Westerpark,52.38022,4.87023,Entire home/apt,2,15,10-06-2018,0.4,1,0
2944820,Canal view Ground floor family appartment,15034739,Mirjam,,De Baarsjes - Oud-West,52.36504,4.8764199999999995,Entire home/apt,5,1,23-09-2018,0.05,1,0
13463261,Apartment with canal view near museum district,35488955,Joekenel,,De Pijp - Rivierenbuurt,52.34854,4.89126,Entire home/apt,3,48,23-02-2020,1.02,1,0
30414719,Central 2 bedroom family home,4155386,Eva,,De Baarsjes - Oud-West,52.36685,4.8735800000000005,Entire home/apt,2,0,,,1,0
4878292,Cozy ground floor apartment,18162272,Fokkelien,,De Baarsjes - Oud-West,52.368190000000006,4.87327,Entire home/apt,4,2,26-04-2016,0.04,1,0
22588617,1 bedroom apartment in Albert Cuyp Market,36240248,Sha,,De Pijp - Rivierenbuurt,52.35582,4.9003,Private room,1,1,28-01-2018,0.03,1,0
40530952,"Cozy, light appartement in trendy Amsterdam West!",52744838,Baukje,,Bos en Lommer,52.3824,4.85838,Entire home/apt,1,0,,,1,0
14355043,Tasteful apartment with terrace at the Vondelpark,87789252,Annelies,,Zuid,52.3567,4.857130000000001,Entire home/apt,3,13,30-08-2018,0.28,1,0
15544148,Modern private apartment,28393476,Wibout,,De Pijp - Rivierenbuurt,52.35447,4.89864,Entire home/apt,3,22,06-10-2019,0.54,1,0
21133952,Cosy 2-bedroom apartment Amsterdam-West (Baarsjes),7133864,Lotte,,De Baarsjes - Oud-West,52.37212,4.85902,Entire home/apt,3,13,01-12-2019,0.41,1,0
13246076,Cosy apartment in Amsterdam near the center,74453925,Wilbert,,De Baarsjes - Oud-West,52.37214,4.849419999999999,Entire home/apt,6,0,,,1,0
3119087,"Nice apartment, near A'dam station",13435087,Nirma,,Oud-Noord,52.38763,4.90835,Entire home/apt,1,10,04-10-2014,0.14,1,0
8880426,Amazing apartment in Old West near Vondelpark,46470111,Karel,,De Baarsjes - Oud-West,52.36055,4.86003,Entire home/apt,3,1,08-11-2015,0.02,2,0
2985952,Spacious&friendly garden apartment,1448980,Laila,,Oud-Oost,52.35325,4.91147,Entire home/apt,6,35,11-08-2019,0.47,1,182
28048761,Cozy room close to city center - Great location,38743697,Louis,,De Baarsjes - Oud-West,52.36845,4.8664,Private room,2,2,02-10-2018,0.09,1,0
13138677,Spacious & supurb family house in Amsterdam West,23156884,Dirk.Jacob,,De Baarsjes - Oud-West,52.36744,4.85491,Entire home/apt,2,3,12-08-2016,0.06,1,0
28929714,Specious and cozy one bedroom in the centre of Ams,38068070,Guus,,Zuid,52.352059999999994,4.85818,Entire home/apt,5,0,,,1,0
38530763,"Quiet Neighbourhood, in the historical centre!",12724394,Chretien,,Centrum-West,52.38583,4.889530000000001,Entire home/apt,1,17,23-02-2020,1.9,1,0
8019850,Wonderful Groundfloor apt w/ garden,41831236,Niek,,Zuid,52.34513,4.84826,Entire home/apt,2,12,24-09-2016,0.21,1,0
17724135,Relaxing city experience,120842942,Marjolein,,Watergraafsmeer,52.35368,4.9283,Entire home/apt,4,20,03-01-2020,0.55,1,17
6352873,Lifetime experience at the heart of Amsterdam,33094280,Jennifer,,Centrum-Oost,52.37105,4.93069,Entire home/apt,4,0,,,1,0
36558555,Light and cosy apartment in Amsterdam,81783992,Coen,,Bos en Lommer,52.380109999999995,4.8602300000000005,Entire home/apt,2,4,29-09-2019,0.39,1,0
8759643,Groovy house in Indische Buurt,45936182,Jacob,,Oostelijk Havengebied - Indische Buurt,52.365390000000005,4.93925,Entire home/apt,5,35,22-04-2019,0.7,1,0
39887021,"Appartement in Amsterdam Noord, vlakbij de metro.",10073786,Ferdie,,Noord-West,52.40818,4.91927,Entire home/apt,2,7,27-01-2020,1.05,1,89
32300799,COZY complete apartment between Center and Oost,38464749,Lotte,,Oud-Oost,52.35587,4.90935,Entire home/apt,2,11,05-01-2020,0.71,1,0
36309835,Central & Cosy place!,5020505,Michèle,,De Baarsjes - Oud-West,52.36124,4.86297,Entire home/apt,2,10,09-03-2020,1.06,1,361
3167581,Cosy apartment near city centre,16066434,Ronald,,Bos en Lommer,52.37453,4.84664,Entire home/apt,3,35,22-10-2018,0.48,1,161
2579698,Central apartment with parkview,12533715,Suzanne,,Bos en Lommer,52.3747,4.85011,Entire home/apt,3,34,06-01-2020,0.57,1,160
15077400,Beautiful app. with private guest room,56039944,Mirte,,Oostelijk Havengebied - Indische Buurt,52.36287,4.93465,Entire home/apt,2,34,06-10-2019,0.75,1,16
21114452,Spacious house with rooftop terrace,12638398,Jonne & Sjors,,Bos en Lommer,52.3805,4.85465,Private room,2,48,08-03-2020,1.51,1,53
34882039,Luxury brand new houseboat city centre Amsterdam,206111729,Ton,,Centrum-West,52.38483,4.894880000000001,Private room,3,31,19-02-2020,2.53,3,55
42446371,Spacious Serviced Apartment with River View,228208519,Eric,,Centrum-Oost,52.37644,4.90762,Entire home/apt,1,0,,,5,356
18496957,"Perfect apartment for two, with the best location!",128354726,Kim,,Oud-Oost,52.35678,4.91366,Entire home/apt,1,11,10-08-2017,0.31,2,0
2557385,"House boat,hart of center Amsterdam",5582413,Karianne,,Centrum-Oost,52.374359999999996,4.9019699999999995,Entire home/apt,3,66,18-08-2019,0.89,1,183
7757518,comfi apartment in Amsterdam,38833708,A,,Centrum-Oost,52.361309999999996,4.9107,Entire home/apt,1,9,21-07-2016,0.15,2,0
5248074,Double bed in eco house with garden,23865316,Bastiaan,,Slotervaart,52.35272,4.82811,Private room,4,230,05-03-2020,3.63,2,46
12057395,Unique & Stylish Penthouse LOFT @ The Vondelpark!,46691672,Eva & Kobe,,Zuid,52.35627,4.85122,Entire home/apt,2,26,07-10-2019,0.52,1,21
29095106,Trendy & comfortable apartment!,107965406,Lieke,,Oud-Oost,52.353429999999996,4.91887,Entire home/apt,5,3,03-01-2020,0.16,1,0
779175,Sleep on board of our ship in North Amsterdam,3357851,Henri,,Westerpark,52.39389,4.87898,Private room,3,73,02-03-2020,0.81,6,198
30392132,Comfortable 2-Bedroom Apt in De Pijp Area! (4pax),228196756,Short Stay Group,,De Pijp - Rivierenbuurt,52.35307,4.90143,Hotel room,1,4,30-11-2019,0.32,4,301
27276686,Family house in Bos en Lommer,58353873,Tamara,,Bos en Lommer,52.3776,4.85404,Entire home/apt,3,7,04-01-2020,0.32,1,0
5128825,Great classic modern family home,21849097,Coen,,Bos en Lommer,52.3806,4.85847,Entire home/apt,3,25,19-02-2020,0.41,1,0
13778923,Bright canal view apartment Amsterdam city center,80894385,Milou,,Centrum-Oost,52.370670000000004,4.90431,Entire home/apt,2,23,04-08-2019,0.48,1,0
