Timestamp,Age,Gender,City,Position,Years of experience,Your level,Current Salary,Salary one year ago,Salary two years ago,Are you getting any Stock Options?,Main language at work,Company size,Company type
14/12/2018 23:55:34,,M,Stuttgart,iOS Developer,3,Middle,65000,,,No,English,50-100,Product
15/12/2018 00:16:42,37,M,Tübingen,Software Engineer,15,Senior,65000,65000,,No,English,50-100,Product
15/12/2018 00:27:54,34,M,Berlin,Java Developer,10,Senior,86000,72000,,No,English,100-1000,Product
15/12/2018 00:29:01,28,M,Berlin,DevOps,3,Middle,68000,55000,,No,English,10-50,Product
15/12/2018 00:31:39,31,M,Berlin,Senior PHP Developer,11,Senior,61000,55000,49000,No,English,100-1000,Product
15/12/2018 00:51:51,25,M,Berlin,Fullstack,5,Senior,60000,53000,47000,No,English,10-50,Product
15/12/2018 01:05:26,25,M,Berlin,Java developer,4,Middle,48000,42000,38000,No,English,10-50,Agency
15/12/2018 01:09:43,29,M,Berlin,Team Lead,10,Senior,75000,75000,62000,No,English,100-1000,Startup
15/12/2018 01:19:44,28,M,München,Product Manager,5,Middle,65000,62000,65000,No,Russian,1000+,Product
15/12/2018 01:42:11,49,M,Frankfurt,PD,20,Senior,120000,,,No,English,1000+,
15/12/2018 01:59:53,38,M,Stuttgart,IT Berater,18,Senior,84000,84000,84000,Yes,Russian,up to 10,Agency
15/12/2018 03:11:43,26,M,München,Java & JS Developer,4,Middle,54000,50000,,No,English,50-100,Product
15/12/2018 03:41:51,25,F,Berlin,Java developer ,1,Junior,40000,40000,,No,Deutsch,10-50,Product
15/12/2018 05:40:22,43,M,München,Frontend developer ,10,Senior,61000,55000,,No,English,100-1000,Product
15/12/2018 06:04:26,35,M,München,DevOps engineer ,15,Senior,85000,65000,65000,No,Deutsch,100-1000,Product
15/12/2018 07:10:41,31,M,Köln,web developer,2.5,,35000,35000,,No,Deutsch,10-50,Agency
15/12/2018 07:21:46,27,M,München,iOS Developer,6,Senior,68000,55700,50000,No,English,100-1000,Startup
15/12/2018 07:45:54,33,M,München,Senior Java Developer,12,Senior,75000,68000,65000,No,English,10-50,Startup
15/12/2018 08:33:32,,M,Berlin,Senior Software engineer C++,10,Senior,96000,,,Yes,English,up to 10,Product
15/12/2018 08:40:51,40,M,Köln,network engineer ,15,Senior,70000,,,No,English,100-1000,Product
15/12/2018 08:57:08,32,M,Berlin,C# Developer ,5,Senior,55000,,,No,English,10-50,Product
15/12/2018 09:05:31,,M,Berlin,Senior Sys Admin,10,Senior,50000,,,No,English,50-100,Product
15/12/2018 09:06:45,,F,Berlin,C++ Developer ,10,Senior,57000,,,No,English,100-1000,Product
15/12/2018 09:16:51,32,M,Berlin,Senior PHP developer,8,Senior,60000,55000,48000,No,English,1000+,Product
15/12/2018 09:25:30,31,F,Berlin,QA,10,Senior,44000,40000,40000,No,English,100-1000,Startup
15/12/2018 09:26:39,36,M,München,Product Manager,10,Senior,95000,80000,60000,No,Deutsch,1000+,Product
15/12/2018 09:37:47,,F,Frankfurt,QA Consultant ,5,Middle,55000,48000,42000,No,Deutsch,10-50,Startup
15/12/2018 10:03:26,,M,München,Senior PHP Developer,18,Senior,67000,67000,67000,No,English,100-1000,Product
15/12/2018 10:11:07,31,F,Berlin,TA Engineer,8,Middle,46000,43000,40000,No,English,100-1000,Product
15/12/2018 10:12:07,30,M,Berlin,CTO,9,Senior,90000,67000,55000,Yes,English,up to 10,Agency
15/12/2018 10:26:31,33,M,München,Senior software engineer ,11,Senior,92000,76000,76000,No,English,50-100,
15/12/2018 10:27:44,33,M,Berlin,Java script,16,Senior,95000,80000,80000,Yes,English,10-50,Product
15/12/2018 10:29:47,38,M,München,Frontend,5,Senior,70000,50000,40000,No,English,10-50,Startup
15/12/2018 10:40:52,30,M,,Software Architect,11,Senior,115000,,75000,,English,1000+,
15/12/2018 10:43:27,28,M,Berlin,Lead DevOps,7,Senior,70000,65000,62000,No,English,100-1000,Startup
15/12/2018 10:45:12,37,M,Brno,DevOps,17,Middle,35000,25000,15000,Yes,English,100-1000,Product
15/12/2018 10:47:27,26,M,Berlin,QA Lead,7,Senior,60000,,,No,English,100-1000,Product
15/12/2018 10:50:57,31,M,München,Hardware Engineer ,9,Senior,90000,87000,,Yes,English,1000+,Product
15/12/2018 10:51:04,31,M,München,Hardware Engineer ,9,Senior,90000,87000,,Yes,English,1000+,Product
15/12/2018 10:52:39,37,M,Berlin,Senior Backend Developer,17,Senior,80000,65000,61000,No,English,50-100,Startup
15/12/2018 10:52:50,,M,München,Data Scientist,5,Middle,90000,90000,50000,No,English,1000+,Product
15/12/2018 10:55:32,33,M,München,System Administrator,13,Senior,72000,70000,68000,No,Russian,10-50,Startup
15/12/2018 10:58:28,38,M,Berlin,Fullstack,5,Senior,55000,,,No,Deutsch,100-1000,Agency
15/12/2018 11:02:41,30,M,Berlin,Python Developer,2.5,Middle,52000,48000,42500,No,English,50-100,Product and Projects
15/12/2018 11:04:08,37,M,Dresden,Developer,10,Senior,53000,51000,49000,No,Deutsch,100-1000,Product
15/12/2018 11:12:37,30,M,Berlin,Javascript Developer in Test,8,Senior,72000,55000,55000,Yes,English,1000+,Product
15/12/2018 11:13:19,31,M,,Software Architect,12,Senior,80000,,,No,English,1000+,
15/12/2018 11:13:33,41,M,München,CEO,20,,200000,200000,150000,Yes,Deutsch,up to 10,Startup
15/12/2018 11:14:22,27,M,Berlin,Scala developer,5,Middle,63000,56000,52000,Yes,English,1000+,E-Commerce
15/12/2018 11:17:09,30,M,Berlin,Front-end developer ,,Senior,73300,67000,55000,Yes,English,1000+,Product
15/12/2018 11:22:15,,M,München,DevOps Architect ,10,Senior,115000,,,No,English,1000+,Development
15/12/2018 11:27:53,34,M,Berlin,QA Engineer,12,Senior,73500,70000,65000,No,English,100-1000,Product
15/12/2018 11:33:00,31,M,Berlin,Software Developer,10,Senior,83000,65000,57000,No,English,1000+,Product
15/12/2018 11:38:11,33,M,Krakow,DevOps Engineer,7,Senior,42000,35000,20000,No,English,100-1000,Outsource
15/12/2018 11:44:15,39,F,München,BI Developer,5,Middle,56000,51000,,No,English,1000+,Product
15/12/2018 11:45:48,30,M,Berlin,Senior Software Engineer,9,Senior,130000,120000,120000,Yes,English,1000+,Product
15/12/2018 12:07:50,30,M,Berlin,,,Senior,70000,68000,,Yes,English,100-1000,Startup
15/12/2018 12:11:10,24,M,Berlin,SEM Manager,5,Middle,45000,,,No,English,100-1000,Startup
15/12/2018 12:15:22,,M,Dublin,IOS developer ,7,Senior,57000,53000,51000,No,English,50-100,Product
15/12/2018 12:16:26,29,F,Amsterdam,Backend developer,4,Middle,58000,49500,,No,English,10-50,Startup
15/12/2018 12:18:59,30,M,Amsterdam,Lead developer,8,Senior,65000,58000,58000,No,English,1000+,
15/12/2018 12:21:06,23,M,Eindhoven,Python Developer,5,Senior,47500,,,No,English,50-100,Product
15/12/2018 12:22:50,33,M,München,iOS Developer,12,Middle,70000,66000,60000,No,English,,Product
15/12/2018 12:24:14,21,M,Amsterdam,Software Engineer 2(Frontend),4,Middle,90000,62000,,Yes,English,1000+,Product
15/12/2018 12:32:35,,F,Berlin,QA Automation Engineer,5,Middle,50000,40000,,No,English,50-100,Startup
15/12/2018 12:37:08,33,M,Berlin,Senior Software Engineer,12,Senior,85000,65000,65000,No,English,1000+,Product
15/12/2018 12:39:12,30,M,Amsterdam ,Systems engineer,8,Senior,65000,,,No,English,1000+,Product
15/12/2018 12:39:49,34,M,Berlin,Oracle Developer,5,Middle,62000,60000,58000,No,Deutsch,100-1000,
15/12/2018 12:40:24,40,M,München,Oracle Pl/SQL Developer,20,Senior,60000,55000,50000,No,Deutsch,10-50,Product
15/12/2018 12:43:25,28,F,Luxembourg,BI developer,8,Middle,66000,,,No,French,100-1000,Agency
15/12/2018 12:44:08,32,M,Amsterdam,Senior JS Enigneer,15,Senior,75000,,,No,English,100-1000,Product
15/12/2018 13:00:03,37,M,Amsterdam,Perl/Java Developer,,Middle,70000,55000,,No,English,1000+,Product
15/12/2018 13:05:32,33,M,Berlin,Software Engineer,10,Senior,65000,,,No,English,10-50,Product
15/12/2018 13:05:37,33,M,Berlin,Software Engineer,10,Senior,65000,,,No,English,10-50,Product
15/12/2018 13:09:24,28,M,Amsterdam,Python Developer,6,Senior,70000,30000,26000,No,English,100-1000,Product
15/12/2018 13:10:58,,F,München,Java developer,7,Senior,62000,55000,52000,No,English,1000+,Product
15/12/2018 13:12:36,22,F,München,Data Scientist,1,Middle,55000,,,No,English,10-50,Startup
15/12/2018 13:17:44,30,M,Berlin,iOS Developer,5,Senior,60000,50000,45000,No,English,50-100,Startup
15/12/2018 13:22:45,25,M,München,QA Engineer,5,Middle,56000,55000,,Yes,English,1000+,Product
15/12/2018 14:03:17,33,M,Konstanz,Data Scientist,10,Middle,65000,60000,60000,No,English,50-100,Product
15/12/2018 14:24:35,25,M,Amsterdam,Software Developer,6,Middle,78000,72500,,Yes,English,1000+,Product
15/12/2018 14:44:59,25,M,Amsterdam,Python Test Automation Engineer,4,Senior,60000,,,No,English,100-1000,
15/12/2018 14:53:13,35,M,München,Senior Java Developer,12,Senior,85000,,,No,English,100-1000,Product
15/12/2018 15:11:34,34,F,,Senior .Net developer,12,Senior,61000,,,No,English,1000+,Product
15/12/2018 15:14:45,31,M,Amsterdam,C++ Engineer,10,Senior,68000,65000,65000,No,English,1000+,Product
15/12/2018 15:22:44,28,M,Berlin,Senior Software Engineer ,8,Senior,60000,55000,45000,No,English,10-50,Product
15/12/2018 15:25:05,26,M,Hamburg,Scala Developer,5,Senior,81000,78000,63000,Yes,English,100-1000,Startup
15/12/2018 15:26:35,30,M,München,Java Developer,3,Middle,61000,,,No,English,50-100,Product
15/12/2018 16:05:51,42,M,Berlin,Head of Engineering,25,Senior,140000,130000,130000,Yes,English,1000+,Product
15/12/2018 16:14:24,39,M,Berlin,IT Administration,6,Senior,52000,46000,40000,No,English,50-100,Product
15/12/2018 16:19:41,30,M,Berlin,Data Engineer,5,Senior,65000,,,No,English,100-1000,Startup
15/12/2018 16:20:04,,M,Berlin,Data Engineer,8,Senior,80000,,,No,English,1000+,Product
15/12/2018 16:32:01,33,M,Stuttgart,Java Developer,8,Middle,68000,68000,56000,No,Deutsch,100-1000,Product
15/12/2018 16:57:43,36,M,Dublin ,iOS developer ,7,Senior,90000,77000,70000,No,English,50-100,Product
15/12/2018 17:15:31,30,M,München,Data Scientist,6,Middle,80000,72000,66000,No,English,1000+,Product
15/12/2018 17:33:01,28,M,Amsterdam,Scala\Java,10,Senior,80000,75000,70000,No,English,10-50,Startup
15/12/2018 17:48:02,32,M,München,Full-Stack Web Developer,7,Senior,65000,63000,63000,No,English,100-1000,Product
15/12/2018 18:02:36,30,M,Amsterdam,Go Developer,10,Senior,70000,24000,22000,No,Russian,50-100,Product
15/12/2018 18:14:51,30,F,München,ios developer,7,Senior,60000,60000,,No,English,10-50,Startup
15/12/2018 18:29:11,32,M,München,Senior Fullstack,10,Senior,60000,,,No,English,100-1000,Product
15/12/2018 18:37:23,30,M,Berlin,Java Software Engineer ,4,Middle,55000,51000,49000,No,English,100-1000,Product
15/12/2018 19:24:59,,M,München,Senior Web Developer ,8,Senior,65000,60000,50000,No,Deutsch,10-50,Product
15/12/2018 19:51:12,25,M,Karlsruhe,Android Developer,2,Middle,52000,,,No,Deutsch,10-50,Agency
15/12/2018 20:17:25,43,M,Berlin,Software Engineer,20,Senior,75000,,,No,Deutsch,1000+,Agency
15/12/2018 20:26:59,32,M,Berlin,Java/JS Developer,11,Senior,87000,75000,72000,No,English,1000+,Product
15/12/2018 20:43:02,30,M,Berlin,Senior Software Engineer (Data Engineer),8,Senior,66000,63000,53000,No,English,100-1000,Startup
15/12/2018 20:48:25,,M,München,IT-Consultant,5,Middle,50000,45000,,No,Deutsch,10-50,Agency
15/12/2018 21:06:19,,M,Frankfurt,System administrator,1,Junior,30000,,,No,Russian,up to 10,Product
15/12/2018 21:12:04,31,M,Berlin,Scala Developer,9,Senior,60000,60000,60000,No,English,1000+,Startup
15/12/2018 21:15:02,34,M,Berlin,Senior Software Engineer ,12,Senior,75000,,,No,English,100-1000,Startup
15/12/2018 21:15:37,30,M,,CTO,10,Senior,130000,125000,96000,Yes,English,50-100,
15/12/2018 21:22:42,26,M,München,iOS Developer,4,Senior,70000,45000,,No,Russian,50-100,Product
15/12/2018 21:38:11,28,M,München,IT Consultant,3,Middle,62000,53500,,No,Deutsch,1000+,Consulting Company
15/12/2018 21:41:10,34,M,Berlin,QA,8,Senior,53500,50000,,No,English,100-1000,Startup
15/12/2018 22:11:05,24,M,Köln,Software Engineer,4,Junior,87975,60500,,Yes,English,1000+,Product
15/12/2018 22:24:04,31,M,Berlin,Team lead PHP,10,Senior,60000,55000,50000,No,English,100-1000,Product
15/12/2018 22:24:07,31,F,Eindhoven,Data scientist,4,Middle,,,,No,English,50-100,Product
15/12/2018 22:32:31,31,M,Berlin,Team Lead,9,Senior,70000,70000,60000,No,English,1000+,Product
15/12/2018 22:46:17,26,M,Berlin,Full stack developer,6,Senior,60000,54000,45000,No,English,10-50,Startup
15/12/2018 23:02:13,27,M,München,Web Analytics Manager,3,Middle,55000,,,No,English,1000+,Product
15/12/2018 23:10:31,32,M,Prague,Engineering Manager,11,Senior,70000,62000,55000,Yes,English,1000+,Product
15/12/2018 23:34:27,34,M,München,Java Developer,14,Senior,70000,65000,60000,No,Russian,10-50,Startup
16/12/2018 00:10:34,33,M,Berlin,Senior PHP Developer,10,Senior,54000,48000,48000,No,English,50-100,Product
16/12/2018 00:15:34,35,M,München,Deep Learning Researcher (PHD),7,Senior,130000,120000,115000,No,English,100-1000,Product
16/12/2018 00:41:52,,M,München,Software Architekt ,18,Senior,140000,75000,70000,No,Deutsch,100-1000,Agency
16/12/2018 01:41:06,34,M,Berlin,Senior Software Engineer,10,Senior,76000,68000,62000,Yes,English,100-1000,Startup
16/12/2018 01:57:27,35,M,Berlin,Solution Engineer,5,Middle,53000,50400,,Yes,English,100-1000,Startup
16/12/2018 07:33:00,30,M,Moscow,Senior software engineer,10,Senior,31500,17400,10001,No,Russian,1000+,Agency
16/12/2018 07:36:39,36,M,Stockholm,Senior SQL Server DBA/Developer,13,Senior,58000,53000,,No,English,50-100,Product
16/12/2018 10:20:57,37,M,Berlin,QA Automation,6,Senior,52000,42000,40000,No,English,100-1000,Product
16/12/2018 10:39:55,30,M,Berlin,Lead developer,9,Senior,75000,65000,57000,Yes,English,50-100,Startup
16/12/2018 10:45:23,37,F,Berlin,Senior Software Ingenieur Java,10,Senior,68000,58000,55000,No,Deutsch,100-1000,IT Dienstleistungen 
16/12/2018 10:49:01,28,M,München,.net developer ,7,Senior,60000,,,,English,10-50,Product
16/12/2018 10:50:12,29,M,Berlin,Frontend developer,6,Senior,58000,,,No,English,100-1000,Product
16/12/2018 11:11:12,37,M,München,Lead Architect,15,Senior,110000,110000,95000,No,Deutsch,1000+,Agency
16/12/2018 11:17:00,30,M,München,Quality engineer,7,Senior,68000,,,No,English,100-1000,Product
16/12/2018 11:51:14,30,M,München,Team Lead,9,Senior,70000,65000,75000,Yes,English,100-1000,Startup
16/12/2018 12:10:47,30,M,Amsterdam ,Devops,10,Senior,70000,55000,,No,English,100-1000,Product
16/12/2018 12:50:24,32,F,München,Scrum Master,12,Middle,72000,53000,48000,No,English,100-1000,Product
16/12/2018 13:01:21,34,M,Frankfurt,Software Test Engineer,8,Middle,60000,,,No,English,100-1000,Agency
16/12/2018 13:31:18,22,M,"Belgrade, Serbia",Sr. JS Developer,10,Senior,120000,100000,100000,No,English,100-1000,Agency
16/12/2018 14:59:51,35,M,Kyiv,Javascript Developer,10,Senior,43000,43000,43000,No,Russian,10-50,Product
16/12/2018 15:55:00,28,F,München,SAP Business Analyst,1,Junior,60000,,,No,Deutsch,1000+,Manufacturing
16/12/2018 17:20:10,29,M,Berlin,Senior Backend Developer,7,Senior,70000,70000,54000,No,English,100-1000,Product
16/12/2018 17:58:53,34,F,Berlin,UX Designer,4,Senior,48000,,,Yes,English,10-50,Startup
16/12/2018 18:16:01,31,F,München,Business Intelligence Analyst,4,Middle,67000,67000,55000,No,English,1000+,Product
16/12/2018 18:18:30,28,F,Berlin,Product manager,1,Middle,36000,20000,,No,English,10-50,Startup
16/12/2018 18:58:21,25,M,Berlin,Software Developer (Python Backend),3,Middle,75000,55000,48000,Yes,English,50-100,Product
16/12/2018 19:01:40,30,M,Frankfurt,System administrator ,9,Middle,65000,18000,17000,No,English,100-1000,Stock market 
16/12/2018 19:14:58,37,M,Berlin,Software Engineer ,6,Senior,63000,63000,55000,No,English,100-1000,Product
16/12/2018 19:20:34,33,F,München,Java Developer,11,Senior,60000,,,No,English,100-1000,telecom operator
16/12/2018 19:25:43,34,M,Amsterdam,Designer,10,Senior,57000,56000,55000,No,English,50-100,Product
16/12/2018 19:53:03,30,M,Frankfurt,Data Scientist,7,Senior,112000,105000,105000,No,Deutsch,100-1000,Product
16/12/2018 20:13:37,27,M,Berlin,Software Engineer,11,Senior,100000,80000,70000,Yes,English,1000+,Ecommerce
16/12/2018 20:20:45,30,M,München,CTO ,5,Senior,72000,50000,50000,Yes,English,up to 10,Startup
16/12/2018 21:06:21,30,F,Berlin,Lead Developer,11,Senior,78000,68000,,No,English,1000+,Startup
16/12/2018 21:14:16,32,F,München,java fullsteck developer,3,Junior,44000,42000,42000,No,Deutsch,100-1000,Product
16/12/2018 21:28:14,31,M,Nürnberg,Software Engineer,6,Middle,59000,50000,50000,No,Deutsch,1000+,Consulting
16/12/2018 21:48:16,38,M,München,QA,10,Senior,66000,63000,61000,Yes,Deutsch,100-1000,Product
16/12/2018 22:04:56,,M,München,"Unreal Engine Developer, System Architect",11,Senior,60000,60000,60000,No,English,up to 10,Startup
16/12/2018 23:03:08,36,M,Hamburg,Senior Software Developer,10,Senior,65000,65000,65000,No,English,100-1000,Product
17/12/2018 00:02:54,31,F,München,Java Developer,9,Middle,47000,45000,45000,No,English,10-50,Agency
17/12/2018 00:07:22,33,M,Amsterdam,Tech lead,9,Middle,60000,59000,59000,No,English,100-1000,Product
17/12/2018 06:07:53,36,M,,SAP Consultant,12,Senior,72000,69000,65000,No,English,1000+,
17/12/2018 07:09:56,26,M,München,JavaScript Developer,5,Senior,68400,,,No,Team - Russian; Cross-team - English;,1000+,Agency
17/12/2018 07:56:36,37,M,Berlin,Software engineer ,15,Senior,55000,,,No,Deutsch,100-1000,Product
17/12/2018 08:14:34,31,M,München,Senior PHP developer,12,Senior,60000,,,No,English,1000+,Product
17/12/2018 08:37:06,29,M,München,DevOps,9,Senior,70000,60000,55000,Yes,English,50-100,Startup
17/12/2018 09:16:45,30,M,München,Senior iOS Developer,8,Senior,65000,,,No,English,1000+,Product
17/12/2018 10:07:20,43,M,Berlin,Consultant,18,Senior,70000,70000,64000,No,Deutsch,50-100,Product
17/12/2018 10:45:22,30,M,München,Test Engineer,10,Senior,80000,76000,72000,No,Russian,100-1000,Product
17/12/2018 11:00:28,29,F,Berlin,,1,Junior,47000,47000,40000,Yes,English,100-1000,Product
17/12/2018 11:19:25,32,M,Berlin,Developer,12,Senior,66000,64000,60000,Yes,English,50-100,Startup
17/12/2018 11:22:40,42,M,Karlskrona,Java Developer,15,Senior,67200,64000,,No,English,1000+,Product
17/12/2018 11:37:08,31,,München,Software Engineer,14,Senior,85000,75000,65000,Yes,English,1000+,Product
17/12/2018 12:11:26,36,M,Berlin,CTO,15,Senior,89000,79000,68000,Yes,English,10-50,Startup
17/12/2018 13:17:43,31,M,Berlin,Devops,6,Senior,72000,70000,62500,No,English,1000+,Product
17/12/2018 13:21:02,28,M,München,DB Developer,5,Senior,69000,67000,,No,English,1000+,Product
17/12/2018 14:07:36,34,M,Berlin,Senior Software Engineer,15,Senior,60000,20000,20000,No,English,1000+,Product
17/12/2018 14:07:40,36,M,Berlin,Ruby Developer,2,Middle,53000,,,No,English,50-100,Startup
17/12/2018 14:11:08,43,M,Berlin,SAP Consulter/ABAP Developer ,16,Senior,86000,84000,82000,Yes,Deutsch,50-100,Consulting
17/12/2018 14:23:30,29,M,Krakau,DevOps Engineer,11,Senior,45000,39200,28000,No,English,1000+,Outsourcing
17/12/2018 14:25:20,27,M,München,Java Developer,5,Senior,72000,60000,55000,Yes,Russian,50-100,Startup
17/12/2018 14:50:45,30,M,München,Business Analyst/RE,3,Middle,65000,,,No,Deutsch,1000+,Product
17/12/2018 14:57:03,28,F,Vienna,C++ sr. s/w dev,6,Senior,75000,75000,,No,English,10-50,Product
17/12/2018 15:37:57,22,M,München,iOS Developer,3,Junior,47000,,,No,Deutsch,100-1000,Agency
17/12/2018 15:40:30,25,M,Berlin,Android dev,6,Senior,60000,55000,48000,No,English,100-1000,Product
17/12/2018 15:55:56,28,M,München,C++ Developer,6,Middle,50000,,,No,English,100-1000,Agency
17/12/2018 16:01:29,36,M,Berlin,Senior Web Deleloper,8,Senior,55000,28000,28000,Yes,English,10-50,Startup
17/12/2018 16:14:23,35,M,London,Software developer,12,Senior,111000,95000,95000,No,English,100-1000,Product
17/12/2018 16:16:50,28,F,Stockholm,Automation Test Engineer,6,Middle,40800,36000,,No,English,100-1000,Product
17/12/2018 16:18:13,48,M,Bitburg,SSE,18,Senior,92100,89300,87600,No,Deutsch,100-1000,Product
17/12/2018 16:18:33,23,M,Nürnberg,Java Developer,5,Middle,73000,,,No,English,1000+,Product
17/12/2018 16:19:47,24,M,Berlin,Scala Developer,4,Middle,54000,,,No,English,10-50,Product
17/12/2018 16:25:33,25,M,Gdansk,Java Developer,3,Senior,38000,,,No,English,1000+,Outsorce
17/12/2018 16:46:55,30,M,Berlin,Web Developer,8,Senior,75000,62000,55000,Yes,English,1000+,Product
17/12/2018 16:59:49,28,M,Berlin,Senior .Net Developer,8,Senior,66000,55000,,No,English,10-50,Product
17/12/2018 17:08:52,31,M,Berlin,Software Developer,9,Senior,70000,60000,60000,No,English,50-100,Product
17/12/2018 17:09:25,31,M,Stuttgart,Data Engineer,10,Senior,60000,,,No,English,10-50,Product
17/12/2018 17:28:36,27,M,Berlin,Front End Engineer,8,Senior,70000,65000,63000,Yes,English,100-1000,Product
17/12/2018 17:53:50,,F,Berlin,Werkstudent Testautomatisierung,1,Junior,10300,10300,10300,No,Deutsch,100-1000,Product
17/12/2018 18:24:15,30,M,München,Full Stack Developer,9,Senior,75000,65000,65000,No,English,1000+,Product
17/12/2018 18:35:33,,M,Berlin,ios вумудщзук,30,Senior,65000,56000,47000,No,English,50-100,Startup
17/12/2018 18:36:29,25,M,Poland,QA Engineer,2.5,Middle,24000,16500,16500,No,Polish,1000+,Product
17/12/2018 18:58:02,23,M,München,iOS Developwr,2,Middle,52000,,,No,Deutsch,50-100,Agency
17/12/2018 19:02:21,33,M,Prague,.NET Developer,10,Senior,39600,33600,30000,No,English,1000+,Outsource
17/12/2018 19:18:13,31,M,München,DevOps,9,Middle,64400,58400,,No,English,100-1000,Product
17/12/2018 20:23:15,33,M,Düsseldorf,C++ Software Engineer,12,Senior,57000,57000,57000,No,Russian,up to 10,Product
17/12/2018 20:30:05,,M,Frankfurt,QA,9,Senior,52000,50000,,No,English,1000+,Product
17/12/2018 20:49:55,31,M,Luxembourg,Software Development Engineer,6,Middle,77000,77000,,Yes,English,1000+,Product
17/12/2018 21:46:00,,M,München,Engineering consultant,20,Senior,48000,,,No,English,1000+,consulting
17/12/2018 21:53:50,34,M,Berlin,Senior Software Engineer,12,Senior,67000,55000,55000,No,English,100-1000,Startup
17/12/2018 22:22:14,32,M,Berlin,C# Developer ,5,Senior,55000,55000,55000,No,English,10-50,Product
17/12/2018 23:00:51,31,M,Berlin,Senior Java Developer,9,Senior,85000,64000,58000,No,English,1000+,Product
17/12/2018 23:02:20,33,M,Stuttgart,Python Developer,8,Senior,57800,54000,,No,English,100-1000,Product
17/12/2018 23:16:24,26,M,Berlin,Android developer,4,Middle,20400,20400,20400,No,English,10-50,Product
17/12/2018 23:36:53,30,M,Krakow,Project Manager,7,Senior,44000,40000,,No,Russian,1000+,Outsource
18/12/2018 00:05:45,33,F,London,Product Manager,10,Senior,70000,56000,,No,English,100-1000,Agency
18/12/2018 01:03:19,25,M,,C# Developer,2,Middle,24000,10500,,No,Russian,10-50,Product
18/12/2018 01:03:23,25,M,,C# Developer,2,Middle,24000,10500,,No,Russian,10-50,Product
18/12/2018 02:42:05,26,F,München,Software developer,4,Middle,47300,41000,38000,No,English,50-100,Product
18/12/2018 06:50:08,45,M,Berlin,java developer,8,Middle,53000,48000,36000,Yes,Deutsch,1000+,Agency
18/12/2018 09:00:13,,M,Krakow,Java Developer,10,Senior,23162,23162,,No,English,100-1000,Product
18/12/2018 09:10:10,36,M,Ludwigsburg,System Architect,10,Senior,100000,97000,95500,No,Deutsch,1000+,GmbH
18/12/2018 09:36:30,35,M,München,Head of Development,11,Senior,100000,90000,90000,No,Deutsch,100-1000,Product
18/12/2018 09:44:01,38,M,München,PHP Full Stack Developer,15,Senior,60000,51000,,No,English,up to 10,Product
18/12/2018 10:00:53,45,F,München,System Analyst,,Middle,90000,89000,88000,No,English,1000+,Product
18/12/2018 10:06:00,38,M,Berlin,Senior Java Developer,15,Senior,60000,60000,,No,English,1000+,Startup
18/12/2018 10:10:49,35,M,Berlin,CTO,13,Senior,60000,54000,,Yes,English,up to 10,Startup
18/12/2018 10:15:08,32,M,München,DevOps,10,,75000,,,No,English,1000+,Product
18/12/2018 10:37:10,35,M,München,DevOps engineer,11,Middle,60000,,,Yes,English,10-50,Startup
18/12/2018 10:40:46,30,M,Hamburg,QA Engineer,5,Middle,56000,50000,,Yes,English,100-1000,Product
18/12/2018 11:14:53,32,M,Berlin,BI Developer,7,Senior,55000,50000,42000,,English,50-100,Startup
18/12/2018 11:16:23,45,M,Essen,Senior quant,20,Senior,80000,75000,70000,No,English,1000+,Corporation
18/12/2018 11:17:41,,M,München,Senior Java Developer,18,Senior,75000,72000,,No,English,100-1000,Product
18/12/2018 11:20:41,37,M,Berlin,Senior Software Engineer,15,Senior,86000,77000,74000,No,English,10-50,Product
18/12/2018 11:25:57,21,F,Strasbourg,Data Developer,2,Junior,17532,11520,,No,French,1000+,Product
18/12/2018 11:43:01,,M,"Alicante, Spain",Ruby developer,5,Senior,34000,31000,24000,No,Russian,50-100,Agency
18/12/2018 11:49:24,32,M,München,Senior Software Engineer,10,Senior,69000,65000,50000,No,English,100-1000,Product
18/12/2018 11:49:42,32,M,München,Senior Software Engineer,10,Senior,69000,65000,50000,No,English,100-1000,Product
18/12/2018 11:50:35,38,M,Berlin,Data Scientist,5,Senior,60000,60000,54000,No,English,up to 10,Product
18/12/2018 12:00:16,27,M,Warsaw,Data Processing Specialist,2,Middle,19200,14400,10800,No,Polish,50-100,Product
18/12/2018 12:46:46,37,M,,Python developer,2,Middle,30000,24000,,No,English,10-50,Product
18/12/2018 12:49:44,27,M,München,Frontend,7,Senior,75000,58000,,No,English,100-1000,Product
18/12/2018 12:56:33,35,M,München,Full stack developer,13,Senior,63000,,,No,English,1000+,Product
18/12/2018 13:00:19,28,M,Memmingen,Senior Software engineer,8,Senior,92000,,,No,English,10-50,IT Consulting 
18/12/2018 13:03:59,33,M,Berlin,Software Developer,5,Middle,51750,45000,37050,Yes,Deutsch,10-50,Startup
18/12/2018 13:22:40,34,F,München,PHP Dev,,Middle,62000,50000,45000,No,English,1000+,Product
18/12/2018 13:27:34,36,M,Amsterdam,Senior Automation Test Engineer,13,Senior,80000,80000,72000,No,English,100-1000,Product
18/12/2018 13:50:03,30,F,München,QA,5,Middle,58000,56000,54000,Yes,English,1000+,Product
18/12/2018 13:50:32,31,M,Berlin,Engineering Manager,12,Junior,108000,110000,90000,Yes,English,100-1000,Product
