ID,Segment type,Segment Description,Answer,Count,Percentage,It became a relationship
292902.8528,gender,"Meridian, Idaho",No,517.422589,0.313626466,0
293681,university,Colby College,No,11,0.786,0
293485,university,St. Lawrence University,I don't use Tinder,0,0,0
292898.7126,gender,"Meridian, Idaho",No,669.4788687,0.356619651,0
292896.1237,gender,"Meridian, Idaho",No,551.6549756,0.248922832,0
292887.2066,web,"Meridian, Idaho",No,0,0,0
292890.294,web,"Meridian, Idaho",No,0,0,0
292899.9527,gender,"Meridian, Idaho",No,816.8336567,0.471372727,1
292893.0612,mobile,"Meridian, Idaho",No,942.6985122,0.384675453,1
292888.382,web,"Meridian, Idaho",No,0,0,0
292884.228,mobile,"Meridian, Idaho",No,796.533462,0.251798093,1
292899.5309,gender,"Meridian, Idaho",No,549.5344852,0.282621876,0
293415,university,Arizona State University,Yes,0,0,0
292888.2114,web,"Meridian, Idaho",No,0,0,0
293696.4004,university,"Westport, CT",Yes,0.864281443,0.10803518,1
293602.2784,university,"University of Wisconsin, Eau Claire",Yes,0.964489768,0.964489768,1
292882.4268,mobile,"Meridian, Idaho",No,901.5151189,0.234109724,1
292898.0735,gender,"Meridian, Idaho",No,633.8456819,0.320187513,0
292900.3572,gender,"Meridian, Idaho",No,837.1766574,0.491392648,0
293691,university,Arkansas State University,Yes,0,0,0
292894.7744,gender,"Meridian, Idaho",No,479.8073841,0.231098936,0
293169,university,Carnegie Mellon University,Yes,1,0.25,0
292890.4428,web,"Meridian, Idaho",No,0,0,0
292894.9484,gender,"Meridian, Idaho",No,521.683657,0.235406355,0
292889.9984,web,"Meridian, Idaho",No,0,0,0
293347.7116,university,University of Pittsburgh,I don't use Tinder,1,0.374480941,1
292882.5232,mobile,"Meridian, Idaho",No,1689.579635,0.438522363,0
292895.7264,gender,"Meridian, Idaho",No,1126.602545,0.523036545,0
292894.9346,mobile,"Meridian, Idaho",No,794.9860345,0.400385777,1
292896.5021,gender,"Meridian, Idaho",No,487.4091195,0.248721141,0
292901.3208,gender,"Meridian, Idaho",No,435.8176472,0.265883061,0
292902.0921,gender,"Meridian, Idaho",No,472.6496804,0.288445092,0
292900.2732,mobile,"Meridian, Idaho",No,810.912359,0.475641382,1
292887.9468,mobile,"Meridian, Idaho",No,1036.152655,0.320168349,1
292897.9971,gender,"Meridian, Idaho",No,564.3614576,0.268306179,0
293087.9285,university,Wesleyan University,I don't use Tinder,0.029763317,0.029763317,1
292901.9108,gender,"Meridian, Idaho",No,463.9900015,0.283140472,0
292894.5708,mobile,"Meridian, Idaho",No,795.0386089,0.395337464,1
292898.9158,gender,"Meridian, Idaho",No,555.4804398,0.276880955,0
292883.8967,mobile,"Meridian, Idaho",No,1009.181118,0.26203674,1
292889.2218,gender,"Meridian, Idaho",No,1058.103598,0.330241733,0
292889.656,web,"Meridian, Idaho",No,0,0,0
293631,university,Case Western Reserve University,Yes,7,0.226,0
292888.8455,web,"Meridian, Idaho",No,0,0,0
293693,university,Arkansas State University,No,1,1,1
292890.7789,web,"Meridian, Idaho",No,0,0,0
292889.0644,web,"Meridian, Idaho",No,0,0,0
292882.0917,mobile,"Meridian, Idaho",No,1436.721671,0.372934631,0
292900.3731,gender,"Meridian, Idaho",No,541.3932266,0.290482402,0
292890.4687,web,"Meridian, Idaho",No,0,0,0
293457,university,Marquette University,Yes,1,0.5,0
292889.0337,web,"Meridian, Idaho",No,0,0,0
292889.675,web,"Meridian, Idaho",No,0,0,0
292897.9844,gender,"Meridian, Idaho",No,628.8825152,0.315113065,0
292889.1703,web,"Meridian, Idaho",No,0,0,0
292890.6745,web,"Meridian, Idaho",No,0,0,0
292890.0157,web,"Meridian, Idaho",No,0,0,0
292889.7087,web,"Meridian, Idaho",No,0,0,0
292888.1357,web,"Meridian, Idaho",No,0,0,0
292887.6689,web,"Meridian, Idaho",No,0,0,0
292883.0659,mobile,"Meridian, Idaho",No,948.3291887,0.246252622,1
292896.1708,gender,"Meridian, Idaho",No,552.85581,0.249464385,0
293676.6426,university,"Westport, CT",Yes,0.825888048,0.103236006,1
292897.3546,gender,"Meridian, Idaho",No,1024.838537,0.511910347,0
292951,university,Johns Hopkins University,I don't use Tinder,29,0.21,0
292889.8662,web,"Meridian, Idaho",No,0,0,0
292895.4542,gender,"Meridian, Idaho",No,534.5823646,0.241223419,0
293269,university,Texas Christian University,I don't use Tinder,10,0.385,0
292887.8206,web,"Meridian, Idaho",No,0,0,0
292894.3235,gender,"Meridian, Idaho",No,1158.666093,0.504848344,0
292892.6036,mobile,"Meridian, Idaho",No,795.3229288,0.368036383,1
292889.415,gender,"Meridian, Idaho",No,1061.912139,0.3368545,0
292890.6573,web,"Meridian, Idaho",No,0,0,0
293741,university,Old Dominion University,No,0,0,1
292901.3635,gender,"Meridian, Idaho",No,531.8195054,0.299725995,0
292881.8873,mobile,"Meridian, Idaho",No,861.9957225,0.223858959,1
293131.5615,university,University of Mississippi,Yes,8.14722024,0.151036929,1
292897.5634,gender,"Meridian, Idaho",No,568.5541208,0.26425809,0
292902.869,gender,"Meridian, Idaho",No,517.2660139,0.313777642,0
292896.0332,gender,"Meridian, Idaho",No,1107.42661,0.520939976,0
292896.0765,gender,"Meridian, Idaho",No,1104.721224,0.520644187,0
292899.8012,gender,"Meridian, Idaho",No,501.9250837,0.282371785,0
292903,gender,Female respondents,I don't use Tinder,516,0.315,0
292888.2179,web,"Meridian, Idaho",No,0,0,0
292902.0611,gender,"Meridian, Idaho",No,471.1666815,0.287536658,0
292894.3373,gender,"Meridian, Idaho",No,506.1008714,0.228378824,0
292887.0077,web,"Meridian, Idaho",No,0,0,0
292890.0483,web,"Meridian, Idaho",No,0,0,0
292898.4372,mobile,"Meridian, Idaho",No,794.4798014,0.448995489,1
292898.9846,gender,"Meridian, Idaho",No,554.8157439,0.27752273,0
292893.1586,gender,"Meridian, Idaho",No,476.0443465,0.214823921,0
293648.323,university,"Westport, CT",Yes,3.774326669,0.538785132,1
292881.1171,mobile,"Meridian, Idaho",No,805.5756873,0.20922441,1
292894.2513,gender,"Meridian, Idaho",No,1157.242403,0.502376392,0
292883.1167,mobile,"Meridian, Idaho",No,1917.70476,0.49769475,0
292881.5608,mobile,"Meridian, Idaho",No,1125.605175,0.292235472,0
293385,university,University of Buffalo,Yes,0,0,1
292891.1736,gender,"Meridian, Idaho",No,1096.575004,0.397039617,0
292894.4148,gender,"Meridian, Idaho",No,1160.465535,0.507972714,0
293495,university,University of Wisconsin-La Crosse,No,2,0.667,0
292888.4412,web,"Meridian, Idaho",No,0,0,0
293387.3524,university,Vassar College,No,1,0.5,1
293029,university,"University of California, Davis",I don't use Tinder,6,0.353,0
292901.1451,gender,"Meridian, Idaho",No,427.428438,0.260744122,0
292897.1974,gender,"Meridian, Idaho",No,572.0917226,0.260842475,0
292895.8467,gender,"Meridian, Idaho",No,894.5972466,0.410101483,1
293479.7046,university,Union College,Yes,0.892049658,0.892049658,1
292895.414,mobile,"Meridian, Idaho",No,794.9167396,0.407039645,1
292889.7541,mobile,"Meridian, Idaho",No,795.734768,0.328490599,1
293299.2882,university,Williams College,I don't use Tinder,0.356986313,0.029748859,1
292892.9453,gender,"Meridian, Idaho",No,949.5453478,0.366806947,1
293453,university,Loyola University Maryland,No,3,1,1
292897.2761,gender,"Meridian, Idaho",No,571.3312125,0.26157676,0
292888.3039,gender,"Meridian, Idaho",No,1037.449299,0.29754594,1
292888.0538,web,"Meridian, Idaho",No,0,0,0
292900.5535,gender,"Meridian, Idaho",No,505.2353378,0.290045556,0
292887.7874,mobile,"Meridian, Idaho",No,796.0190235,0.301195712,1
292882.3992,mobile,"Meridian, Idaho",No,1616.926883,0.41967728,0
292893.1826,gender,"Meridian, Idaho",No,476.6572835,0.215100344,0
292897.0354,gender,"Meridian, Idaho",No,575.9754118,0.261019704,0
293521,university,Illinois State,I don't use Tinder,1,0.5,0
292883.7244,mobile,"Meridian, Idaho",No,1650.635817,0.428420895,0
292900.4383,gender,"Meridian, Idaho",No,540.7627178,0.291091169,0
293599,university,University of Connecticut,I don't use Tinder,5,0.625,0
292897.1973,gender,"Meridian, Idaho",No,572.0930256,0.260841217,0
293411,university,Rochester Institute of Technology,No,2,1,0
293555,university,University of Central Florida,No,0,0,0
292888.5105,web,"Meridian, Idaho",No,0,0,0
292900.0478,gender,"Meridian, Idaho",No,743.9162942,0.432726077,0
293723,university,University of Kentucky,No,1,1,0
292899.2912,gender,"Meridian, Idaho",No,903.7970622,0.498676479,0
292881.6095,mobile,"Meridian, Idaho",No,1154.143553,0.299637918,0
292888.3623,gender,"Meridian, Idaho",No,1036.343068,0.298417558,1
292887.671,web,"Meridian, Idaho",No,0,0,0
292882.7751,mobile,"Meridian, Idaho",No,1837.235184,0.476822096,0
292890.6803,web,"Meridian, Idaho",No,0,0,0
292886.0712,mobile,"Meridian, Idaho",No,1070.425138,0.296511628,1
292889.1023,web,"Meridian, Idaho",No,0,0,0
292894.0645,mobile,"Meridian, Idaho",No,924.363586,0.39733121,1
292884.9747,mobile,"Meridian, Idaho",No,1101.120443,0.285884483,0
292890.4054,gender,"Meridian, Idaho",No,1081.433839,0.370750019,0
292899.8952,mobile,"Meridian, Idaho",No,817.8190804,0.47087399,1
292887.389,web,"Meridian, Idaho",No,0,0,0
292897.8411,mobile,"Meridian, Idaho",No,794.5659566,0.440722668,1
292893.0154,gender,"Meridian, Idaho",No,471.6231108,0.212961542,0
292882.5332,mobile,"Meridian, Idaho",No,1695.431461,0.440040242,0
292885.6977,mobile,"Meridian, Idaho",No,796.3210352,0.272195827,1
292883.8856,mobile,"Meridian, Idaho",No,1008.372154,0.261826907,1
293126.7041,university,University of Washington,No,4.730442177,0.496866497,1
292888.5566,web,"Meridian, Idaho",No,0,0,0
292894.3116,mobile,"Meridian, Idaho",No,795.0760717,0.391740191,1
292890.787,mobile,"Meridian, Idaho",No,984.2543814,0.355991344,1
292890.9747,web,"Meridian, Idaho",No,0,0,0
293685,university,Brigham Young University,Yes,1,0.125,1
292902.5773,gender,"Meridian, Idaho",No,520.0859368,0.311054958,0
293753,university,Roger Williams University,No,1,1,1
292898.3367,mobile,"Meridian, Idaho",No,794.4943281,0.447600602,1
292881.9009,mobile,"Meridian, Idaho",No,796.8697908,0.219503002,1
293167.3936,university,University of Mississippi,Yes,11.60039705,0.227937039,1
292888.6563,web,"Meridian, Idaho",No,0,0,0
292893.1668,gender,"Meridian, Idaho",No,476.2526493,0.214917861,0
292884.5195,mobile,"Meridian, Idaho",No,1054.804787,0.273870866,1
292888.92,web,"Meridian, Idaho",No,0,0,0
292887.568,web,"Meridian, Idaho",No,0,0,0
292884.0041,mobile,"Meridian, Idaho",No,1017.049343,0.264077645,1
293095,university,University of Texas,I don't use Tinder,26,0.356,0
293697,university,"Westport, CT",Yes,0,0,1
292890.9323,web,"Meridian, Idaho",No,0,0,0
292882.7654,mobile,"Meridian, Idaho",No,1831.500397,0.475334574,0
292957,university,Northwestern University,I don't use Tinder,24,0.2,1
293243.6036,university,University of Illinois,Yes,4.433939481,0.17070667,1
292899.398,gender,"Meridian, Idaho",No,550.8192924,0.281381373,0
293647,university,"Meridian, Idaho",I don't use Tinder,0,0,0
292881.0041,mobile,"Meridian, Idaho",No,799.3882414,0.207619476,0
292888.3941,web,"Meridian, Idaho",No,0,0,0
292888.0946,web,"Meridian, Idaho",No,0,0,0
292887.4668,web,"Meridian, Idaho",No,0,0,0
292891.3603,mobile,"Meridian, Idaho",No,973.7777513,0.363222881,1
293013,university,University of Alabama,Yes,2,0.133,1
292882.908,mobile,"Meridian, Idaho",No,1915.079432,0.497013777,0
292881.1283,mobile,"Meridian, Idaho",No,872.204802,0.226507048,0
292901.6464,gender,"Meridian, Idaho",No,451.3669921,0.275408053,0
292900.2332,gender,"Meridian, Idaho",No,542.7456268,0.289176636,0
292887.3572,web,"Meridian, Idaho",No,0,0,0
292889.697,web,"Meridian, Idaho",No,0,0,0
292881.2362,mobile,"Meridian, Idaho",No,935.4172984,0.242903463,0
292896.9819,mobile,"Meridian, Idaho",No,871.0545242,0.434128007,1
292887.7565,web,"Meridian, Idaho",No,0,0,0
292895.3703,mobile,"Meridian, Idaho",No,794.9230596,0.406432782,1
292888.4482,gender,"Meridian, Idaho",No,1042.853953,0.303763782,0
292899.9427,gender,"Meridian, Idaho",No,738.053795,0.426732131,0
292898.7816,gender,"Meridian, Idaho",No,497.4388412,0.271971859,0
292881.4416,mobile,"Meridian, Idaho",No,1055.801704,0.274129452,0
292915,university,Cornell University,I don't use Tinder,51,0.264,0
292887.9305,web,"Meridian, Idaho",No,0,0,0
292929,university,Georgetown University,Yes,2,0.5,1
292888.8294,web,"Meridian, Idaho",No,0,0,0
292897.0904,gender,"Meridian, Idaho",No,573.1261319,0.259843735,0
292887.5715,web,"Meridian, Idaho",No,0,0,0
293083,university,Vanderbilt University,I don't use Tinder,12,0.122,0
292900.6681,gender,"Meridian, Idaho",No,778.4973003,0.468082442,0
292911,university,Cornell University,Yes,47,0.244,0
292886.5677,mobile,"Meridian, Idaho",No,1061.353902,0.302773086,1
292919.486,university,University of Pennsylvania,I don't use Tinder,21.24699503,0.307118155,1
292894.5759,gender,"Meridian, Idaho",No,1163.640235,0.513484944,0
293401,university,Colorado State University,I don't use Tinder,0,0,0
292899.6455,mobile,"Meridian, Idaho",No,794.3051629,0.465764695,1
292894.5102,gender,"Meridian, Idaho",No,1162.344753,0.511235599,0
292887.2833,web,"Meridian, Idaho",No,0,0,0
292890.2514,web,"Meridian, Idaho",No,0,0,0
292887.8034,web,"Meridian, Idaho",No,0,0,0
292896.814,gender,"Meridian, Idaho",No,488.7814748,0.25190251,0
292882.5992,mobile,"Meridian, Idaho",No,914.1418958,0.237384929,1
292897.3442,mobile,"Meridian, Idaho",No,864.4335638,0.438698152,1
292886.0331,mobile,"Meridian, Idaho",No,796.2725612,0.27685041,1
293305,university,Quinnipiac University,I don't use Tinder,0,0,1
292899.0579,gender,"Meridian, Idaho",No,554.1071469,0.278206893,0
292890.5695,web,"Meridian, Idaho",No,0,0,0
292891.3521,gender,"Meridian, Idaho",No,979.7201225,0.343031732,1
293037,university,"University of California, Santa Barbara",Yes,24,0.32,0
292882.7046,mobile,"Meridian, Idaho",No,1795.912502,0.466103584,0
292889.9512,web,"Meridian, Idaho",No,0,0,0
292890.5462,web,"Meridian, Idaho",No,0,0,0
292881.8251,mobile,"Meridian, Idaho",No,796.8807491,0.218450755,1
292890.9513,web,"Meridian, Idaho",No,0,0,0
292889.7211,web,"Meridian, Idaho",No,0,0,0
292891.5401,gender,"Meridian, Idaho",No,976.159949,0.345836853,1
292889.1352,web,"Meridian, Idaho",No,0,0,0
292890.2217,web,"Meridian, Idaho",No,0,0,0
292882.8747,mobile,"Meridian, Idaho",No,1895.590604,0.491958655,0
293665,university,Morehead State University,I don't use Tinder,1,1,1
293143,university,Baylor University,I don't use Tinder,3,0.429,0
293730.0671,university,University of Kentucky,I don't use Tinder,0,0,1
292888.839,web,"Meridian, Idaho",No,0,0,0
292893.425,gender,"Meridian, Idaho",No,482.8380008,0.217887726,0
292897.2485,gender,"Meridian, Idaho",No,1031.467736,0.512635139,0
292882.2344,mobile,"Meridian, Idaho",No,1520.348955,0.39462635,0
292889.3442,mobile,"Meridian, Idaho",No,1010.618092,0.337793686,1
292888.0861,mobile,"Meridian, Idaho",No,1033.607689,0.321925022,1
292898.8066,gender,"Meridian, Idaho",No,674.7154217,0.361973615,0
292887.9976,web,"Meridian, Idaho",No,0,0,0
292897.4795,gender,"Meridian, Idaho",No,863.6744723,0.434466058,1
293760.53,university,University of Central Oklahoma,No,2.1699951,0.43399902,1
292885.5914,mobile,"Meridian, Idaho",No,796.3364007,0.270720391,1
292884.5399,mobile,"Meridian, Idaho",No,1292.198843,0.335447482,0
292887.5627,web,"Meridian, Idaho",No,0,0,0
292882.9399,mobile,"Meridian, Idaho",No,939.094934,0.243857389,1
292888.7192,web,"Meridian, Idaho",No,0,0,0
293296.7086,university,Texas Christian University,Yes,4.036422917,0.545154029,1
293175,university,Clemson University,Yes,2,0.5,0
293237,university,Loyola Marymount University,No,1,1,1
292895.2391,gender,"Meridian, Idaho",No,529.0969716,0.238749615,0
293177,university,Clemson University,No,0,0,0
292883.788,mobile,"Meridian, Idaho",No,1001.220192,0.25997179,1
292890.8299,web,"Meridian, Idaho",No,0,0,0
292894.359,gender,"Meridian, Idaho",No,506.6551507,0.228628793,0
292883.5425,mobile,"Meridian, Idaho",No,1730.569425,0.449154526,0
292887.8841,web,"Meridian, Idaho",No,0,0,0
292890.4539,web,"Meridian, Idaho",No,0,0,0
293581,university,Pepperdine University,I don't use Tinder,0,0,1
292890.9599,web,"Meridian, Idaho",No,0,0,0
292887.8508,web,"Meridian, Idaho",No,0,0,0
293296.8287,university,Vassar College,No,13.49286079,0.5,1
292894.6768,gender,"Meridian, Idaho",No,430.9175451,0.208807913,0
293657,university,University of Kansas,No,5,0.5,1
293488.3553,university,University of Central Florida,Yes,0,0,1
293745,university,University of Tampa,Yes,0,0,0
292889.3495,web,"Meridian, Idaho",No,0,0,0
292888.5244,web,"Meridian, Idaho",No,0,0,0
292947.2554,university,"University of California, Berkeley",No,65.24140494,0.567864825,1
292897.1795,gender,"Meridian, Idaho",No,572.2643543,0.260675796,0
292888.9591,web,"Meridian, Idaho",No,0,0,0
292888.1246,mobile,"Meridian, Idaho",No,795.9702783,0.305876341,1
293339.0149,university,Vassar College,No,11.2406592,0.37468864,1
292887.6095,web,"Meridian, Idaho",No,0,0,0
292887.184,web,"Meridian, Idaho",No,0,0,0
292882.4891,mobile,"Meridian, Idaho",No,906.0737164,0.235292159,1
293295,university,University of Richmond,Yes,2,0.111,0
292901.9535,gender,"Meridian, Idaho",No,511.395185,0.304325202,0
292890.2608,web,"Meridian, Idaho",No,0,0,0
292881.7882,mobile,"Meridian, Idaho",No,854.7369041,0.221976125,1
292899.2462,gender,"Meridian, Idaho",No,552.2869238,0.279964349,0
293724.7765,university,"Westport, CT",Yes,0,0,1
292898.5434,gender,"Meridian, Idaho",No,559.0804578,0.273405075,0
292893.1538,gender,"Meridian, Idaho",No,1135.60891,0.464814169,0
292890.0828,web,"Meridian, Idaho",No,0,0,0
292899.3681,gender,"Meridian, Idaho",No,342.5772689,0.208767228,0
292887.2808,web,"Meridian, Idaho",No,0,0,0
292898.4246,gender,"Meridian, Idaho",No,495.8681081,0.268330614,0
292897.7975,gender,"Meridian, Idaho",No,493.1091703,0.261934895,0
292888.2759,mobile,"Meridian, Idaho",No,795.9484128,0.307975915,1
292890.2679,web,"Meridian, Idaho",No,0,0,0
292897.2208,mobile,"Meridian, Idaho",No,866.6900573,0.437140599,1
293110.8445,university,Vanderbilt University,No,14.91722272,0.429114542,1
292892.9294,gender,"Meridian, Idaho",No,949.8470629,0.36656922,1
292901.2773,gender,"Meridian, Idaho",No,532.6529172,0.298921321,0
292894.4238,gender,"Meridian, Idaho",No,1160.641906,0.508278947,0
293229,university,Dartmouth College,Yes,5,0.5,1
292889.6217,web,"Meridian, Idaho",No,0,0,0
292886.6059,mobile,"Meridian, Idaho",No,796.1897845,0.284798827,1
292892.7565,gender,"Meridian, Idaho",No,1127.7768,0.451215279,0
292882.9663,mobile,"Meridian, Idaho",No,1949.226399,0.505871011,0
293459.5204,university,Union College,Yes,1,0.469573344,1
292881.0022,mobile,"Meridian, Idaho",No,797.1599677,0.207041493,1
292889.8551,web,"Meridian, Idaho",No,0,0,0
293569,university,Cal State Northridge,I don't use Tinder,1,0.333,0
292883.6554,mobile,"Meridian, Idaho",No,1680.933767,0.436279748,0
292881.6117,mobile,"Meridian, Idaho",No,1155.446998,0.299976013,0
292889.6949,mobile,"Meridian, Idaho",No,1004.209193,0.342217454,1
292899.0985,gender,"Meridian, Idaho",No,329.7024118,0.200880535,0
292889.6852,web,"Meridian, Idaho",No,0,0,0
293659.4791,university,University of Delaware,No,3.967026965,0.396702696,1
292896.5447,gender,"Meridian, Idaho",No,562.3907027,0.253764435,0
292901.4758,gender,"Meridian, Idaho",No,530.7334634,0.300774587,0
293145,university,Texas A&M University,Yes,13,0.241,1
292888.5283,web,"Meridian, Idaho",No,0,0,0
292882.3118,mobile,"Meridian, Idaho",No,893.0899924,0.231924367,1
292889.5791,web,"Meridian, Idaho",No,0,0,0
292896.092,mobile,"Meridian, Idaho",No,887.3151018,0.422904077,1
292898.1063,gender,"Meridian, Idaho",No,494.4676719,0.265084149,0
292889.8155,web,"Meridian, Idaho",No,0,0,0
292900.5822,gender,"Meridian, Idaho",No,400.5488715,0.244278628,0
292888.241,web,"Meridian, Idaho",No,0,0,0
292902.1248,gender,"Meridian, Idaho",No,524.4604689,0.306831271,0
292897.884,mobile,"Meridian, Idaho",No,854.5699446,0.445506556,1
292889.1782,web,"Meridian, Idaho",No,0,0,0
292895.1072,gender,"Meridian, Idaho",No,525.7346151,0.237233258,0
292896.644,gender,"Meridian, Idaho",No,564.9213867,0.254905723,0
292888.1094,web,"Meridian, Idaho",No,0,0,0
292898.1563,gender,"Meridian, Idaho",No,562.8223573,0.269792207,0
292901.0405,gender,"Meridian, Idaho",No,422.434448,0.257684976,0
292888.7548,web,"Meridian, Idaho",No,0,0,0
292887.4633,web,"Meridian, Idaho",No,0,0,0
292890.7005,gender,"Meridian, Idaho",No,992.0603662,0.333308646,1
292900.3171,gender,"Meridian, Idaho",No,541.9343427,0.289959945,0
293389,university,University of Buffalo,I don't use Tinder,1,1,1
292885.9454,mobile,"Meridian, Idaho",No,796.2852448,0.2756325,1
292887.3507,web,"Meridian, Idaho",No,0,0,0
292881.9418,mobile,"Meridian, Idaho",No,865.9833415,0.22489329,1
293043.8659,university,University of Southern California,No,7,0.586896602,1
292892.1462,gender,"Meridian, Idaho",No,964.6808718,0.354881412,1
293423,university,University of Rochester,No,2,0.667,0
292890.4908,web,"Meridian, Idaho",No,0,0,0
292887.2375,web,"Meridian, Idaho",No,0,0,0
292901.5337,gender,"Meridian, Idaho",No,445.9822309,0.272109534,0
292890.5548,mobile,"Meridian, Idaho",No,795.6190448,0.339602615,1
292882.6361,mobile,"Meridian, Idaho",No,916.8416396,0.238085203,1
292886.2387,mobile,"Meridian, Idaho",No,1067.366136,0.298623117,1
292889.3047,web,"Meridian, Idaho",No,0,0,0
292890.2126,web,"Meridian, Idaho",No,0,0,0
293395,university,University of Minnesota,I don't use Tinder,1,0.25,0
292882.3911,mobile,"Meridian, Idaho",No,1612.163027,0.418441604,0
292881.6372,mobile,"Meridian, Idaho",No,1170.407978,0.303856677,0
293321.8839,university,University of Georgia,I don't use Tinder,0.703494784,0.064018025,1
292888.6402,mobile,"Meridian, Idaho",No,795.8957607,0.313031696,1
293677,university,Syracuse University,I don't use Tinder,1,0.111,1
292896.3077,mobile,"Meridian, Idaho",No,883.3752289,0.425623591,1
292888.6724,web,"Meridian, Idaho",No,0,0,0
292899.5027,gender,"Meridian, Idaho",No,713.5259271,0.401654311,0
292890.4374,mobile,"Meridian, Idaho",No,795.636007,0.337973871,1
293713.1674,university,University of Tampa,I don't use Tinder,0,0,1
292883.0666,mobile,"Meridian, Idaho",No,1939.725233,0.503406545,0
292887.2528,web,"Meridian, Idaho",No,0,0,0
292881.5449,mobile,"Meridian, Idaho",No,1116.314926,0.289825715,0
293700.4407,university,"Westport, CT",Yes,0,0,1
292887.5749,web,"Meridian, Idaho",No,0,0,0
292895.3599,gender,"Meridian, Idaho",No,903.8172788,0.402836864,1
292901.5645,gender,"Meridian, Idaho",No,529.8768732,0.30160164,0
292894.4849,gender,"Meridian, Idaho",No,920.3874592,0.389780939,1
293541,university,Michigan State University,Yes,0,0,0
292899.9838,mobile,"Meridian, Idaho",No,794.2562738,0.470459145,1
292888.813,gender,"Meridian, Idaho",No,1050.043981,0.316247825,0
292897.2086,gender,"Meridian, Idaho",No,1033.961599,0.512907802,0
292889.2314,web,"Meridian, Idaho",No,0,0,0
292888.2729,web,"Meridian, Idaho",No,0,0,0
292888.571,web,"Meridian, Idaho",No,0,0,0
292883.6605,mobile,"Meridian, Idaho",No,1678.695276,0.435699116,0
292883.6952,mobile,"Meridian, Idaho",No,796.610468,0.244403789,1
292897.553,gender,"Meridian, Idaho",No,1012.434636,0.510554187,0
292894.4586,gender,"Meridian, Idaho",No,1161.328149,0.50947047,0
293769,university,University of Florida,Yes,0,0,1
292888.3635,web,"Meridian, Idaho",No,0,0,0
293185,university,University of Denver,I don't use Tinder,0,0,0
292883.4655,mobile,"Meridian, Idaho",No,1764.41791,0.457934339,0
292889.7417,web,"Meridian, Idaho",No,0,0,0
293023,university,"University of California, Berkeley",I don't use Tinder,19,0.209,0
292881.0409,mobile,"Meridian, Idaho",No,820.9944388,0.213223813,0
293251,university,University of Maryland,I don't use Tinder,0,0,0
292882.5111,mobile,"Meridian, Idaho",No,907.6862998,0.23571044,1
293047,university,University of Colorado Boulder,I don't use Tinder,0,0,0
292888.8466,web,"Meridian, Idaho",No,0,0,0
292890.326,gender,"Meridian, Idaho",No,999.1522393,0.32772084,1
292890.7433,web,"Meridian, Idaho",No,0,0,0
292887.1253,web,"Meridian, Idaho",No,0,0,0
293775,university,Boston College,Yes,0,0,0
292896.4592,gender,"Meridian, Idaho",No,487.220395,0.248283643,0
292893.7215,gender,"Meridian, Idaho",No,1146.798638,0.484242887,0
292900.1014,gender,"Meridian, Idaho",No,814.018555,0.473590793,1
292888.734,web,"Meridian, Idaho",No,0,0,0
292890.6507,web,"Meridian, Idaho",No,0,0,0
292889.9595,web,"Meridian, Idaho",No,0,0,0
292888.937,gender,"Meridian, Idaho",No,1052.488992,0.320493096,0
292888.6215,web,"Meridian, Idaho",No,0,0,0
293439,university,Ithaca College,Yes,1,0.25,0
292901.0959,gender,"Meridian, Idaho",No,507.6221088,0.295578525,0
292902.0601,gender,"Meridian, Idaho",No,525.0859025,0.306227404,0
293420.918,university,University of Rochester,I don't use Tinder,0,0,1
292896.6694,gender,"Meridian, Idaho",No,488.1452717,0.250427675,0
292896.8497,gender,"Meridian, Idaho",No,570.1683646,0.257272008,0
292881.2833,mobile,"Meridian, Idaho",No,963.0282875,0.250065358,0
292888.2291,web,"Meridian, Idaho",No,0,0,0
292890.5647,web,"Meridian, Idaho",No,0,0,0
292898.5547,gender,"Meridian, Idaho",No,660.6739853,0.347617348,0
292894.233,mobile,"Meridian, Idaho",No,795.0874388,0.390648694,1
293740.9642,university,University of Kansas,No,1.501491166,0.937313604,1
292894.957,gender,"Meridian, Idaho",No,424.0540895,0.20810756,0
292897.1226,gender,"Meridian, Idaho",No,572.8152486,0.260143898,0
292896.5541,gender,"Meridian, Idaho",No,881.1990992,0.420658109,1
292889.0608,mobile,"Meridian, Idaho",No,795.8349745,0.318868535,1
292881.5459,mobile,"Meridian, Idaho",No,1116.904124,0.289978544,0
293134.8245,university,University of Mississippi,Yes,1.087740456,0.362761442,1
293651,university,University of Dayton,No,3,0.429,0
292900.5914,mobile,"Meridian, Idaho",No,805.0982733,0.479654579,1
292949.0034,university,"University of California, Davis",Yes,1.444350757,0.5,1
293329,university,Mississippi State University,I don't use Tinder,1,0.091,1
293535,university,Washington State University,Yes,8,0.308,0
292901.9488,gender,"Meridian, Idaho",No,526.1617331,0.305188672,0
292890.0204,web,"Meridian, Idaho",No,0,0,0
292899.9951,mobile,"Meridian, Idaho",No,794.2546361,0.470616401,1
292897.7255,gender,"Meridian, Idaho",No,566.9866771,0.265771484,0
293448.0741,university,Skidmore College,No,2.589507862,0.794753931,1
293683,university,Colby College,I don't use Tinder,2,0.143,0
292888.3555,web,"Meridian, Idaho",No,0,0,0
293199,university,New York University,Yes,1,0.333,0
292898.4693,gender,"Meridian, Idaho",No,955.1711191,0.504293376,0
292897.6086,gender,"Meridian, Idaho",No,1008.964758,0.510174814,0
